"FIES_preocupacion_alimentos","FIES_no_alimentos_saludables","FIES_poca_variedad_alimentos","FIES_saltar_comida","FIES_comio_menos","FIES_sin_alimentos","FIES_hambre_sin_comer","FIES_no_comio_dia_entero","IPM_Total","IPC_Total","Pobreza_monetaria","Vida_general","Ingreso","FIES_leve_moderado","FIES_grave","FIES_moderada","departamento_num","tiempo"
26.2059800135199,14.6267727901507,19.1923633942687,24.7678095236227,19.6993389973034,14.8656154616716,11.1310041245166,5.55249499078721,27.9,131.19,54.6,8.5,7.5,18.6,3.4,15.2,1,1
31.6067617910816,30.9206840131924,30.2495871119312,20.9394724147326,21.4773645397584,6.91375336046469,10.4035736972325,3.64131379142024,10.7,133.56,48.7,8.2,7.1,20.9,3.3,17.6,2,1
45.2835581656974,38.6813365763194,45.185160326247,36.1633582673775,37.2726118200007,25.4471514426779,23.0720738773171,13.1868899070916,22.6,131.19,74.5,8,6.8,39.3,11,28.3,3,1
51.3256447057976,44.7161788401284,54.3459427658993,48.3278362322301,41.3640403977589,25.2722216075548,26.958298332217,5.73706442163099,10.2,131.02,56.9,8,6.6,46.1,8.3,37.8,4,1
35.9380517795958,37.3680673910423,38.495170000433,20.2837238170643,26.1777146693483,12.4855205963562,11.9870478995821,0.398202318609467,3.8,133.78,32.3,7.8,6.6,25.4,4.2,21.2,5,1
48.1898879475285,37.7968544972657,44.5941959884961,33.0287384726141,33.7707519384473,19.4316152774651,17.0877439555394,0.346223585050285,19.4,130.79,66.9,8.3,7.2,32.6,5.1,27.5,6,1
34.0791693388157,26.0801029215365,32.8242273159141,22.2415724822474,26.9348312244408,10.5391549905567,11.1144587947626,1.02391758805639,9.6,133.59,43.4,7.5,6,20.7,2.1,18.6,7,1
13.6913186582334,18.9149085613303,19.1750390966439,19.0793265681223,14.6285114678547,12.3023273618265,9.73013345692455,2.65941174603615,10.5,135.02,33.4,8.4,7.3,14.6,2.5,12.1,8,1
34.1068815223556,28.1030774103991,36.5931222155091,24.7670112316062,26.2741195347866,11.2103605068547,12.0099640909198,5.74639731079272,19.6,140.61,69.1,8.1,6.5,27.2,3.2,24,9,1
28.1134233124472,31.154978603058,30.8091084578249,31.9734121101204,27.863583730159,16.4201779140693,15.8006485809116,0.681837870803752,13.3,131.19,46.5,8.2,6.3,28.2,4.3,23.9,10,1
