"departamento","año","mes","fecha","Analfabetismo","Bajo_logro_educativo","Barreras_acceso_salud","Desempleo_larga_duracion","Inasistencia_escolar","Rezago_escolar","Sin_aseguramiento_salud","Trabajo_informal","IPM_Total","Vida_general","Salud","Seguridad","Trabajo_actividad","Tiempo_libre","Ingreso","Propia_totalmente_pagada","Propia_la_estan_pagando","En_arriendo_o_subarriendo","Con_permiso_sin_pago","Posesion_sin_titulo","Propiedad_colectiva","Deficit_cuantitativo","Deficit_cualitativo","Deficit_habitacional","No_alcanzan_gastos_minimos","Alcanzan_gastos_minimos","Cubren_mas_gastos_minimos","Pobreza_monetaria","No_pobres","Energia","Gas_natural","Acueducto","Alcantarillado","Recoleccion_basura","Telefono_fijo","Ningun_servicio","precipitacion_promedio","temperatura_promedio","ndvi_promedio","IPC_Total","FIES_preocupacion_alimentos","FIES_no_alimentos_saludables","FIES_poca_variedad_alimentos","FIES_saltar_comida","FIES_comio_menos","FIES_sin_alimentos","FIES_hambre_sin_comer","FIES_no_comio_dia_entero","FIES_moderado_grave","FIES_grave","clave"
"Arauca",2024,"octubre","2024-10-01",7.7,52,0.9,19.2,4.4,22.2,11.4,92.8,17.7,7.9,7.9,7.5,7.2,7.7,7.1,29.6,1.3,38.5,17.8,11.4,1.5,27,21.8,48.9,27.1,69,3.9,56.9,43.1,97.9,22.5,65.2,52.1,67.1,0.6,1.4,6.75064033705814,27.7603637861884,0.674328491889152,172.75,33.4,25.8,30.7,16.2,20.9,8.7,16.9,4.2,21.8,2.8,"Arauca_2024_octubre"
"Atlantico",2024,"octubre","2024-10-01",8,28.7,2.8,11.6,1.8,28.2,7.2,77.5,9.5,8.1,7.9,6.5,7.2,7.7,6.5,42.9,3,30.9,18.7,3.6,0.8,3.2,25.7,28.9,49.8,45,5.2,49.9,50.1,99.9,90.7,97.8,85.4,96.7,21.1,0,8.12737470739185,28.1428614371919,0.745135280418136,168.1,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7,40,9.3,"Atlantico_2024_octubre"
"Bogotá",2024,"octubre","2024-10-01",1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3,5.4,8,8,7.3,7.4,7.7,7.3,34.5,6.7,50.5,6.5,0.6,1.2,0.6,6.6,7.2,16.6,69.8,13.7,17,83,99.9,95.1,99.9,99.3,99.8,34.8,0,5.73901356946205,18.8809836005838,0.66452826668829,179.78,20.5,19.1,18.9,11.3,15.1,6.2,8,2.2,13.9,2.8,"Bogotá_2024_octubre"
"Bolivar",2024,"octubre","2024-10-01",9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6,15.6,8.1,8.4,7.2,7.2,7.9,6.8,41.8,0.9,28.4,20.3,7.7,1,9.7,45.1,54.8,38.5,55.8,5.8,53.8,46.2,99,67.8,85.5,52.1,75.1,11.6,0.6,8.27849112805477,26.6043469531167,0.673781238564264,171.57,60,39.2,42.7,29.8,34.2,11.3,21.8,9.6,35.8,6.3,"Bolivar_2024_octubre"
"Boyaca",2024,"octubre","2024-10-01",6.1,45.2,3.1,15.1,1.3,22.2,3.1,74.3,6.9,8,7.8,8,7.7,7.6,7.2,43.8,2.6,37.4,13.6,1.5,1,2.4,19.2,21.6,32.4,63.1,4.5,31.1,68.9,99.6,64.3,93.7,65,69.3,2.4,0.1,5.96331238032804,17.2033609228633,0.687740496357184,179.45,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6,18.6,2.3,"Boyaca_2024_octubre"
"Caldas",2024,"octubre","2024-10-01",7,42.8,0.8,17.4,1.7,20.3,3.5,61.1,9.2,8.2,7.9,8,7.5,7.6,7.1,38.6,4.2,43.8,9.2,0.7,3.5,2.5,17.2,19.6,28.2,61.6,10.2,29.7,70.3,100,72.3,92.8,81.6,89.3,14.4,0.1,12.1238899068343,19.2102285889843,0.679846365578523,181.26,23,19,22.8,8.7,12.5,5.1,6.4,2.7,12.8,2.4,"Caldas_2024_octubre"
"Caqueta",2024,"octubre","2024-10-01",6.3,54.2,0.2,11,5.5,30.1,1.4,87.4,13.9,8.6,8.4,8.2,7.5,8.1,6.7,26.4,0.8,41.5,23.5,6.4,1.4,28.8,14.5,43.3,44.5,50.6,4.9,70.2,29.8,98.6,57.4,76,68.9,73.5,1.6,1.3,7.13949449775655,25.9994436226314,0.759676015157821,181.92,53.7,22.9,37.7,5.1,20.4,3,4.3,0.5,17.8,0.9,"Caqueta_2024_octubre"
"Casanare",2024,"octubre","2024-10-01",5.4,46.5,1.4,8.8,2.8,23.6,7,79.1,11.3,8.6,8.1,7.6,7.6,7.8,6.7,35.2,2,44.5,12.2,5.1,0.9,6.9,25,31.9,45.8,49.9,4.3,51.7,48.3,98.3,85.7,84.7,70.3,80.7,1.8,1.4,8.44115057255637,28.0999196434164,0.669639093831566,172.75,55.5,47.2,44.4,27,30.5,12.5,15.2,6.3,34.4,6.2,"Casanare_2024_octubre"
"Cauca",2024,"octubre","2024-10-01",7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3,14,7.8,7.8,7.1,6.7,7.1,5.9,43.6,1.6,19.6,19.9,5.8,9.6,11.7,28,39.7,41.8,54.8,3.3,57.2,42.8,99.4,27.4,84.8,42.5,43.7,2.8,0.9,7.2382365951344,18.6402036996795,0.659473152210992,188.84,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7,27.8,3.8,"Cauca_2024_octubre"
"Cesar",2024,"octubre","2024-10-01",9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5,13.4,8.3,8.2,7.1,7,7.8,6.7,35.4,1.6,35.9,19.5,5.2,2.4,6.9,35.7,42.5,45.6,50.8,3.5,60.3,39.7,99.6,73.9,90.9,77,82.1,5.2,1.8,7.71435116353435,25.9355263468878,0.699998555816581,166.74,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3,30.3,5.4,"Cesar_2024_octubre"
"Choco",2024,"octubre","2024-10-01",23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1,33.9,7.1,7.1,6.5,6.3,6.9,6.1,64.5,0.2,14.4,11.1,7.6,2.1,44.4,42.8,87.2,56.5,42.2,1.3,87,13,96.6,0,41.6,16.7,55,0.6,4.4,14.8323935222345,25.3409776975475,0.609593350106029,172.75,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6,36.3,6.4,"Choco_2024_octubre"
"Cundinamarca",2024,"octubre","2024-10-01",5.2,38.7,1.8,12.5,1.9,22,7.8,67.5,7.4,8,7.7,7.5,7.1,7.6,6.8,28.3,7.2,52.9,8.9,1,1.7,1.6,13.8,15.5,34.3,57.9,7.9,31.2,68.8,99.7,79.8,97.1,81.5,88.1,11.4,0,5.73901356946205,18.8809836005838,0.66452826668829,179.78,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6,22.6,7.3,"Cundinamarca_2024_octubre"
"Cordoba",2024,"octubre","2024-10-01",18.1,51,3.3,16,2.5,22.5,2,87.7,25.7,7.9,7.9,8.2,6.8,7.6,6.1,43.9,0.8,20.6,25.1,8,1.5,23,36.5,59.5,64.5,33.7,1.8,73.4,26.6,99.6,49.8,72,43.3,60.4,1.9,0.3,6.37483970744859,26.9177521989918,0.710237890403367,173.33,70.2,49.9,61.3,41.5,45,19.8,25.7,6.8,47.6,9.4,"Cordoba_2024_octubre"
"Guainia",2024,"octubre","2024-10-01",17.9,65.5,3.8,8.9,5.7,34.4,14,89.6,49,7.6,7.6,7,7,7.1,6.6,10.5,0.4,14.1,5.2,8.5,61.2,53.7,30.2,83.9,49.5,47.4,3.1,72,28,80.1,0,21.7,21.9,28.1,0.2,15.6,5.1023854465103,27.6517867132149,0.673290564483886,172.75,57,37.6,45.5,35.9,35.8,12.4,19.2,12.9,37.5,6.6,"Guainia_2024_octubre"
"Guaviare",2024,"octubre","2024-10-01",8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2,21.3,8.3,7.9,7.9,7.3,7.4,6.1,41.3,4,31.5,19.6,2.6,0.9,44.8,17.5,62.4,52.2,42.1,5.7,56.9,43.1,96.8,24,54.2,48.5,61.1,0.1,4.5,5.87408962059927,26.7252490361178,0.767111284576027,172.75,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9,33.6,7,"Guaviare_2024_octubre"
"Huila",2024,"octubre","2024-10-01",6.5,51.7,0.5,12.9,3.6,24,4.2,82,10.9,8.4,8.1,7.3,7.3,7.6,6.9,39.5,2.9,34.3,18.4,3.8,1.2,3.6,23.1,26.7,42.6,53.7,3.7,48.7,51.3,99.7,71.1,91.7,67.6,70,9.3,0.3,4.06257780056496,20.1702306508984,0.659867609625461,188.34,46.1,28.7,29,9.4,14.7,4,4.6,5.4,17.3,1.3,"Huila_2024_octubre"
"Guajira",2024,"octubre","2024-10-01",20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6,39.3,7.9,7.9,7.2,6.6,7.3,6.3,20.5,0.2,24.1,13.5,20.7,21,6.2,44.1,50.2,66,32.2,1.8,72.3,27.7,70.6,44.2,52.8,47.3,53.9,1.3,29.9,7.9983288315683,27.5597029914784,0.586487486100368,169.8,66.9,48.5,62.1,47.6,53.3,31,35,13.3,52.4,15.7,"Guajira_2024_octubre"
"Magdalena",2024,"octubre","2024-10-01",14,45.3,2.3,12.8,2.3,28.8,4.2,86.7,19.2,8,8.1,7.6,7.5,7.9,7,38.4,0.9,28.2,21.7,5.7,5.1,7.7,48.9,56.6,48.1,47.1,4.8,63.5,36.5,99.1,70.4,88.3,57,73.6,5.3,0.2,6.32386772682535,26.8180070218781,0.709274379369477,167.48,47.6,38.9,43.8,27.4,32,14.4,13.9,4.8,32.1,5.8,"Magdalena_2024_octubre"
"Meta",2024,"octubre","2024-10-01",6.1,40.5,1.9,12.2,2.5,23.8,6.8,72.8,10.4,8.4,8,7.2,7.5,8,7,35,2.9,46.5,11.3,2.7,1.6,9.3,18.9,28.2,24.2,69.3,6.5,20.6,79.4,98.9,70.9,84,79.9,85.9,5.6,1.2,6.52014324477914,27.2872250663918,0.701569014400855,178.97,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8,18.2,2.4,"Meta_2024_octubre"
"Narino",2024,"octubre","2024-10-01",14.7,60.5,6.5,12.2,1.6,22.4,4,88.8,18.1,7.4,6.9,6.6,6.2,6.8,5.6,37.4,1.9,23,28.6,8.9,0.2,19.5,23.5,43,55.4,41.3,3.2,66.9,33.1,99.9,13.6,76,41.8,54.5,3.9,2,6.68408162554002,19.6036470578183,0.603074460615321,176.28,61.1,50,55.3,25,37.8,15.8,17.3,5.1,37.2,7.6,"Narino_2024_octubre"
"Norte De Santander",2024,"octubre","2024-10-01",8.5,48.2,2,11.3,3.7,27.7,9.7,80.8,15.2,8.3,8,7.5,7.2,8.2,6.7,40,4,36.3,13.9,5,0.8,9.2,21.4,30.6,32.6,59.9,7.5,44.8,55.2,99.8,59.4,87.6,83.4,85.5,8.2,0.4,8.71762464581716,21.5518969096142,0.712456714260689,183.8,38.6,37.3,32,15.3,25,10.3,13.9,14.7,24.8,5.6,"Norte De Santander_2024_octubre"
"Putumayo",2024,"octubre","2024-10-01",7.1,55.9,1.9,7.3,1.8,17,3.7,90.5,11.8,8.1,8.1,8.1,7,7.4,6.2,24.6,0.4,43.2,18.9,11.1,1.8,39.2,22.7,62,32.5,65.4,2.1,69.5,30.5,91.1,15.2,56,51.9,60.6,0.3,5.2,8.34943307102253,25.3792449823064,0.794985246430722,172.75,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2,28,2.4,"Putumayo_2024_octubre"
"Quindio",2024,"octubre","2024-10-01",5,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8,7.6,8,7.5,33.3,3.8,47,12.3,2.1,1.5,5,10.8,15.8,34.4,55.7,10,42.9,57.1,99.8,82.9,98,88.9,95.8,16.3,0,12.0841477384838,18.2306915639211,0.690500222110856,182.73,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20,3.7,"Quindio_2024_octubre"
"Risaralda",2024,"octubre","2024-10-01",6.2,42,6,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8,7.8,8,7.4,30,4.4,47.6,12.1,4,2,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86,90.5,27.4,0.3,10.5902421283226,18.7312361068454,0.698847255016177,178.89,33.9,30.3,33.5,13.4,20,7.4,9.6,2.6,20.5,3.8,"Risaralda_2024_octubre"
"Santander",2024,"octubre","2024-10-01",5.4,39.3,0.5,12.9,2.6,21.7,3.9,74,6.8,8.6,8.3,8.1,7.9,8.1,7.6,31.9,3.7,45.5,12.6,4.1,2.2,4.4,13.7,18.1,25,63.5,11.5,30,70,99.7,78.6,92.8,79.3,82.6,23.3,0.2,10.2516873920313,22.2195115484734,0.680655492573492,184.97,31,25.3,26.8,10.4,16.5,5.7,7.3,2.2,16.2,2.2,"Santander_2024_octubre"
"Sucre",2024,"octubre","2024-10-01",17.9,51.6,2.6,13.7,1.6,29.5,2.4,90.3,21.8,8.1,8.1,7.8,7,7.3,5.8,42.7,0.9,20.1,22.8,9.6,4,10.4,46.1,56.5,65,32.7,2.3,78.6,21.4,99.4,56.8,87.3,54.6,64.2,2.5,0.4,4.1357245811734,27.4325304694411,0.624862225774215,167.5,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3,49.5,11.9,"Sucre_2024_octubre"
"Tolima",2024,"octubre","2024-10-01",7.4,49.3,6.1,15,2.2,19.6,4.7,78,12.6,8.1,7.9,7.7,7.5,7.7,6.5,38.3,4.4,35.2,18.9,2.2,1,5.4,18.9,24.3,37.4,51.7,10.9,49.1,50.9,99.6,79.2,90.4,75.3,77.4,8.5,0.2,5.76703235358274,22.2756597164133,0.629764951834103,179.68,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4,25.6,3.1,"Tolima_2024_octubre"
"Valle Del Cauca",2024,"octubre","2024-10-01",4.5,33.2,1.2,14.6,1.7,20.6,6.6,67,6.2,8.5,8.3,7.8,7.7,8,7.3,32.4,2.1,49,13,2.1,1.4,3.3,11.3,14.7,32.2,58.7,9.1,36.2,63.8,99.7,83.7,97.5,91.1,96.1,16.7,0.3,7.11233702859729,19.1019269233661,0.662910745080408,189.62,36.6,24.2,30.9,13.2,23,10.5,10.5,2.9,20.7,4.4,"Valle Del Cauca_2024_octubre"
"Vaupes",2024,"octubre","2024-10-01",9.8,58.6,7.6,7.7,4.4,38.5,1.1,88,37.4,7.9,8.2,8.1,6.9,7.9,5.5,18.8,0.2,7,3.7,28.4,41.9,84.6,6.1,90.7,70.1,29.3,0.6,85.5,14.5,89.9,0,27.7,24.6,28.4,0,11.2,5.78747827788379,26.9022082386183,0.730847836663797,172.75,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5,46.1,6.8,"Vaupes_2024_octubre"
"Vichada",2024,"octubre","2024-10-01",35.1,82.7,2.6,18.7,27.1,35,17.1,94.7,70.2,8.2,8.3,8.2,7.5,7.9,7.3,11.9,0.4,11.1,5.8,53.2,17.5,24.2,68.7,92.9,59.1,40.1,0.9,75.6,24.4,43.4,0,48,0.3,23.7,0.3,63.6,7.28259794507248,28.5148000439638,0.606271139445605,172.75,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36,42.5,2.7,"Vichada_2024_octubre"
"Amazonas",2024,"noviembre","2024-11-01",7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6,15.6,8.3,8.4,8.1,7.7,8,7.2,37.6,0.2,16.4,8.5,13.5,23.8,62.4,23.1,85.5,31.1,61.9,7.1,40.6,59.4,95.7,0,45.3,30.6,52.4,0.5,8.3,8.39399897317136,26.9019231120924,0.513199472593675,173.17,35,21.8,27.4,13.8,17.8,10.2,5.5,2.7,19.1,2.7,"Amazonas_2024_noviembre"
"Antioquia",2024,"noviembre","2024-11-01",6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6,10.9,8.6,8.3,8.4,7.8,8,7,36.4,3.5,44.9,12.3,1.9,1,4.8,18.1,22.9,35.5,55.8,8.7,32.6,67.4,99.9,68.3,92.4,81.6,92.3,21.5,0.1,9.26156910178462,21.5109766318678,0.650800166275773,179.36,41.3,39.2,36.5,18.3,25.4,11.7,13.2,14.2,27.9,4.7,"Antioquia_2024_noviembre"
"Arauca",2024,"noviembre","2024-11-01",7.7,52,0.9,19.2,4.4,22.2,11.4,92.8,17.7,7.9,7.9,7.5,7.2,7.7,7.1,29.6,1.3,38.5,17.8,11.4,1.5,27,21.8,48.9,27.1,69,3.9,56.9,43.1,97.9,22.5,65.2,52.1,67.1,0.6,1.4,4.81515558407206,26.9988888729391,0.696904998054389,173.17,33.4,25.8,30.7,16.2,20.9,8.7,16.9,4.2,21.8,2.8,"Arauca_2024_noviembre"
"Atlantico",2024,"noviembre","2024-11-01",8,28.7,2.8,11.6,1.8,28.2,7.2,77.5,9.5,8.1,7.9,6.5,7.2,7.7,6.5,42.9,3,30.9,18.7,3.6,0.8,3.2,25.7,28.9,49.8,45,5.2,49.9,50.1,99.9,90.7,97.8,85.4,96.7,21.1,0,6.16466585389595,26.6771596085187,0.777094318855599,168.87,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7,40,9.3,"Atlantico_2024_noviembre"
"Bogotá",2024,"noviembre","2024-11-01",1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3,5.4,8,8,7.3,7.4,7.7,7.3,34.5,6.7,50.5,6.5,0.6,1.2,0.6,6.6,7.2,16.6,69.8,13.7,17,83,99.9,95.1,99.9,99.3,99.8,34.8,0,7.75364973187013,17.9267303686972,0.657086960772853,179.84,20.5,19.1,18.9,11.3,15.1,6.2,8,2.2,13.9,2.8,"Bogotá_2024_noviembre"
"Bolivar",2024,"noviembre","2024-11-01",9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6,15.6,8.1,8.4,7.2,7.2,7.9,6.8,41.8,0.9,28.4,20.3,7.7,1,9.7,45.1,54.8,38.5,55.8,5.8,53.8,46.2,99,67.8,85.5,52.1,75.1,11.6,0.6,8.20454710044411,25.5249566899027,0.657309068055011,171,60,39.2,42.7,29.8,34.2,11.3,21.8,9.6,35.8,6.3,"Bolivar_2024_noviembre"
"Boyaca",2024,"noviembre","2024-11-01",6.1,45.2,3.1,15.1,1.3,22.2,3.1,74.3,6.9,8,7.8,8,7.7,7.6,7.2,43.8,2.6,37.4,13.6,1.5,1,2.4,19.2,21.6,32.4,63.1,4.5,31.1,68.9,99.6,64.3,93.7,65,69.3,2.4,0.1,7.07919384572105,16.4945639648455,0.652557046671623,178.95,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6,18.6,2.3,"Boyaca_2024_noviembre"
"Caldas",2024,"noviembre","2024-11-01",7,42.8,0.8,17.4,1.7,20.3,3.5,61.1,9.2,8.2,7.9,8,7.5,7.6,7.1,38.6,4.2,43.8,9.2,0.7,3.5,2.5,17.2,19.6,28.2,61.6,10.2,29.7,70.3,100,72.3,92.8,81.6,89.3,14.4,0.1,10.1535066974333,18.3418861997035,0.629122945902959,181.46,23,19,22.8,8.7,12.5,5.1,6.4,2.7,12.8,2.4,"Caldas_2024_noviembre"
"Caqueta",2024,"noviembre","2024-11-01",6.3,54.2,0.2,11,5.5,30.1,1.4,87.4,13.9,8.6,8.4,8.2,7.5,8.1,6.7,26.4,0.8,41.5,23.5,6.4,1.4,28.8,14.5,43.3,44.5,50.6,4.9,70.2,29.8,98.6,57.4,76,68.9,73.5,1.6,1.3,10.5688835398655,25.3395683951826,0.766201824100526,181.68,53.7,22.9,37.7,5.1,20.4,3,4.3,0.5,17.8,0.9,"Caqueta_2024_noviembre"
"Casanare",2024,"noviembre","2024-11-01",5.4,46.5,1.4,8.8,2.8,23.6,7,79.1,11.3,8.6,8.1,7.6,7.6,7.8,6.7,35.2,2,44.5,12.2,5.1,0.9,6.9,25,31.9,45.8,49.9,4.3,51.7,48.3,98.3,85.7,84.7,70.3,80.7,1.8,1.4,6.09524798361443,27.2926591329463,0.703362843925471,173.17,55.5,47.2,44.4,27,30.5,12.5,15.2,6.3,34.4,6.2,"Casanare_2024_noviembre"
"Cauca",2024,"noviembre","2024-11-01",7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3,14,7.8,7.8,7.1,6.7,7.1,5.9,43.6,1.6,19.6,19.9,5.8,9.6,11.7,28,39.7,41.8,54.8,3.3,57.2,42.8,99.4,27.4,84.8,42.5,43.7,2.8,0.9,6.8653425055558,18.244042852111,0.640106072787058,187.51,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7,27.8,3.8,"Cauca_2024_noviembre"
"Cesar",2024,"noviembre","2024-11-01",9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5,13.4,8.3,8.2,7.1,7,7.8,6.7,35.4,1.6,35.9,19.5,5.2,2.4,6.9,35.7,42.5,45.6,50.8,3.5,60.3,39.7,99.6,73.9,90.9,77,82.1,5.2,1.8,8.77297768468132,24.6894384482374,0.722265602510833,167.46,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3,30.3,5.4,"Cesar_2024_noviembre"
"Choco",2024,"noviembre","2024-11-01",23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1,33.9,7.1,7.1,6.5,6.3,6.9,6.1,64.5,0.2,14.4,11.1,7.6,2.1,44.4,42.8,87.2,56.5,42.2,1.3,87,13,96.6,0,41.6,16.7,55,0.6,4.4,12.0646402103721,24.5678670268564,0.640335465839847,173.17,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6,36.3,6.4,"Choco_2024_noviembre"
"Cundinamarca",2024,"noviembre","2024-11-01",5.2,38.7,1.8,12.5,1.9,22,7.8,67.5,7.4,8,7.7,7.5,7.1,7.6,6.8,28.3,7.2,52.9,8.9,1,1.7,1.6,13.8,15.5,34.3,57.9,7.9,31.2,68.8,99.7,79.8,97.1,81.5,88.1,11.4,0,7.75364973187013,17.9267303686972,0.657086960772853,179.84,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6,22.6,7.3,"Cundinamarca_2024_noviembre"
"Cordoba",2024,"noviembre","2024-11-01",18.1,51,3.3,16,2.5,22.5,2,87.7,25.7,7.9,7.9,8.2,6.8,7.6,6.1,43.9,0.8,20.6,25.1,8,1.5,23,36.5,59.5,64.5,33.7,1.8,73.4,26.6,99.6,49.8,72,43.3,60.4,1.9,0.3,5.20832591197289,26.1514782928678,0.740193473521186,173.57,70.2,49.9,61.3,41.5,45,19.8,25.7,6.8,47.6,9.4,"Cordoba_2024_noviembre"
"Guainia",2024,"noviembre","2024-11-01",17.9,65.5,3.8,8.9,5.7,34.4,14,89.6,49,7.6,7.6,7,7,7.1,6.6,10.5,0.4,14.1,5.2,8.5,61.2,53.7,30.2,83.9,49.5,47.4,3.1,72,28,80.1,0,21.7,21.9,28.1,0.2,15.6,7.15516361553868,27.1870587231041,0.683194433532031,173.17,57,37.6,45.5,35.9,35.8,12.4,19.2,12.9,37.5,6.6,"Guainia_2024_noviembre"
"Guaviare",2024,"noviembre","2024-11-01",8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2,21.3,8.3,7.9,7.9,7.3,7.4,6.1,41.3,4,31.5,19.6,2.6,0.9,44.8,17.5,62.4,52.2,42.1,5.7,56.9,43.1,96.8,24,54.2,48.5,61.1,0.1,4.5,9.53548177620605,25.9439230244371,0.814045200746513,173.17,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9,33.6,7,"Guaviare_2024_noviembre"
"Huila",2024,"noviembre","2024-11-01",6.5,51.7,0.5,12.9,3.6,24,4.2,82,10.9,8.4,8.1,7.3,7.3,7.6,6.9,39.5,2.9,34.3,18.4,3.8,1.2,3.6,23.1,26.7,42.6,53.7,3.7,48.7,51.3,99.7,71.1,91.7,67.6,70,9.3,0.3,9.40040936141829,19.4194368292183,0.708060758015369,189.74,46.1,28.7,29,9.4,14.7,4,4.6,5.4,17.3,1.3,"Huila_2024_noviembre"
"Guajira",2024,"noviembre","2024-11-01",20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6,39.3,7.9,7.9,7.2,6.6,7.3,6.3,20.5,0.2,24.1,13.5,20.7,21,6.2,44.1,50.2,66,32.2,1.8,72.3,27.7,70.6,44.2,52.8,47.3,53.9,1.3,29.9,7.724430805188,25.6953032805486,0.668488456043549,170.67,66.9,48.5,62.1,47.6,53.3,31,35,13.3,52.4,15.7,"Guajira_2024_noviembre"
"Magdalena",2024,"noviembre","2024-11-01",14,45.3,2.3,12.8,2.3,28.8,4.2,86.7,19.2,8,8.1,7.6,7.5,7.9,7,38.4,0.9,28.2,21.7,5.7,5.1,7.7,48.9,56.6,48.1,47.1,4.8,63.5,36.5,99.1,70.4,88.3,57,73.6,5.3,0.2,4.83336654198527,25.5522233888348,0.737655785517428,167.29,47.6,38.9,43.8,27.4,32,14.4,13.9,4.8,32.1,5.8,"Magdalena_2024_noviembre"
"Meta",2024,"noviembre","2024-11-01",6.1,40.5,1.9,12.2,2.5,23.8,6.8,72.8,10.4,8.4,8,7.2,7.5,8,7,35,2.9,46.5,11.3,2.7,1.6,9.3,18.9,28.2,24.2,69.3,6.5,20.6,79.4,98.9,70.9,84,79.9,85.9,5.6,1.2,9.47090934018454,26.2922051727262,0.729178870904275,179.72,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8,18.2,2.4,"Meta_2024_noviembre"
"Narino",2024,"noviembre","2024-11-01",14.7,60.5,6.5,12.2,1.6,22.4,4,88.8,18.1,7.4,6.9,6.6,6.2,6.8,5.6,37.4,1.9,23,28.6,8.9,0.2,19.5,23.5,43,55.4,41.3,3.2,66.9,33.1,99.9,13.6,76,41.8,54.5,3.9,2,3.86031325068306,19.2799020585579,0.577645123160049,174.99,61.1,50,55.3,25,37.8,15.8,17.3,5.1,37.2,7.6,"Narino_2024_noviembre"
"Norte De Santander",2024,"noviembre","2024-11-01",8.5,48.2,2,11.3,3.7,27.7,9.7,80.8,15.2,8.3,8,7.5,7.2,8.2,6.7,40,4,36.3,13.9,5,0.8,9.2,21.4,30.6,32.6,59.9,7.5,44.8,55.2,99.8,59.4,87.6,83.4,85.5,8.2,0.4,10.187264175236,20.3129981080536,0.745902823114743,183.85,38.6,37.3,32,15.3,25,10.3,13.9,14.7,24.8,5.6,"Norte De Santander_2024_noviembre"
"Putumayo",2024,"noviembre","2024-11-01",7.1,55.9,1.9,7.3,1.8,17,3.7,90.5,11.8,8.1,8.1,8.1,7,7.4,6.2,24.6,0.4,43.2,18.9,11.1,1.8,39.2,22.7,62,32.5,65.4,2.1,69.5,30.5,91.1,15.2,56,51.9,60.6,0.3,5.2,10.4904340930037,24.8139962063823,0.78783885753354,173.17,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2,28,2.4,"Putumayo_2024_noviembre"
"Quindio",2024,"noviembre","2024-11-01",5,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8,7.6,8,7.5,33.3,3.8,47,12.3,2.1,1.5,5,10.8,15.8,34.4,55.7,10,42.9,57.1,99.8,82.9,98,88.9,95.8,16.3,0,7.9306543621548,17.3265711541113,0.589322781877498,182.82,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20,3.7,"Quindio_2024_noviembre"
"Risaralda",2024,"noviembre","2024-11-01",6.2,42,6,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8,7.8,8,7.4,30,4.4,47.6,12.1,4,2,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86,90.5,27.4,0.3,7.98189276275304,18.0378642942634,0.583040727119354,179.48,33.9,30.3,33.5,13.4,20,7.4,9.6,2.6,20.5,3.8,"Risaralda_2024_noviembre"
