"departamento","año","mes","fecha","Analfabetismo","Bajo_logro_educativo","Barreras_acceso_salud","Desempleo_larga_duracion","Inasistencia_escolar","Rezago_escolar","Sin_aseguramiento_salud","Trabajo_informal","IPM_Total","Vida_general","Salud","Seguridad","Trabajo_actividad","Tiempo_libre","Ingreso","Propia_totalmente_pagada","Propia_la_estan_pagando","En_arriendo_o_subarriendo","Con_permiso_sin_pago","Posesion_sin_titulo","Propiedad_colectiva","Deficit_cuantitativo","Deficit_cualitativo","Deficit_habitacional","No_alcanzan_gastos_minimos","Alcanzan_gastos_minimos","Cubren_mas_gastos_minimos","Pobreza_monetaria","No_pobres","Energia","Gas_natural","Acueducto","Alcantarillado","Recoleccion_basura","Telefono_fijo","Ningun_servicio","precipitacion_promedio","temperatura_promedio","ndvi_promedio","IPC_Total","FIES_preocupacion_alimentos","FIES_no_alimentos_saludables","FIES_poca_variedad_alimentos","FIES_saltar_comida","FIES_comio_menos","FIES_sin_alimentos","FIES_hambre_sin_comer","FIES_no_comio_dia_entero","FIES_moderado_grave","FIES_grave","clave"
"Guajira",2022,"mayo","2022-05-01",23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2,31.4,2.58435263843559,27.6420786028125,0.527752521204426,149.49,36.9284896021743,29.1026603929513,29.6196331091059,13.1002472016835,19.4444850615531,6.63239613551697,9.73046586173332,3.61146393847954,59.7,17.5,"Guajira_2022_mayo"
"Magdalena",2022,"mayo","2022-05-01",15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20,11.9,1.5,10.3,51.6,61.9,54,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1,4.78905802864018,26.8108536586617,0.725038137697055,146.37,56.7318405376457,45.6243055655777,54.4750563648839,44.866480797178,44.909069427755,26.7149752406342,26.5129569768379,7.69288776433159,45.3,10.4,"Magdalena_2022_mayo"
"Meta",2022,"mayo","2022-05-01",6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3,46.4,12.4,4.1,1.9,9.2,19,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,14.3960621165052,24.8191503057146,0.552606210765203,155.05,36.3528213170181,31.5508287480676,36.7089917394966,20.6356804994886,25.0850600685221,12.6438811424867,13.8974008439293,2.39799927807234,25.5,4.1,"Meta_2022_mayo"
"Narino",2022,"mayo","2022-05-01",10.4,61.6,3,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6,0.3,12.0743658210948,18.9607109485452,0.587014121219427,147.15,48.7927039914559,44.7624183793718,48.8934235991459,34.2729861409669,36.0525834046759,19.599637923053,21.3024212301078,3.11767617150027,37.1,7.4,"Narino_2022_mayo"
"Norte De Santander",2022,"mayo","2022-05-01",8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9,0.5,7.61509382966284,20.6799761183276,0.707822806769019,157.97,39.6086017388471,30.3096921002399,34.8789205385457,21.5492144086539,23.094738457253,8.36929761123421,11.4068179192639,3.62215262830781,25.8,2.9,"Norte De Santander_2022_mayo"
"Putumayo",2022,"mayo","2022-05-01",8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,14.435639065543,22.9328840649906,0.444274456172716,143.93,36.5642475867474,33.0690762251965,34.9378737847792,22.3315732384492,22.8141875925829,9.50811033425019,12.8423471846325,1.41431855428208,24.4,3,"Putumayo_2022_mayo"
"Quindio",2022,"mayo","2022-05-01",6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0,5.96134277501153,17.5893124817012,0.591078282297299,151.28,25.6441079994873,27.4116309678748,29.6195713645336,12.9609766268208,17.8369221872458,7.72991189458437,8.48880063981477,2.64136451871247,17.3,2.2,"Quindio_2022_mayo"
"Risaralda",2022,"mayo","2022-05-01",7.1,43.5,2.7,16.1,1.8,19.1,9.3,71,10,8.4,8.1,8.2,7.7,7.8,7.3,32.1,3.3,48.5,12.9,1.5,1.7,2.9,14.4,17.3,33.5,56.4,10.1,30.5,69.5,99.7,80.3,96,85.9,91.1,20.5,0.1,7.33110058287446,18.2364247445548,0.567324729672374,151.02,25.950463398252,25.0559978110665,23.4858109521102,16.0445265228161,16.8200028420739,6.82177341306589,9.16439495128517,4.88019800865258,17.5,2.5,"Risaralda_2022_mayo"
"Santander",2022,"mayo","2022-05-01",7.7,44.3,0.9,12.1,1.9,24.6,6.7,75.5,10.4,8.2,7.9,7.2,7.1,7.6,6.7,32.3,3.4,46,11.7,5.2,1.3,5.9,22.6,28.4,43.1,51,6,49.5,50.5,99.7,73.8,87.8,76.1,80.8,23.9,0.2,9.11497314085916,21.7073311388204,0.684539806548085,153.8,29.6271077885524,26.7227196291646,27.5958466734153,18.033528135639,20.2542273360733,8.01409558153866,10.8735368908733,2.69382062523927,20.5,2.5,"Santander_2022_mayo"
"Sucre",2022,"mayo","2022-05-01",19.8,53.9,4.3,11.4,1.9,31.1,3.6,92.6,26,8.1,8,7.6,7,7.4,5.7,42.7,1.3,20.6,24.2,10.3,1,8.2,53.1,61.3,72,24.3,3.7,78.7,21.3,98.9,53.9,81.8,53.4,62,2.3,0.8,5.84918870488698,27.3152891555216,0.619801800724384,141.9,60.9758765829695,51.0170361141992,60.1164534645295,46.6189883773525,45.79529182241,26.5253277136471,25.3448450950685,5.1547988290109,47.9,10.4,"Sucre_2022_mayo"
"Tolima",2022,"mayo","2022-05-01",6,49,0.8,16.5,2.1,21.6,5.4,79.7,10.5,7.7,7.5,7.6,7,7.4,6.3,40.9,3.8,38.8,14.1,2,0.4,4,24.1,28.1,42.4,52.4,5.2,54,46,99.5,77.3,88.4,72.2,76.7,12.5,0.2,7.49287976041844,20.5489793758621,0.629065260753799,154.28,44.2736797358778,35.0093068003698,38.5224959795653,23.4775833645413,26.0952017107568,10.4507519002621,12.0065634120656,3.26812021902752,27.4,3.3,"Tolima_2022_mayo"
"Valle Del Cauca",2022,"mayo","2022-05-01",6.2,37.8,1.6,13.7,2.4,22.6,9.3,67.3,9.7,7.9,7.7,7.1,7,7.4,6.7,31.4,4.2,47,13.6,2,1.7,4.5,14.1,18.6,42.7,50,7.3,40.6,59.4,99.5,82,96.9,89.6,95.2,23.5,0.1,4.90387626966977,18.55676193354,0.54100463155984,155.17,36.4962579608466,31.387175734106,35.4460590906616,27.6384857879553,26.5142736839198,13.9378110725776,14.7402565047622,3.17972972529263,28,4.5,"Valle Del Cauca_2022_mayo"
"Vaupes",2022,"mayo","2022-05-01",11.3,58.9,0.3,36.1,6.4,34.7,2.3,86.9,47.1,7.3,7.2,7,6.2,6.9,6,19.8,0,7.6,4.4,1.2,67,83,8.3,91.3,63.8,34.9,1.3,66.5,33.5,91.4,0,29.4,26,28.8,0.1,8.6,16.6554995815261,24.4311352437209,0.572244169014855,143.93,40.2021848595436,34.2929809321333,41.3553070179701,37.4407841634905,34.3339096709121,21.4062548475788,25.2045492129417,13.4016872311367,36.5,8.7,"Vaupes_2022_mayo"
"Vichada",2022,"mayo","2022-05-01",25,75.3,0.2,35.8,20.9,39.7,19,95.2,75.4,7.5,7.4,7.4,6.8,7.1,6.8,29.1,0.3,16,8.5,11.7,34.4,26.6,67.6,94.2,51.1,46.9,2,85.8,14.2,45.1,0,36.8,2,32.8,0.4,51.9,12.9196614542919,26.2833678610785,0.518215112890136,143.93,34.8589663497505,23.874477009135,32.2064885618655,31.8373238294498,29.3376707495207,21.3331438210725,26.1053412151801,22.9584245328208,30.7,9.2,"Vichada_2022_mayo"
"Amazonas",2022,"junio","2022-06-01",8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6,27.9,8.5,8.3,7.7,7.9,8.2,7.5,20.1,0.3,20.3,7.6,7.9,43.7,61.3,23.3,84.5,43.9,52.2,3.9,54.6,45.4,83.2,0,43.3,42.3,53.3,0.4,13.6,8.37498986530368,24.4962954122078,0.460287383749669,144.88,30.2031417769842,22.8255396242101,25.5106247939441,18.6752448783122,18.0690021029963,10.2776913548998,13.4953558336096,7.31578072231136,18.6,3.4,"Amazonas_2022_junio"
"Antioquia",2022,"junio","2022-06-01",7,39.9,0.4,14,1.5,22.9,6.3,66,10.7,8.2,7.9,8,7.4,7.6,7.1,37.7,3.4,45.3,10,1.4,2.2,4.8,19.8,24.7,34.4,54.6,11,48.7,51.3,99.9,64.5,93.1,80.9,91.6,24.2,0,10.3370444196252,21.1994802685494,0.680165679763093,149.41,30.1588262816717,25.3037472959078,29.9464517458924,19.8288057886828,20.7644715290441,10.871263682794,10.5651730374523,2.08390701328337,20.9,3.3,"Antioquia_2022_junio"
"Arauca",2022,"junio","2022-06-01",7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4,22.6,8,7.9,7.4,7,7.4,6.8,34.3,0.8,32.2,20.4,11.5,0.8,30.3,22.6,52.9,48,49.6,2.4,74.5,25.5,99.5,12.6,73,54.9,64.4,1.4,0.4,12.5906875823043,24.9270728969459,0.614475281728707,144.88,47.4941012325428,41.614772707145,45.536499301576,38.6936336952041,39.521807958021,24.6422954237998,26.7314540542185,9.33027604704646,39.3,11,"Arauca_2022_junio"
"Atlantico",2022,"junio","2022-06-01",7,28.1,1.5,11.2,1.8,30.2,9.1,75.9,10.2,8,8.1,7.1,6.9,7.5,6.6,45.7,2.3,31.4,16.4,3.9,0.3,3.5,28,31.5,52.9,40.6,6.5,56.9,43.1,99.9,93.1,97.7,87,96,26.4,0.1,7.51066017139356,27.170521960043,0.750833038669041,146.13,58.463950090356,49.4317490758088,56.0625802343651,43.3912792058134,43.8917710903933,22.4675732887965,22.8676256493499,6.1963978416882,46.1,8.3,"Atlantico_2022_junio"
"Bogotá",2022,"junio","2022-06-01",1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2,3.8,7.8,7.7,6.4,6.8,7.1,6.6,31.2,7.5,52.7,6.7,1,1,1.4,9.8,11.2,28.5,56.8,14.7,32.3,67.7,100,93.5,99.6,99.1,99.6,41.1,0,6.80019407543636,17.246058593327,0.630946791353403,149.5,31.5873357427689,33.8126486575562,35.9440317800858,22.5529968165236,25.0741467055692,13.1008903659095,14.1337422215426,1.60856234006113,25.4,4.2,"Bogotá_2022_junio"
"Bolivar",2022,"junio","2022-06-01",12.4,45.8,0.3,12.1,3,28.9,5.5,83.7,19.4,8.3,8.2,7.7,7.6,7.8,7.2,35.6,1.2,25.7,16.3,15,6.3,14.3,44.8,59.1,61.7,32.9,5.4,66.9,33.1,98.5,67.2,86.1,50.8,75.7,8.8,1,10.8809331389844,25.3774163966609,0.676077189571775,146.57,50.1627792951854,36.3027593206619,42.3081045701443,29.547286687938,31.8935650926411,14.3548291032319,16.9672211948277,6.68752711434074,32.6,5.1,"Bolivar_2022_junio"
"Boyaca",2022,"junio","2022-06-01",6.3,48.3,2,16,2,23,5.2,77.5,9.6,7.5,7.2,7.3,6.7,6.8,6,36.8,4.1,38.4,15.6,2.6,2.5,2.8,21.2,24,36.8,59.3,3.9,43.4,56.6,99.4,63.3,89.5,65.6,67.1,2.3,0.3,7.1906187959177,15.8057760287196,0.643109381656302,149.46,31.8427247054829,29.6894484107376,32.04485054654,16.6659861594933,18.9927624370907,8.29111990631558,9.33572252480457,3.17066399024199,20.7,2.1,"Boyaca_2022_junio"
"Caldas",2022,"junio","2022-06-01",7.4,45.8,1.5,18.2,1.3,20.7,6.3,68.4,10.5,8.4,8.1,8.3,7.9,7.9,7.3,34.9,6.5,40.7,15.3,1.6,1,2.9,18.6,21.4,32.2,56.2,11.6,33.4,66.6,99.8,70.6,92.1,83.6,86.6,20.4,0.1,9.03260147696909,17.9122886984055,0.647002735351022,150.04,17.95550241112,18.2488820738138,22.3199429575399,14.4893128885362,14.9332490973758,8.9162575647205,9.06204635724448,2.23942080592641,14.6,2.5,"Caldas_2022_junio"
"Caqueta",2022,"junio","2022-06-01",11.1,58,1.7,11.4,4.7,30.6,6.3,89.2,19.6,8.1,7.8,7.5,7.1,7.1,6.5,28.5,1.9,37.2,24.7,7.2,0.4,24.3,22.9,47.2,39.7,57.2,3.1,69.1,30.9,97.4,46.4,80.6,64.1,74.9,2.4,2.2,11.0351725921445,23.1720247845297,0.727569312492499,155.54,44.5585891881015,31.9115004002035,38.287403126687,24.4290922692994,26.5764036884179,12.5427550243021,12.7341363310387,2.90370481315956,27.2,3.2,"Caqueta_2022_junio"
"Casanare",2022,"junio","2022-06-01",5.5,45.8,1.1,11.9,3.3,26.8,8.7,80,13.3,8.2,7.6,7.1,6.9,6.9,6.3,37.9,2.1,42.1,14.3,3.1,0.7,7.2,24.2,31.4,47.3,48.8,3.9,46.5,53.5,97.2,83.8,82.2,70.8,78.5,1.5,1.7,10.4689408277099,24.8294367954328,0.598396969112309,144.88,33.7547072335582,35.3644312654086,37.3332695889828,27.4113468419866,27.5104225688785,13.3118307745609,13.212393564046,1.48140282944997,28.2,4.3,"Casanare_2022_junio"
"Cauca",2022,"junio","2022-06-01",9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9,18.3,7.5,7.3,6.8,6.6,6.7,5.9,37.4,1.8,19.9,23.3,9.3,8.4,12.4,37.8,50.2,50.6,46.4,3,58.3,41.7,97.3,26.5,74.8,40.5,42.6,4.8,2.3,6.83085933943075,17.1383160986294,0.638706814559547,159.97,35.3130319972552,30.5370882913934,33.5078831455461,16.9573384447463,22.2133371650622,8.56697095218376,10.6868536048869,3.56629605133373,22.3,2.8,"Cauca_2022_junio"
"Cesar",2022,"junio","2022-06-01",14,45.5,0.4,9.9,4.4,32.9,9.8,84.6,19.1,7.9,7.8,6.7,6.7,7.1,6.3,31.7,1.8,38,18.4,5.9,4.1,7.9,38.6,46.5,65.4,31.5,3.1,70.5,29.5,98.2,68.5,87.8,74.1,78.1,9.3,1.6,9.05250704148846,24.7897430786531,0.737449310968479,146.52,54.804101941508,44.0793446529124,51.0942139384758,38.5363061303346,40.094629968213,23.716051442877,23.5997438111074,6.58298962017869,41.1,9.4,"Cesar_2022_junio"
"Choco",2022,"junio","2022-06-01",21.9,58.9,2.2,19.4,4,35.8,3.5,92.1,36.8,7.2,7.2,6.4,6.2,6.7,6.2,61,0.6,19.3,16.7,1.4,1,43.5,40.8,84.3,68.3,29.4,2.2,83.4,16.6,91.4,0,41.1,21.8,50.9,1.7,8.1,12.1334888691652,24.2136409425083,0.611013965227561,144.88,54.0238249480396,41.9424101702611,52.9456469551457,42.8186084371575,39.5778384525763,26.2108460659346,29.6485065147743,9.95403726238779,43.2,10.4,"Choco_2022_junio"
"Cundinamarca",2022,"junio","2022-06-01",4.2,38.1,2.3,15.4,2,24.1,8.9,67,7.3,7.8,7.5,6.9,6.7,6.9,6.3,28.2,9.9,47.4,11.3,1.6,1.6,2.3,16,18.3,47.1,48.6,4.3,39.2,60.8,99.7,77.4,96.2,80,87.1,11.9,0.1,6.80019407543636,17.246058593327,0.630946791353403,149.5,52.6835954728096,40.6109710088428,51.8556751152442,37.8890463183914,38.9919309010496,22.4027875896472,24.4077662633149,5.93525144810426,23,3.7,"Cundinamarca_2022_junio"
"Cordoba",2022,"junio","2022-06-01",18.1,55.6,1.3,16.2,2,26.5,3.1,89.8,26.9,7.6,7.7,7.5,6.9,7.2,6.2,40,1,19.6,19.9,18.7,0.8,21.3,39.3,60.6,66.2,31.5,2.2,83.7,16.3,99.7,49,71,43.1,55.9,3.6,0.2,8.6813937541693,25.7866817041036,0.680614549223327,148.07,30.1384108258152,32.1244784305409,31.9202410023254,18.1778472684718,21.8867712110652,11.2225425810763,11.0298089634124,2.711354667727,38.9,8.1,"Cordoba_2022_junio"
"Guainia",2022,"junio","2022-06-01",14,67,0.2,7.9,8.9,38,12.7,91.2,46.5,7.7,7.6,7.3,7,7.3,6.9,16.9,0.6,18.2,6.7,6.4,51.2,56.2,30.8,87,46,49.6,4.4,53.3,46.7,76.5,0,24.4,26.5,37.6,0.1,22.1,13.6621886279779,24.5937011821289,0.46436785224517,144.88,37.0407679426026,26.792734552403,34.5507619746781,31.1491132595752,25.8757345376177,12.5608813109775,19.2963690423301,13.0903116213156,29.8,4.4,"Guainia_2022_junio"
"Guaviare",2022,"junio","2022-06-01",10,57.7,5.5,9.9,4.5,26.8,13.2,86.5,26.9,7.8,7.4,7.4,6.9,7.1,5.9,36,3,32.3,21.9,5.1,1.7,47.9,19.2,67,58.3,39.9,1.8,55.9,44.1,93,15.9,50.9,47.3,60.4,0.3,6.4,13.8899396352864,23.8411845081691,0.71264287537724,144.88,68.7428500182236,58.1646342973732,66.6433158254778,59.5660693564747,56.9653293678959,36.3293904818704,38.0738649390152,14.7034509015871,30.4,6.2,"Guaviare_2022_junio"
"Huila",2022,"junio","2022-06-01",8.8,55.3,2.8,12.3,3.9,27.1,4,84,13.3,7.9,7.8,7.3,7,7.3,6.3,39.8,3.5,32.6,19.2,3,1.8,4.3,27.4,31.8,52.6,44.2,3.2,65.7,34.3,99.6,65.8,87.8,67.4,69.2,7.4,0.3,5.1006146598184,18.1706103821978,0.688825485272476,158.75,41.1629262622895,35.2150804004185,38.8073973838823,32.5780267252827,29.2156267806441,16.8997888424291,18.2347521913852,3.37333889092477,19,2.4,"Huila_2022_junio"
"Guajira",2022,"junio","2022-06-01",23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2,31.4,4.45490545155666,27.5447764738324,0.537760493252944,147.94,37.134310005773,28.556193191875,30.9210632632297,15.1147164688561,17.8389273739015,8.27341356293013,9.16256628946939,2.74935671643529,59.7,17.5,"Guajira_2022_junio"
"Magdalena",2022,"junio","2022-06-01",15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20,11.9,1.5,10.3,51.6,61.9,54,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1,8.72892694285499,25.7098477200276,0.732280340333666,146.17,57.7049513848049,46.9038396521823,51.7595289783874,45.8259997005172,43.0945967774452,24.6521807732814,28.5578887292128,8.51199215207823,45.3,10.4,"Magdalena_2022_junio"
"Meta",2022,"junio","2022-06-01",6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3,46.4,12.4,4.1,1.9,9.2,19,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,12.3735855213283,24.0618923279635,0.664695190315802,154.78,38.0413139726145,32.9742579291729,36.1536689479793,23.7709703973617,25.1271148844811,9.07126404306985,12.7435216219742,2.13517486534946,25.5,4.1,"Meta_2022_junio"
"Narino",2022,"junio","2022-06-01",10.4,61.6,3,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6,0.3,10.9532535870642,18.1742730586275,0.627405275429496,146.56,47.1848371491144,44.3875891757387,48.6921949115087,34.4037173929517,34.0645627969634,19.6587107799502,22.0743703480351,5.11074210161409,37.1,7.4,"Narino_2022_junio"
"Norte De Santander",2022,"junio","2022-06-01",8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9,0.5,6.75053011781196,20.3163958245401,0.712426859526744,159.95,38.8127708541798,31.0727704959943,35.2149659819661,21.664307419144,24.4912590358801,10.2415855831589,11.9738006944033,3.15051793770176,25.8,2.9,"Norte De Santander_2022_junio"
"Putumayo",2022,"junio","2022-06-01",8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,12.9792739867671,22.8199962056051,0.745194769741906,144.88,39.0004266955302,32.563938479561,36.9255032267959,22.8820158724255,25.0374047484649,10.859872066063,11.0684963216924,2.21585074127006,24.4,3,"Putumayo_2022_junio"
"Quindio",2022,"junio","2022-06-01",6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0,6.40654215956229,16.8451452280574,0.610470212603665,151.76,28.5688499361003,26.4851486569234,27.0535660033327,14.7693785394952,17.5510524761282,6.91241703811947,8.7104780508886,2.59987648465505,17.3,2.2,"Quindio_2022_junio"
"Risaralda",2022,"junio","2022-06-01",7.1,43.5,2.7,16.1,1.8,19.1,9.3,71,10,8.4,8.1,8.2,7.7,7.8,7.3,32.1,3.3,48.5,12.9,1.5,1.7,2.9,14.4,17.3,33.5,56.4,10.1,30.5,69.5,99.7,80.3,96,85.9,91.1,20.5,0.1,6.9966008674567,17.4485032522379,0.613867677831487,152.41,26.3214411546639,22.4854686716617,24.4224681901779,17.430547447864,18.164022705132,6.26897420174513,9.1639244659879,4.27423839976026,17.5,2.5,"Risaralda_2022_junio"
"Santander",2022,"junio","2022-06-01",7.7,44.3,0.9,12.1,1.9,24.6,6.7,75.5,10.4,8.2,7.9,7.2,7.1,7.6,6.7,32.3,3.4,46,11.7,5.2,1.3,5.9,22.6,28.4,43.1,51,6,49.5,50.5,99.7,73.8,87.8,76.1,80.8,23.9,0.2,8.815367652463,20.8202616499103,0.720974215597824,154.75,37.9672605616171,30.3559316107547,31.7568588843198,17.2432661258039,20.4142789601143,9.30286617635855,10.2703870988352,1.86203921486298,20.5,2.5,"Santander_2022_junio"
"Sucre",2022,"junio","2022-06-01",19.8,53.9,4.3,11.4,1.9,31.1,3.6,92.6,26,8.1,8,7.6,7,7.4,5.7,42.7,1.3,20.6,24.2,10.3,1,8.2,53.1,61.3,72,24.3,3.7,78.7,21.3,98.9,53.9,81.8,53.4,62,2.3,0.8,9.56000910010837,26.2789748343116,0.598722011170699,142.03,58.5517593944998,49.6552560811359,59.7721026140951,47.0107015073815,45.7942909885653,28.2308134891411,26.403235862589,5.31549125735249,47.9,10.4,"Sucre_2022_junio"
"Tolima",2022,"junio","2022-06-01",6,49,0.8,16.5,2.1,21.6,5.4,79.7,10.5,7.7,7.5,7.6,7,7.4,6.3,40.9,3.8,38.8,14.1,2,0.4,4,24.1,28.1,42.4,52.4,5.2,54,46,99.5,77.3,88.4,72.2,76.7,12.5,0.2,7.41378230022344,19.9830186799329,0.676141465425962,153.87,42.7335783368936,34.565262044341,39.4618552920377,24.2311144996973,26.868086682683,10.9795042045077,14.1744965840675,2.61473719692823,27.4,3.3,"Tolima_2022_junio"
"Valle Del Cauca",2022,"junio","2022-06-01",6.2,37.8,1.6,13.7,2.4,22.6,9.3,67.3,9.7,7.9,7.7,7.1,7,7.4,6.7,31.4,4.2,47,13.6,2,1.7,4.5,14.1,18.6,42.7,50,7.3,40.6,59.4,99.5,82,96.9,89.6,95.2,23.5,0.1,6.84984181141184,17.7688062907916,0.612535068044534,156.29,38.9977038662375,36.5375025180927,37.024889242381,25.9362338837303,29.469604154428,11.8628609084744,14.2661180936195,3.62596773572951,28,4.5,"Valle Del Cauca_2022_junio"
"Vaupes",2022,"junio","2022-06-01",11.3,58.9,0.3,36.1,6.4,34.7,2.3,86.9,47.1,7.3,7.2,7,6.2,6.9,6,19.8,0,7.6,4.4,1.2,67,83,8.3,91.3,63.8,34.9,1.3,66.5,33.5,91.4,0,29.4,26,28.8,0.1,8.6,14.8317160295512,23.8301069961385,0.555131323663156,144.88,42.3927081897117,35.6720535729178,41.7699177334957,37.6548719693635,34.5803795113257,21.8852209763524,24.9010191528018,12.6640668767156,36.5,8.7,"Vaupes_2022_junio"
"Vichada",2022,"junio","2022-06-01",25,75.3,0.2,35.8,20.9,39.7,19,95.2,75.4,7.5,7.4,7.4,6.8,7.1,6.8,29.1,0.3,16,8.5,11.7,34.4,26.6,67.6,94.2,51.1,46.9,2,85.8,14.2,45.1,0,36.8,2,32.8,0.4,51.9,14.0960217240891,25.3343026831724,0.521024007506963,144.88,32.4711278126308,20.5146328271303,31.9941790808168,33.7082156620281,28.8142086927551,22.4748759410658,27.059012033187,22.0819741437525,30.7,9.2,"Vichada_2022_junio"
"Amazonas",2022,"julio","2022-07-01",8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6,27.9,8.5,8.3,7.7,7.9,8.2,7.5,20.1,0.3,20.3,7.6,7.9,43.7,61.3,23.3,84.5,43.9,52.2,3.9,54.6,45.4,83.2,0,43.3,42.3,53.3,0.4,13.6,11.8994565454595,24.8877572655182,0.48714692153605,146.8,27.7287560340471,18.1613954236327,22.9559130984888,19.3464573293963,19.50636146271,9.66514180759783,13.498748326099,6.61349956412098,18.6,3.4,"Amazonas_2022_julio"
"Antioquia",2022,"julio","2022-07-01",7,39.9,0.4,14,1.5,22.9,6.3,66,10.7,8.2,7.9,8,7.4,7.6,7.1,37.7,3.4,45.3,10,1.4,2.2,4.8,19.8,24.7,34.4,54.6,11,48.7,51.3,99.9,64.5,93.1,80.9,91.6,24.2,0,9.83986903043085,21.8246450894711,0.691543249749324,151.34,29.4609074628781,28.2278840704785,28.0860475061221,19.8402828251987,21.0445412501579,10.7590385692728,10.9395495421451,1.96748050741633,20.9,3.3,"Antioquia_2022_julio"
"Arauca",2022,"julio","2022-07-01",7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4,22.6,8,7.9,7.4,7,7.4,6.8,34.3,0.8,32.2,20.4,11.5,0.8,30.3,22.6,52.9,48,49.6,2.4,74.5,25.5,99.5,12.6,73,54.9,64.4,1.4,0.4,10.7945398147356,25.4320891636827,0.631266968779423,146.8,49.6805425153077,40.0457678585501,45.0356884187337,39.5821829170084,38.3543652291452,24.113655383791,26.6098445454284,6.48188102910413,39.3,11,"Arauca_2022_julio"
