"FIES_preocupacion_alimentos","FIES_no_alimentos_saludables","FIES_poca_variedad_alimentos","FIES_saltar_comida","FIES_comio_menos","FIES_sin_alimentos","FIES_hambre_sin_comer","FIES_no_comio_dia_entero","IPM_Total","IPC_Total","Pobreza_monetaria","Vida_general","Ingreso","FIES_leve_moderado","FIES_grave","FIES_moderada","departamento_num","tiempo"
30.0988582071793,19.9128012514731,25.9110181832098,13.0887113170045,16.6265243905709,8.41862340972082,12.7418909836821,3.5887293866012,27.9,131.19,54.6,8.5,7.5,18.6,3.4,15.2,1,1
29.7462831080375,27.2883146830827,33.6876223206056,19.4745135632143,21.521307986187,13.2017300689772,12.9552826529702,2.04171971262113,10.7,133.56,48.7,8.2,7.1,20.9,3.3,17.6,2,1
47.8346915321288,41.1484551720646,46.3356930391277,43.5303440879001,39.2465856718072,26.9859376387683,26.6640882297142,3.51938532878082,22.6,131.19,74.5,8,6.8,39.3,11,28.3,3,1
60.9951119756128,46.9702337749253,57.4399747319261,44.0080904446999,47.9075768404566,24.8479361060939,22.280683783404,0.938402402110114,10.2,131.02,56.9,8,6.6,46.1,8.3,37.8,4,1
31.7659516927758,30.2496360013116,37.3440631766342,24.5715773963415,22.3092392316868,17.6316862391417,15.5275693690051,6.16710389876427,3.8,133.78,32.3,7.8,6.6,25.4,4.2,21.2,5,1
46.9113978529894,35.0591915768602,45.5293124841531,32.5973457307062,33.2746513455751,18.8152589216369,19.0836498240124,3.83550938083987,19.4,130.79,66.9,8.3,7.2,32.6,5.1,27.5,6,1
30.8613587119904,28.6986511992975,31.0943848980912,17.8295081048669,19.4602651894367,7.44996547982758,14.0508461276257,2.5527369097748,9.6,133.59,43.4,7.5,6,20.7,2.1,18.6,7,1
22.6347748577674,17.7403152621478,22.5660653728014,20.4437137111005,19.2818761921607,10.4284224793086,11.6043234588296,2.00162936157365,10.5,135.02,33.4,8.4,7.3,14.6,2.5,12.1,8,1
35.4396183665734,29.1622443294519,37.6022049223113,28.0226028605075,27.4337156902204,14.8257211827788,14.7345803196663,0.467458126191497,19.6,140.61,69.1,8.1,6.5,27.2,3.2,24,9,1
33.4509965997379,34.3716726402818,38.1715570026218,27.79597951699,28.1815244815595,15.5628249338592,16.8354363970858,1.60276496605673,13.3,131.19,46.5,8.2,6.3,28.2,4.3,23.9,10,1
33.5791527847089,30.1885399411729,34.9769950636315,25.3428265196848,23.2292628190857,12.8173328297558,10.5823312897701,2.32098360086122,18.3,144.34,58.3,7.5,5.9,22.3,2.8,19.5,11,1
53.0884475266503,39.9545019745198,47.3690161600353,45.8785315787273,44.2872013950184,23.0219853739656,23.6701555203944,5.19381865395212,19.1,133.86,70.5,7.9,6.3,41.1,9.4,31.7,12,1
48.4501237396626,42.3422883739049,54.092290037337,43.2452126583322,43.6935390056221,27.2865750195942,27.7984138459587,4.85985768563576,36.8,131.19,83.4,7.2,6.2,43.2,10.4,32.8,13,1
31.4796562265329,30.514668830754,32.7067950431386,16.3855633395583,19.8059668190782,10.2080689026493,9.19126579025104,2.14333457722218,7.3,133.78,39.2,7.8,6.3,23,3.7,19.3,15,1
52.685437461874,39.9034190481167,48.3863375806179,35.5627892931937,40.0353579130101,22.6218331115455,24.9045620489547,4.64768535401062,26.9,131.51,83.7,7.6,6.2,38.9,8.1,30.8,14,1
35.6891804586746,22.2559340470046,31.2287079070604,35.7921780294936,27.5893663984069,14.9898885367338,19.1525381652328,14.0056540199905,46.5,131.19,53.3,7.7,6.9,29.8,4.4,25.4,16,1
