departamento,año,mes,fecha,Preocupacion_alimentos,No_alimentos_saludables,Poca_variedad_alimentos,Saltar_comida,Comio_menos,Sin_alimentos,Hambre_no_comio,No_comio_dia_entero
Risaralda,2023,8,2023-08-01,26.8,20.1,23.0,12.9,19.5,9.0,11.9,3.9
Risaralda,2023,9,2023-09-01,26.8,20.1,23.0,12.9,19.5,9.0,11.9,3.9
Risaralda,2023,10,2023-10-01,26.8,20.1,23.0,12.9,19.5,9.0,11.9,3.9
Risaralda,2023,11,2023-11-01,26.8,20.1,23.0,12.9,19.5,9.0,11.9,3.9
Risaralda,2023,12,2023-12-01,26.8,20.1,23.0,12.9,19.5,9.0,11.9,3.9
Santander,2023,1,2023-01-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,2,2023-02-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,3,2023-03-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,4,2023-04-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,5,2023-05-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,6,2023-06-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,7,2023-07-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,8,2023-08-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,9,2023-09-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,10,2023-10-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,11,2023-11-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Santander,2023,12,2023-12-01,40.6,31.9,37.0,13.7,24.7,7.5,11.1,2.7
Sucre,2023,1,2023-01-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,2,2023-02-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,3,2023-03-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,4,2023-04-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,5,2023-05-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,6,2023-06-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,7,2023-07-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,8,2023-08-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,9,2023-09-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,10,2023-10-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,11,2023-11-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Sucre,2023,12,2023-12-01,56.1,45.4,53.2,45.2,42.2,27.4,27.7,10.4
Tolima,2023,1,2023-01-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,2,2023-02-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,3,2023-03-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,4,2023-04-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,5,2023-05-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,6,2023-06-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,7,2023-07-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,8,2023-08-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,9,2023-09-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,10,2023-10-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,11,2023-11-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Tolima,2023,12,2023-12-01,50.2,43.7,46.5,21.2,31.8,13.2,15.5,3.4
Valle del Cauca,2023,1,2023-01-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,2,2023-02-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,3,2023-03-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,4,2023-04-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,5,2023-05-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,6,2023-06-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,7,2023-07-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,8,2023-08-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,9,2023-09-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,10,2023-10-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,11,2023-11-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Valle del Cauca,2023,12,2023-12-01,41.3,33.8,37.7,17.2,28.0,11.0,12.4,3.2
Vaupés,2023,1,2023-01-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,2,2023-02-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,3,2023-03-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,4,2023-04-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,5,2023-05-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,6,2023-06-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,7,2023-07-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,8,2023-08-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,9,2023-09-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,10,2023-10-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,11,2023-11-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vaupés,2023,12,2023-12-01,50.3,27.5,43.2,38.3,36.0,18.9,21.7,8.6
Vichada,2023,1,2023-01-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,2,2023-02-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,3,2023-03-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,4,2023-04-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,5,2023-05-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,6,2023-06-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,7,2023-07-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,8,2023-08-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,9,2023-09-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,10,2023-10-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,11,2023-11-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
Vichada,2023,12,2023-12-01,41.9,35.4,43.1,35.6,39.0,30.6,37.6,31.3
