Departamento,Año,Mes,leve_moderado,grave,moderada,inseguridad_alimentaria
Casanare,2023,8,32.9,6.0,26.9,moderado
Casanare,2023,9,32.9,6.0,26.9,moderado
Casanare,2023,10,32.9,6.0,26.9,moderado
Casanare,2023,11,32.9,6.0,26.9,moderado
Casanare,2023,12,32.9,6.0,26.9,moderado
Cauca,2023,1,29.0,5.5,23.5,moderado
Cauca,2023,2,29.0,5.5,23.5,moderado
Cauca,2023,3,29.0,5.5,23.5,moderado
Cauca,2023,4,29.0,5.5,23.5,moderado
Cauca,2023,5,29.0,5.5,23.5,moderado
Cauca,2023,6,29.0,5.5,23.5,moderado
Cauca,2023,7,29.0,5.5,23.5,moderado
Cauca,2023,8,29.0,5.5,23.5,moderado
Cauca,2023,9,29.0,5.5,23.5,moderado
Cauca,2023,10,29.0,5.5,23.5,moderado
Cauca,2023,11,29.0,5.5,23.5,moderado
Cauca,2023,12,29.0,5.5,23.5,moderado
Cesar,2023,1,32.2,9.0,23.200000000000003,severo
Cesar,2023,2,32.2,9.0,23.200000000000003,severo
Cesar,2023,3,32.2,9.0,23.200000000000003,severo
Cesar,2023,4,32.2,9.0,23.200000000000003,severo
Cesar,2023,5,32.2,9.0,23.200000000000003,severo
Cesar,2023,6,32.2,9.0,23.200000000000003,severo
Cesar,2023,7,32.2,9.0,23.200000000000003,severo
Cesar,2023,8,32.2,9.0,23.200000000000003,severo
Cesar,2023,9,32.2,9.0,23.200000000000003,severo
Cesar,2023,10,32.2,9.0,23.200000000000003,severo
Cesar,2023,11,32.2,9.0,23.200000000000003,severo
Cesar,2023,12,32.2,9.0,23.200000000000003,severo
Córdoba,2023,1,30.6,4.5,26.1,moderado
Córdoba,2023,2,30.6,4.5,26.1,moderado
Córdoba,2023,3,30.6,4.5,26.1,moderado
Córdoba,2023,4,30.6,4.5,26.1,moderado
Córdoba,2023,5,30.6,4.5,26.1,moderado
Córdoba,2023,6,30.6,4.5,26.1,moderado
Córdoba,2023,7,30.6,4.5,26.1,moderado
Córdoba,2023,8,30.6,4.5,26.1,moderado
Córdoba,2023,9,30.6,4.5,26.1,moderado
Córdoba,2023,10,30.6,4.5,26.1,moderado
Córdoba,2023,11,30.6,4.5,26.1,moderado
Córdoba,2023,12,30.6,4.5,26.1,moderado
Cundinamarca,2023,1,27.2,4.1,23.1,moderado
Cundinamarca,2023,2,27.2,4.1,23.1,moderado
Cundinamarca,2023,3,27.2,4.1,23.1,moderado
Cundinamarca,2023,4,27.2,4.1,23.1,moderado
Cundinamarca,2023,5,27.2,4.1,23.1,moderado
Cundinamarca,2023,6,27.2,4.1,23.1,moderado
Cundinamarca,2023,7,27.2,4.1,23.1,moderado
Cundinamarca,2023,8,27.2,4.1,23.1,moderado
Cundinamarca,2023,9,27.2,4.1,23.1,moderado
Cundinamarca,2023,10,27.2,4.1,23.1,moderado
Cundinamarca,2023,11,27.2,4.1,23.1,moderado
Cundinamarca,2023,12,27.2,4.1,23.1,moderado
Chocó,2023,1,18.9,2.9,15.999999999999998,moderado
Chocó,2023,2,18.9,2.9,15.999999999999998,moderado
Chocó,2023,3,18.9,2.9,15.999999999999998,moderado
Chocó,2023,4,18.9,2.9,15.999999999999998,moderado
Chocó,2023,5,18.9,2.9,15.999999999999998,moderado
Chocó,2023,6,18.9,2.9,15.999999999999998,moderado
Chocó,2023,7,18.9,2.9,15.999999999999998,moderado
Chocó,2023,8,18.9,2.9,15.999999999999998,moderado
Chocó,2023,9,18.9,2.9,15.999999999999998,moderado
Chocó,2023,10,18.9,2.9,15.999999999999998,moderado
Chocó,2023,11,18.9,2.9,15.999999999999998,moderado
Chocó,2023,12,18.9,2.9,15.999999999999998,moderado
Guainía,2023,1,26.4,6.3,20.099999999999998,moderado
Guainía,2023,2,26.4,6.3,20.099999999999998,moderado
Guainía,2023,3,26.4,6.3,20.099999999999998,moderado
Guainía,2023,4,26.4,6.3,20.099999999999998,moderado
Guainía,2023,5,26.4,6.3,20.099999999999998,moderado
Guainía,2023,6,26.4,6.3,20.099999999999998,moderado
Guainía,2023,7,26.4,6.3,20.099999999999998,moderado
Guainía,2023,8,26.4,6.3,20.099999999999998,moderado
Guainía,2023,9,26.4,6.3,20.099999999999998,moderado
Guainía,2023,10,26.4,6.3,20.099999999999998,moderado
Guainía,2023,11,26.4,6.3,20.099999999999998,moderado
Guainía,2023,12,26.4,6.3,20.099999999999998,moderado
Guaviare,2023,1,36.7,9.2,27.500000000000004,severo
Guaviare,2023,2,36.7,9.2,27.500000000000004,severo
Guaviare,2023,3,36.7,9.2,27.500000000000004,severo
Guaviare,2023,4,36.7,9.2,27.500000000000004,severo
Guaviare,2023,5,36.7,9.2,27.500000000000004,severo
Guaviare,2023,6,36.7,9.2,27.500000000000004,severo
Guaviare,2023,7,36.7,9.2,27.500000000000004,severo
Guaviare,2023,8,36.7,9.2,27.500000000000004,severo
Guaviare,2023,9,36.7,9.2,27.500000000000004,severo
Guaviare,2023,10,36.7,9.2,27.500000000000004,severo
Guaviare,2023,11,36.7,9.2,27.500000000000004,severo
Guaviare,2023,12,36.7,9.2,27.500000000000004,severo
Huila,2023,1,22.7,2.8,19.9,moderado
Huila,2023,2,22.7,2.8,19.9,moderado
Huila,2023,3,22.7,2.8,19.9,moderado
Huila,2023,4,22.7,2.8,19.9,moderado
Huila,2023,5,22.7,2.8,19.9,moderado
Huila,2023,6,22.7,2.8,19.9,moderado
Huila,2023,7,22.7,2.8,19.9,moderado
Huila,2023,8,22.7,2.8,19.9,moderado
Huila,2023,9,22.7,2.8,19.9,moderado
Huila,2023,10,22.7,2.8,19.9,moderado
Huila,2023,11,22.7,2.8,19.9,moderado
Huila,2023,12,22.7,2.8,19.9,moderado
La Guajira,2023,1,50.1,15.6,34.5,severo
La Guajira,2023,2,50.1,15.6,34.5,severo
La Guajira,2023,3,50.1,15.6,34.5,severo
La Guajira,2023,4,50.1,15.6,34.5,severo
La Guajira,2023,5,50.1,15.6,34.5,severo
La Guajira,2023,6,50.1,15.6,34.5,severo
La Guajira,2023,7,50.1,15.6,34.5,severo
La Guajira,2023,8,50.1,15.6,34.5,severo
La Guajira,2023,9,50.1,15.6,34.5,severo
La Guajira,2023,10,50.1,15.6,34.5,severo
La Guajira,2023,11,50.1,15.6,34.5,severo
La Guajira,2023,12,50.1,15.6,34.5,severo
Magdalena,2023,1,39.0,8.7,30.3,severo
Magdalena,2023,2,39.0,8.7,30.3,severo
Magdalena,2023,3,39.0,8.7,30.3,severo
Magdalena,2023,4,39.0,8.7,30.3,severo
Magdalena,2023,5,39.0,8.7,30.3,severo
Magdalena,2023,6,39.0,8.7,30.3,severo
Magdalena,2023,7,39.0,8.7,30.3,severo
Magdalena,2023,8,39.0,8.7,30.3,severo
Magdalena,2023,9,39.0,8.7,30.3,severo
Magdalena,2023,10,39.0,8.7,30.3,severo
Magdalena,2023,11,39.0,8.7,30.3,severo
Magdalena,2023,12,39.0,8.7,30.3,severo
Meta,2023,1,25.9,4.7,21.2,moderado
Meta,2023,2,25.9,4.7,21.2,moderado
Meta,2023,3,25.9,4.7,21.2,moderado
Meta,2023,4,25.9,4.7,21.2,moderado
Meta,2023,5,25.9,4.7,21.2,moderado
Meta,2023,6,25.9,4.7,21.2,moderado
Meta,2023,7,25.9,4.7,21.2,moderado
Meta,2023,8,25.9,4.7,21.2,moderado
Meta,2023,9,25.9,4.7,21.2,moderado
Meta,2023,10,25.9,4.7,21.2,moderado
Meta,2023,11,25.9,4.7,21.2,moderado
Meta,2023,12,25.9,4.7,21.2,moderado
Nariño,2023,1,29.7,3.8,25.9,moderado
Nariño,2023,2,29.7,3.8,25.9,moderado
Nariño,2023,3,29.7,3.8,25.9,moderado
Nariño,2023,4,29.7,3.8,25.9,moderado
Nariño,2023,5,29.7,3.8,25.9,moderado
Nariño,2023,6,29.7,3.8,25.9,moderado
Nariño,2023,7,29.7,3.8,25.9,moderado
Nariño,2023,8,29.7,3.8,25.9,moderado
Nariño,2023,9,29.7,3.8,25.9,moderado
Nariño,2023,10,29.7,3.8,25.9,moderado
Nariño,2023,11,29.7,3.8,25.9,moderado
Nariño,2023,12,29.7,3.8,25.9,moderado
Norte de Santander,2023,1,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,2,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,3,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,4,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,5,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,6,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,7,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,8,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,9,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,10,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,11,23.9,3.6,20.299999999999997,moderado
Norte de Santander,2023,12,23.9,3.6,20.299999999999997,moderado
Putumayo,2023,1,18.0,1.2,16.8,moderado
Putumayo,2023,2,18.0,1.2,16.8,moderado
Putumayo,2023,3,18.0,1.2,16.8,moderado
Putumayo,2023,4,18.0,1.2,16.8,moderado
Putumayo,2023,5,18.0,1.2,16.8,moderado
Putumayo,2023,6,18.0,1.2,16.8,moderado
Putumayo,2023,7,18.0,1.2,16.8,moderado
Putumayo,2023,8,18.0,1.2,16.8,moderado
Putumayo,2023,9,18.0,1.2,16.8,moderado
Putumayo,2023,10,18.0,1.2,16.8,moderado
Putumayo,2023,11,18.0,1.2,16.8,moderado
Putumayo,2023,12,18.0,1.2,16.8,moderado
Quindío,2023,1,24.5,3.6,20.9,moderado
Quindío,2023,2,24.5,3.6,20.9,moderado
Quindío,2023,3,24.5,3.6,20.9,moderado
Quindío,2023,4,24.5,3.6,20.9,moderado
Quindío,2023,5,24.5,3.6,20.9,moderado
Quindío,2023,6,24.5,3.6,20.9,moderado
Quindío,2023,7,24.5,3.6,20.9,moderado
Quindío,2023,8,24.5,3.6,20.9,moderado
Quindío,2023,9,24.5,3.6,20.9,moderado
Quindío,2023,10,24.5,3.6,20.9,moderado
Quindío,2023,11,24.5,3.6,20.9,moderado
Quindío,2023,12,24.5,3.6,20.9,moderado
Risaralda,2023,1,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,2,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,3,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,4,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,5,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,6,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,7,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,8,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,9,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,10,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,11,17.1,3.9,13.200000000000001,moderado
Risaralda,2023,12,17.1,3.9,13.200000000000001,moderado
Santander,2023,1,23.2,3.0,20.2,moderado
Santander,2023,2,23.2,3.0,20.2,moderado
Santander,2023,3,23.2,3.0,20.2,moderado
Santander,2023,4,23.2,3.0,20.2,moderado
Santander,2023,5,23.2,3.0,20.2,moderado
Santander,2023,6,23.2,3.0,20.2,moderado
Santander,2023,7,23.2,3.0,20.2,moderado
Santander,2023,8,23.2,3.0,20.2,moderado
Santander,2023,9,23.2,3.0,20.2,moderado
Santander,2023,10,23.2,3.0,20.2,moderado
Santander,2023,11,23.2,3.0,20.2,moderado
Santander,2023,12,23.2,3.0,20.2,moderado
Sucre,2023,1,44.8,10.6,34.199999999999996,severo
Sucre,2023,2,44.8,10.6,34.199999999999996,severo
Sucre,2023,3,44.8,10.6,34.199999999999996,severo
Sucre,2023,4,44.8,10.6,34.199999999999996,severo
Sucre,2023,5,44.8,10.6,34.199999999999996,severo
Sucre,2023,6,44.8,10.6,34.199999999999996,severo
Sucre,2023,7,44.8,10.6,34.199999999999996,severo
Sucre,2023,8,44.8,10.6,34.199999999999996,severo
Sucre,2023,9,44.8,10.6,34.199999999999996,severo
Sucre,2023,10,44.8,10.6,34.199999999999996,severo
Sucre,2023,11,44.8,10.6,34.199999999999996,severo
Sucre,2023,12,44.8,10.6,34.199999999999996,severo
Tolima,2023,1,32.6,5.5,27.1,moderado
Tolima,2023,2,32.6,5.5,27.1,moderado
Tolima,2023,3,32.6,5.5,27.1,moderado
Tolima,2023,4,32.6,5.5,27.1,moderado
Tolima,2023,5,32.6,5.5,27.1,moderado
Tolima,2023,6,32.6,5.5,27.1,moderado
Tolima,2023,7,32.6,5.5,27.1,moderado
Tolima,2023,8,32.6,5.5,27.1,moderado
Tolima,2023,9,32.6,5.5,27.1,moderado
Tolima,2023,10,32.6,5.5,27.1,moderado
Tolima,2023,11,32.6,5.5,27.1,moderado
Tolima,2023,12,32.6,5.5,27.1,moderado
Valle,2023,1,26.1,4.3,21.8,moderado
Valle,2023,2,26.1,4.3,21.8,moderado
Valle,2023,3,26.1,4.3,21.8,moderado
Valle,2023,4,26.1,4.3,21.8,moderado
Valle,2023,5,26.1,4.3,21.8,moderado
Valle,2023,6,26.1,4.3,21.8,moderado
Valle,2023,7,26.1,4.3,21.8,moderado
Valle,2023,8,26.1,4.3,21.8,moderado
Valle,2023,9,26.1,4.3,21.8,moderado
Valle,2023,10,26.1,4.3,21.8,moderado
Valle,2023,11,26.1,4.3,21.8,moderado
Valle,2023,12,26.1,4.3,21.8,moderado
Vaupés,2023,1,34.4,4.7,29.7,moderado
Vaupés,2023,2,34.4,4.7,29.7,moderado
Vaupés,2023,3,34.4,4.7,29.7,moderado
Vaupés,2023,4,34.4,4.7,29.7,moderado
Vaupés,2023,5,34.4,4.7,29.7,moderado
Vaupés,2023,6,34.4,4.7,29.7,moderado
Vaupés,2023,7,34.4,4.7,29.7,moderado
Vaupés,2023,8,34.4,4.7,29.7,moderado
Vaupés,2023,9,34.4,4.7,29.7,moderado
Vaupés,2023,10,34.4,4.7,29.7,moderado
Vaupés,2023,11,34.4,4.7,29.7,moderado
Vaupés,2023,12,34.4,4.7,29.7,moderado
Vichada,2023,1,39.7,16.8,22.900000000000002,severo
Vichada,2023,2,39.7,16.8,22.900000000000002,severo
Vichada,2023,3,39.7,16.8,22.900000000000002,severo
Vichada,2023,4,39.7,16.8,22.900000000000002,severo
Vichada,2023,5,39.7,16.8,22.900000000000002,severo
Vichada,2023,6,39.7,16.8,22.900000000000002,severo
Vichada,2023,7,39.7,16.8,22.900000000000002,severo
Vichada,2023,8,39.7,16.8,22.900000000000002,severo
Vichada,2023,9,39.7,16.8,22.900000000000002,severo
Vichada,2023,10,39.7,16.8,22.900000000000002,severo
Vichada,2023,11,39.7,16.8,22.900000000000002,severo
Vichada,2023,12,39.7,16.8,22.900000000000002,severo
Amazonas,2024,1,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,2,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,3,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,4,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,5,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,6,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,7,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,8,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,9,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,10,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,11,19.1,2.7,16.400000000000002,moderado
Amazonas,2024,12,19.1,2.7,16.400000000000002,moderado
Antioquia,2024,1,27.9,4.7,23.2,moderado
Antioquia,2024,2,27.9,4.7,23.2,moderado
Antioquia,2024,3,27.9,4.7,23.2,moderado
Antioquia,2024,4,27.9,4.7,23.2,moderado
Antioquia,2024,5,27.9,4.7,23.2,moderado
Antioquia,2024,6,27.9,4.7,23.2,moderado
Antioquia,2024,7,27.9,4.7,23.2,moderado
Antioquia,2024,8,27.9,4.7,23.2,moderado
Antioquia,2024,9,27.9,4.7,23.2,moderado
Antioquia,2024,10,27.9,4.7,23.2,moderado
Antioquia,2024,11,27.9,4.7,23.2,moderado
Antioquia,2024,12,27.9,4.7,23.2,moderado
Arauca,2024,1,21.8,2.8,19.0,moderado
Arauca,2024,2,21.8,2.8,19.0,moderado
Arauca,2024,3,21.8,2.8,19.0,moderado
Arauca,2024,4,21.8,2.8,19.0,moderado
Arauca,2024,5,21.8,2.8,19.0,moderado
Arauca,2024,6,21.8,2.8,19.0,moderado
Arauca,2024,7,21.8,2.8,19.0,moderado
Arauca,2024,8,21.8,2.8,19.0,moderado
Arauca,2024,9,21.8,2.8,19.0,moderado
Arauca,2024,10,21.8,2.8,19.0,moderado
Arauca,2024,11,21.8,2.8,19.0,moderado
Arauca,2024,12,21.8,2.8,19.0,moderado
Atlántico,2024,1,40.0,9.3,30.7,severo
Atlántico,2024,2,40.0,9.3,30.7,severo
Atlántico,2024,3,40.0,9.3,30.7,severo
Atlántico,2024,4,40.0,9.3,30.7,severo
Atlántico,2024,5,40.0,9.3,30.7,severo
Atlántico,2024,6,40.0,9.3,30.7,severo
Atlántico,2024,7,40.0,9.3,30.7,severo
Atlántico,2024,8,40.0,9.3,30.7,severo
Atlántico,2024,9,40.0,9.3,30.7,severo
Atlántico,2024,10,40.0,9.3,30.7,severo
Atlántico,2024,11,40.0,9.3,30.7,severo
Atlántico,2024,12,40.0,9.3,30.7,severo
Bogotá D.C.,2024,1,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,2,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,3,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,4,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,5,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,6,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,7,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,8,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,9,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,10,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,11,13.9,2.8,11.100000000000001,leve
Bogotá D.C.,2024,12,13.9,2.8,11.100000000000001,leve
Bolívar,2024,1,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,2,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,3,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,4,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,5,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,6,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,7,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,8,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,9,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,10,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,11,35.8,6.3,29.499999999999996,moderado
Bolívar,2024,12,35.8,6.3,29.499999999999996,moderado
Boyacá,2024,1,18.6,2.3,16.3,moderado
Boyacá,2024,2,18.6,2.3,16.3,moderado
Boyacá,2024,3,18.6,2.3,16.3,moderado
Boyacá,2024,4,18.6,2.3,16.3,moderado
Boyacá,2024,5,18.6,2.3,16.3,moderado
Boyacá,2024,6,18.6,2.3,16.3,moderado
Boyacá,2024,7,18.6,2.3,16.3,moderado
Boyacá,2024,8,18.6,2.3,16.3,moderado
Boyacá,2024,9,18.6,2.3,16.3,moderado
Boyacá,2024,10,18.6,2.3,16.3,moderado
Boyacá,2024,11,18.6,2.3,16.3,moderado
Boyacá,2024,12,18.6,2.3,16.3,moderado
Caldas,2024,1,12.8,2.4,10.4,leve
Caldas,2024,2,12.8,2.4,10.4,leve
Caldas,2024,3,12.8,2.4,10.4,leve
Caldas,2024,4,12.8,2.4,10.4,leve
Caldas,2024,5,12.8,2.4,10.4,leve
Caldas,2024,6,12.8,2.4,10.4,leve
Caldas,2024,7,12.8,2.4,10.4,leve
Caldas,2024,8,12.8,2.4,10.4,leve
Caldas,2024,9,12.8,2.4,10.4,leve
Caldas,2024,10,12.8,2.4,10.4,leve
Caldas,2024,11,12.8,2.4,10.4,leve
Caldas,2024,12,12.8,2.4,10.4,leve
Caquetá,2024,1,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,2,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,3,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,4,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,5,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,6,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,7,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,8,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,9,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,10,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,11,17.8,0.9,16.900000000000002,moderado
Caquetá,2024,12,17.8,0.9,16.900000000000002,moderado
Casanare,2024,1,34.4,6.2,28.2,moderado
Casanare,2024,2,34.4,6.2,28.2,moderado
Casanare,2024,3,34.4,6.2,28.2,moderado
Casanare,2024,4,34.4,6.2,28.2,moderado
Casanare,2024,5,34.4,6.2,28.2,moderado
Casanare,2024,6,34.4,6.2,28.2,moderado
Casanare,2024,7,34.4,6.2,28.2,moderado
Casanare,2024,8,34.4,6.2,28.2,moderado
Casanare,2024,9,34.4,6.2,28.2,moderado
Casanare,2024,10,34.4,6.2,28.2,moderado
Casanare,2024,11,34.4,6.2,28.2,moderado
Casanare,2024,12,34.4,6.2,28.2,moderado
Cauca,2024,1,27.8,3.8,24.0,moderado
Cauca,2024,2,27.8,3.8,24.0,moderado
Cauca,2024,3,27.8,3.8,24.0,moderado
Cauca,2024,4,27.8,3.8,24.0,moderado
Cauca,2024,5,27.8,3.8,24.0,moderado
Cauca,2024,6,27.8,3.8,24.0,moderado
Cauca,2024,7,27.8,3.8,24.0,moderado
Cauca,2024,8,27.8,3.8,24.0,moderado
Cauca,2024,9,27.8,3.8,24.0,moderado
Cauca,2024,10,27.8,3.8,24.0,moderado
Cauca,2024,11,27.8,3.8,24.0,moderado
Cauca,2024,12,27.8,3.8,24.0,moderado
Cesar,2024,1,30.3,5.4,24.9,moderado
Cesar,2024,2,30.3,5.4,24.9,moderado
Cesar,2024,3,30.3,5.4,24.9,moderado
Cesar,2024,4,30.3,5.4,24.9,moderado
Cesar,2024,5,30.3,5.4,24.9,moderado
Cesar,2024,6,30.3,5.4,24.9,moderado
Cesar,2024,7,30.3,5.4,24.9,moderado
Cesar,2024,8,30.3,5.4,24.9,moderado
Cesar,2024,9,30.3,5.4,24.9,moderado
Cesar,2024,10,30.3,5.4,24.9,moderado
Cesar,2024,11,30.3,5.4,24.9,moderado
Cesar,2024,12,30.3,5.4,24.9,moderado
Córdoba,2024,1,47.6,9.4,38.2,severo
Córdoba,2024,2,47.6,9.4,38.2,severo
Córdoba,2024,3,47.6,9.4,38.2,severo
Córdoba,2024,4,47.6,9.4,38.2,severo
Córdoba,2024,5,47.6,9.4,38.2,severo
Córdoba,2024,6,47.6,9.4,38.2,severo
Córdoba,2024,7,47.6,9.4,38.2,severo
Córdoba,2024,8,47.6,9.4,38.2,severo
Córdoba,2024,9,47.6,9.4,38.2,severo
Córdoba,2024,10,47.6,9.4,38.2,severo
Córdoba,2024,11,47.6,9.4,38.2,severo
Córdoba,2024,12,47.6,9.4,38.2,severo
Cundinamarca,2024,1,22.6,7.3,15.3,severo
Cundinamarca,2024,2,22.6,7.3,15.3,severo
Cundinamarca,2024,3,22.6,7.3,15.3,severo
Cundinamarca,2024,4,22.6,7.3,15.3,severo
Cundinamarca,2024,5,22.6,7.3,15.3,severo
Cundinamarca,2024,6,22.6,7.3,15.3,severo
Cundinamarca,2024,7,22.6,7.3,15.3,severo
Cundinamarca,2024,8,22.6,7.3,15.3,severo
Cundinamarca,2024,9,22.6,7.3,15.3,severo
Cundinamarca,2024,10,22.6,7.3,15.3,severo
Cundinamarca,2024,11,22.6,7.3,15.3,severo
Cundinamarca,2024,12,22.6,7.3,15.3,severo
Chocó,2024,1,36.3,6.4,29.9,moderado
Chocó,2024,2,36.3,6.4,29.9,moderado
Chocó,2024,3,36.3,6.4,29.9,moderado
Chocó,2024,4,36.3,6.4,29.9,moderado
Chocó,2024,5,36.3,6.4,29.9,moderado
Chocó,2024,6,36.3,6.4,29.9,moderado
Chocó,2024,7,36.3,6.4,29.9,moderado
Chocó,2024,8,36.3,6.4,29.9,moderado
Chocó,2024,9,36.3,6.4,29.9,moderado
Chocó,2024,10,36.3,6.4,29.9,moderado
Chocó,2024,11,36.3,6.4,29.9,moderado
Chocó,2024,12,36.3,6.4,29.9,moderado
Guainía,2024,1,37.5,6.6,30.9,moderado
Guainía,2024,2,37.5,6.6,30.9,moderado
Guainía,2024,3,37.5,6.6,30.9,moderado
Guainía,2024,4,37.5,6.6,30.9,moderado
Guainía,2024,5,37.5,6.6,30.9,moderado
Guainía,2024,6,37.5,6.6,30.9,moderado
Guainía,2024,7,37.5,6.6,30.9,moderado
Guainía,2024,8,37.5,6.6,30.9,moderado
Guainía,2024,9,37.5,6.6,30.9,moderado
Guainía,2024,10,37.5,6.6,30.9,moderado
Guainía,2024,11,37.5,6.6,30.9,moderado
Guainía,2024,12,37.5,6.6,30.9,moderado
Guaviare,2024,1,33.6,7.0,26.6,severo
Guaviare,2024,2,33.6,7.0,26.6,severo
Guaviare,2024,3,33.6,7.0,26.6,severo
Guaviare,2024,4,33.6,7.0,26.6,severo
Guaviare,2024,5,33.6,7.0,26.6,severo
Guaviare,2024,6,33.6,7.0,26.6,severo
Guaviare,2024,7,33.6,7.0,26.6,severo
Guaviare,2024,8,33.6,7.0,26.6,severo
Guaviare,2024,9,33.6,7.0,26.6,severo
Guaviare,2024,10,33.6,7.0,26.6,severo
Guaviare,2024,11,33.6,7.0,26.6,severo
Guaviare,2024,12,33.6,7.0,26.6,severo
Huila,2024,1,17.3,1.3,16.0,moderado
Huila,2024,2,17.3,1.3,16.0,moderado
Huila,2024,3,17.3,1.3,16.0,moderado
Huila,2024,4,17.3,1.3,16.0,moderado
Huila,2024,5,17.3,1.3,16.0,moderado
Huila,2024,6,17.3,1.3,16.0,moderado
Huila,2024,7,17.3,1.3,16.0,moderado
Huila,2024,8,17.3,1.3,16.0,moderado
Huila,2024,9,17.3,1.3,16.0,moderado
Huila,2024,10,17.3,1.3,16.0,moderado
Huila,2024,11,17.3,1.3,16.0,moderado
Huila,2024,12,17.3,1.3,16.0,moderado
La Guajira,2024,1,52.4,15.7,36.7,severo
La Guajira,2024,2,52.4,15.7,36.7,severo
La Guajira,2024,3,52.4,15.7,36.7,severo
La Guajira,2024,4,52.4,15.7,36.7,severo
La Guajira,2024,5,52.4,15.7,36.7,severo
La Guajira,2024,6,52.4,15.7,36.7,severo
La Guajira,2024,7,52.4,15.7,36.7,severo
La Guajira,2024,8,52.4,15.7,36.7,severo
La Guajira,2024,9,52.4,15.7,36.7,severo
La Guajira,2024,10,52.4,15.7,36.7,severo
La Guajira,2024,11,52.4,15.7,36.7,severo
La Guajira,2024,12,52.4,15.7,36.7,severo
Magdalena,2024,1,32.1,5.8,26.3,moderado
Magdalena,2024,2,32.1,5.8,26.3,moderado
Magdalena,2024,3,32.1,5.8,26.3,moderado
Magdalena,2024,4,32.1,5.8,26.3,moderado
Magdalena,2024,5,32.1,5.8,26.3,moderado
Magdalena,2024,6,32.1,5.8,26.3,moderado
Magdalena,2024,7,32.1,5.8,26.3,moderado
Magdalena,2024,8,32.1,5.8,26.3,moderado
Magdalena,2024,9,32.1,5.8,26.3,moderado
Magdalena,2024,10,32.1,5.8,26.3,moderado
Magdalena,2024,11,32.1,5.8,26.3,moderado
