departamento,año,mes,fecha,Preocupacion_alimentos,No_alimentos_saludables,Poca_variedad_alimentos,Saltar_comida,Comio_menos,Sin_alimentos,Hambre_no_comio,No_comio_dia_entero
Atlántico,2024,8,2024-08-01,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7
Atlántico,2024,9,2024-09-01,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7
Atlántico,2024,10,2024-10-01,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7
Atlántico,2024,11,2024-11-01,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7
Atlántico,2024,12,2024-12-01,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7
Bogotá,2024,1,2024-01-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,2,2024-02-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,3,2024-03-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,4,2024-04-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,5,2024-05-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,6,2024-06-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,7,2024-07-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,8,2024-08-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,9,2024-09-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,10,2024-10-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,11,2024-11-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bogotá,2024,12,2024-12-01,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2
Bolívar,2024,1,2024-01-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,2,2024-02-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,3,2024-03-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,4,2024-04-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,5,2024-05-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,6,2024-06-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,7,2024-07-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,8,2024-08-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,9,2024-09-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,10,2024-10-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,11,2024-11-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Bolívar,2024,12,2024-12-01,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6
Boyacá,2024,1,2024-01-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,2,2024-02-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,3,2024-03-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,4,2024-04-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,5,2024-05-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,6,2024-06-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,7,2024-07-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,8,2024-08-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,9,2024-09-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,10,2024-10-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,11,2024-11-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Boyacá,2024,12,2024-12-01,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6
Caldas,2024,1,2024-01-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,2,2024-02-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,3,2024-03-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,4,2024-04-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,5,2024-05-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,6,2024-06-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,7,2024-07-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,8,2024-08-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,9,2024-09-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,10,2024-10-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,11,2024-11-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caldas,2024,12,2024-12-01,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7
Caquetá,2024,1,2024-01-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,2,2024-02-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,3,2024-03-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,4,2024-04-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,5,2024-05-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,6,2024-06-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,7,2024-07-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,8,2024-08-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,9,2024-09-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,10,2024-10-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,11,2024-11-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Caquetá,2024,12,2024-12-01,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5
Casanare,2024,1,2024-01-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,2,2024-02-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,3,2024-03-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,4,2024-04-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,5,2024-05-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,6,2024-06-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,7,2024-07-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,8,2024-08-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,9,2024-09-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,10,2024-10-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,11,2024-11-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Casanare,2024,12,2024-12-01,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3
Cauca,2024,1,2024-01-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,2,2024-02-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,3,2024-03-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,4,2024-04-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,5,2024-05-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,6,2024-06-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,7,2024-07-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,8,2024-08-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,9,2024-09-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,10,2024-10-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,11,2024-11-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cauca,2024,12,2024-12-01,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7
Cesar,2024,1,2024-01-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,2,2024-02-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,3,2024-03-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,4,2024-04-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,5,2024-05-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,6,2024-06-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,7,2024-07-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,8,2024-08-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,9,2024-09-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,10,2024-10-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,11,2024-11-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Cesar,2024,12,2024-12-01,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3
Chocó,2024,1,2024-01-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,2,2024-02-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,3,2024-03-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,4,2024-04-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,5,2024-05-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,6,2024-06-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,7,2024-07-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,8,2024-08-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,9,2024-09-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,10,2024-10-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,11,2024-11-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Chocó,2024,12,2024-12-01,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6
Cundinamarca,2024,1,2024-01-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,2,2024-02-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,3,2024-03-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,4,2024-04-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,5,2024-05-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,6,2024-06-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,7,2024-07-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,8,2024-08-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,9,2024-09-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,10,2024-10-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,11,2024-11-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Cundinamarca,2024,12,2024-12-01,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6
Córdoba,2024,1,2024-01-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,2,2024-02-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,3,2024-03-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,4,2024-04-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,5,2024-05-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,6,2024-06-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,7,2024-07-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,8,2024-08-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,9,2024-09-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,10,2024-10-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,11,2024-11-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Córdoba,2024,12,2024-12-01,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8
Guainía,2024,1,2024-01-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,2,2024-02-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,3,2024-03-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,4,2024-04-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,5,2024-05-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,6,2024-06-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,7,2024-07-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,8,2024-08-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,9,2024-09-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,10,2024-10-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,11,2024-11-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guainía,2024,12,2024-12-01,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9
Guaviare,2024,1,2024-01-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,2,2024-02-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,3,2024-03-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,4,2024-04-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,5,2024-05-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,6,2024-06-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,7,2024-07-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,8,2024-08-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,9,2024-09-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,10,2024-10-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,11,2024-11-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Guaviare,2024,12,2024-12-01,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9
Huila,2024,1,2024-01-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,2,2024-02-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,3,2024-03-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,4,2024-04-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,5,2024-05-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,6,2024-06-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,7,2024-07-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,8,2024-08-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,9,2024-09-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,10,2024-10-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,11,2024-11-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
Huila,2024,12,2024-12-01,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4
La Guajira,2024,1,2024-01-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,2,2024-02-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,3,2024-03-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,4,2024-04-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,5,2024-05-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,6,2024-06-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,7,2024-07-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,8,2024-08-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,9,2024-09-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,10,2024-10-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,11,2024-11-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
La Guajira,2024,12,2024-12-01,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3
Magdalena,2024,1,2024-01-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,2,2024-02-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,3,2024-03-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,4,2024-04-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,5,2024-05-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,6,2024-06-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,7,2024-07-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,8,2024-08-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,9,2024-09-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,10,2024-10-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,11,2024-11-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Magdalena,2024,12,2024-12-01,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8
Meta,2024,1,2024-01-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,2,2024-02-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,3,2024-03-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,4,2024-04-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,5,2024-05-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,6,2024-06-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,7,2024-07-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,8,2024-08-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,9,2024-09-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,10,2024-10-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,11,2024-11-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Meta,2024,12,2024-12-01,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8
Nariño,2024,1,2024-01-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,2,2024-02-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,3,2024-03-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,4,2024-04-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,5,2024-05-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,6,2024-06-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,7,2024-07-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,8,2024-08-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,9,2024-09-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,10,2024-10-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,11,2024-11-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Nariño,2024,12,2024-12-01,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1
Norte de Santander,2024,1,2024-01-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,2,2024-02-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,3,2024-03-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,4,2024-04-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,5,2024-05-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,6,2024-06-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,7,2024-07-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,8,2024-08-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,9,2024-09-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,10,2024-10-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,11,2024-11-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Norte de Santander,2024,12,2024-12-01,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7
Putumayo,2024,1,2024-01-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
Putumayo,2024,2,2024-02-01,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0
