fecha,año,mes,mes_nombre,Departamento,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal
2023-05-01,2023,5,May,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2023-06-01,2023,6,June,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2023-07-01,2023,7,July,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2023-08-01,2023,8,August,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2023-09-01,2023,9,September,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2023-10-01,2023,10,October,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2023-11-01,2023,11,November,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2023-12-01,2023,12,December,Caldas,6.2,45.1,2.2,17.7,0.8,20.9,4.7,66.2
2024-01-01,2024,1,January,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-02-01,2024,2,February,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-03-01,2024,3,March,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-04-01,2024,4,April,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-05-01,2024,5,May,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-06-01,2024,6,June,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-07-01,2024,7,July,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-08-01,2024,8,August,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-09-01,2024,9,September,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-10-01,2024,10,October,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-11-01,2024,11,November,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2024-12-01,2024,12,December,Caldas,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1
2022-01-01,2022,1,January,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-02-01,2022,2,February,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-03-01,2022,3,March,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-04-01,2022,4,April,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-05-01,2022,5,May,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-06-01,2022,6,June,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-07-01,2022,7,July,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-08-01,2022,8,August,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-09-01,2022,9,September,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-10-01,2022,10,October,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-11-01,2022,11,November,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2022-12-01,2022,12,December,Caquetá,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2
2023-01-01,2023,1,January,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-02-01,2023,2,February,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-03-01,2023,3,March,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-04-01,2023,4,April,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-05-01,2023,5,May,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-06-01,2023,6,June,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-07-01,2023,7,July,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-08-01,2023,8,August,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-09-01,2023,9,September,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-10-01,2023,10,October,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-11-01,2023,11,November,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2023-12-01,2023,12,December,Caquetá,9.0,55.4,0.8,13.4,7.2,29.4,5.0,87.2
2024-01-01,2024,1,January,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-02-01,2024,2,February,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-03-01,2024,3,March,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-04-01,2024,4,April,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-05-01,2024,5,May,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-06-01,2024,6,June,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-07-01,2024,7,July,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-08-01,2024,8,August,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-09-01,2024,9,September,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-10-01,2024,10,October,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-11-01,2024,11,November,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2024-12-01,2024,12,December,Caquetá,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4
2022-01-01,2022,1,January,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-02-01,2022,2,February,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-03-01,2022,3,March,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-04-01,2022,4,April,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-05-01,2022,5,May,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-06-01,2022,6,June,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-07-01,2022,7,July,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-08-01,2022,8,August,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-09-01,2022,9,September,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-10-01,2022,10,October,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-11-01,2022,11,November,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2022-12-01,2022,12,December,Casanare,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0
2023-01-01,2023,1,January,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-02-01,2023,2,February,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-03-01,2023,3,March,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-04-01,2023,4,April,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-05-01,2023,5,May,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-06-01,2023,6,June,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-07-01,2023,7,July,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-08-01,2023,8,August,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-09-01,2023,9,September,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-10-01,2023,10,October,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-11-01,2023,11,November,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2023-12-01,2023,12,December,Casanare,6.1,46.3,2.2,10.0,4.1,26.0,9.2,81.1
2024-01-01,2024,1,January,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-02-01,2024,2,February,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-03-01,2024,3,March,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-04-01,2024,4,April,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-05-01,2024,5,May,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-06-01,2024,6,June,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-07-01,2024,7,July,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-08-01,2024,8,August,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-09-01,2024,9,September,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-10-01,2024,10,October,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-11-01,2024,11,November,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2024-12-01,2024,12,December,Casanare,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1
2022-01-01,2022,1,January,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-02-01,2022,2,February,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-03-01,2022,3,March,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-04-01,2022,4,April,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-05-01,2022,5,May,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-06-01,2022,6,June,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-07-01,2022,7,July,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-08-01,2022,8,August,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-09-01,2022,9,September,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-10-01,2022,10,October,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-11-01,2022,11,November,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2022-12-01,2022,12,December,Cauca,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9
2023-01-01,2023,1,January,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-02-01,2023,2,February,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-03-01,2023,3,March,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-04-01,2023,4,April,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-05-01,2023,5,May,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-06-01,2023,6,June,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-07-01,2023,7,July,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-08-01,2023,8,August,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-09-01,2023,9,September,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-10-01,2023,10,October,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-11-01,2023,11,November,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2023-12-01,2023,12,December,Cauca,11.3,57.5,1.3,14.6,3.2,23.2,3.0,86.1
2024-01-01,2024,1,January,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-02-01,2024,2,February,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-03-01,2024,3,March,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-04-01,2024,4,April,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-05-01,2024,5,May,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-06-01,2024,6,June,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-07-01,2024,7,July,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-08-01,2024,8,August,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-09-01,2024,9,September,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-10-01,2024,10,October,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-11-01,2024,11,November,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2024-12-01,2024,12,December,Cauca,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3
2022-01-01,2022,1,January,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-02-01,2022,2,February,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-03-01,2022,3,March,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-04-01,2022,4,April,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-05-01,2022,5,May,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-06-01,2022,6,June,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-07-01,2022,7,July,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-08-01,2022,8,August,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-09-01,2022,9,September,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-10-01,2022,10,October,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-11-01,2022,11,November,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2022-12-01,2022,12,December,Cesar,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6
2023-01-01,2023,1,January,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-02-01,2023,2,February,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-03-01,2023,3,March,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-04-01,2023,4,April,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-05-01,2023,5,May,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-06-01,2023,6,June,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-07-01,2023,7,July,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-08-01,2023,8,August,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-09-01,2023,9,September,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-10-01,2023,10,October,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-11-01,2023,11,November,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2023-12-01,2023,12,December,Cesar,12.5,45.6,0.4,12.1,2.8,31.9,5.6,84.7
2024-01-01,2024,1,January,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-02-01,2024,2,February,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-03-01,2024,3,March,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-04-01,2024,4,April,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-05-01,2024,5,May,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-06-01,2024,6,June,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-07-01,2024,7,July,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-08-01,2024,8,August,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-09-01,2024,9,September,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-10-01,2024,10,October,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-11-01,2024,11,November,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2024-12-01,2024,12,December,Cesar,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5
2022-01-01,2022,1,January,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-02-01,2022,2,February,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-03-01,2022,3,March,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-04-01,2022,4,April,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-05-01,2022,5,May,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-06-01,2022,6,June,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-07-01,2022,7,July,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-08-01,2022,8,August,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-09-01,2022,9,September,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-10-01,2022,10,October,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-11-01,2022,11,November,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2022-12-01,2022,12,December,Chocó,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1
2023-01-01,2023,1,January,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-02-01,2023,2,February,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-03-01,2023,3,March,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-04-01,2023,4,April,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-05-01,2023,5,May,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-06-01,2023,6,June,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-07-01,2023,7,July,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-08-01,2023,8,August,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-09-01,2023,9,September,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-10-01,2023,10,October,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-11-01,2023,11,November,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2023-12-01,2023,12,December,Chocó,23.3,57.0,0.7,19.7,4.1,33.8,2.6,94.2
2024-01-01,2024,1,January,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-02-01,2024,2,February,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-03-01,2024,3,March,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-04-01,2024,4,April,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-05-01,2024,5,May,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-06-01,2024,6,June,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-07-01,2024,7,July,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-08-01,2024,8,August,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-09-01,2024,9,September,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-10-01,2024,10,October,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-11-01,2024,11,November,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2024-12-01,2024,12,December,Chocó,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1
2022-01-01,2022,1,January,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-02-01,2022,2,February,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-03-01,2022,3,March,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-04-01,2022,4,April,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-05-01,2022,5,May,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-06-01,2022,6,June,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-07-01,2022,7,July,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-08-01,2022,8,August,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-09-01,2022,9,September,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-10-01,2022,10,October,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-11-01,2022,11,November,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2022-12-01,2022,12,December,Cundinamarca,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0
2023-01-01,2023,1,January,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-02-01,2023,2,February,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-03-01,2023,3,March,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-04-01,2023,4,April,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-05-01,2023,5,May,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-06-01,2023,6,June,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-07-01,2023,7,July,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-08-01,2023,8,August,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-09-01,2023,9,September,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-10-01,2023,10,October,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-11-01,2023,11,November,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2023-12-01,2023,12,December,Cundinamarca,3.7,36.1,2.3,13.3,2.2,24.8,8.8,66.9
2024-01-01,2024,1,January,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-02-01,2024,2,February,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-03-01,2024,3,March,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-04-01,2024,4,April,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-05-01,2024,5,May,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-06-01,2024,6,June,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-07-01,2024,7,July,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-08-01,2024,8,August,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-09-01,2024,9,September,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-10-01,2024,10,October,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-11-01,2024,11,November,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2024-12-01,2024,12,December,Cundinamarca,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5
2022-01-01,2022,1,January,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-02-01,2022,2,February,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-03-01,2022,3,March,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-04-01,2022,4,April,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-05-01,2022,5,May,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-06-01,2022,6,June,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-07-01,2022,7,July,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-08-01,2022,8,August,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-09-01,2022,9,September,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-10-01,2022,10,October,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-11-01,2022,11,November,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2022-12-01,2022,12,December,Córdoba,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8
2023-01-01,2023,1,January,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-02-01,2023,2,February,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-03-01,2023,3,March,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-04-01,2023,4,April,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-05-01,2023,5,May,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-06-01,2023,6,June,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-07-01,2023,7,July,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-08-01,2023,8,August,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-09-01,2023,9,September,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-10-01,2023,10,October,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-11-01,2023,11,November,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2023-12-01,2023,12,December,Córdoba,16.0,51.6,1.7,13.8,1.9,25.8,1.8,89.2
2024-01-01,2024,1,January,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-02-01,2024,2,February,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-03-01,2024,3,March,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-04-01,2024,4,April,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-05-01,2024,5,May,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-06-01,2024,6,June,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-07-01,2024,7,July,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
2024-08-01,2024,8,August,Córdoba,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7
