departamento,año,mes,fecha,clave,PC1,PC2,PC3,PC4,PC5,PC6,PC7
Norte De Santander,2022,octubre,2022-10-01,Norte De Santander_2022_octubre,-1.8930342674543714,-0.8328820311570347,-0.13775902076261928,0.2669043364274607,-1.0722009943654671,0.725737492709557,-1.2428655999026834
Putumayo,2022,octubre,2022-10-01,Putumayo_2022_octubre,3.026350034230116,-0.36073521367667544,-5.3637863696409145,1.3371090419161848,-0.05485337294116549,1.7267850996158758,-1.9902366802224993
Quindio,2022,octubre,2022-10-01,Quindio_2022_octubre,-5.8413077158624915,-1.4346705913045092,-0.6167779065328665,1.2325003187998698,-0.20236985235767582,-0.6267370582149658,0.17653406331608146
Risaralda,2022,octubre,2022-10-01,Risaralda_2022_octubre,-6.4851736355222025,-2.170114555580934,0.649471359395446,0.8451956473024956,0.372215380144863,-0.2460461759907514,0.10691455231270121
Santander,2022,octubre,2022-10-01,Santander_2022_octubre,-3.565127138899461,-0.5752474106725104,-0.8783669952732432,0.754445199508031,-0.11918285002369357,-0.7876658109425295,-0.0002377631937789791
Sucre,2022,octubre,2022-10-01,Sucre_2022_octubre,6.522046442568713,5.082564911288645,1.8316083522515536,-1.8946450069555494,0.4814774305354856,-0.19562704672728637,0.6835064030264812
Tolima,2022,octubre,2022-10-01,Tolima_2022_octubre,-1.7682296021478368,0.9279834565454668,-1.7455876512028792,1.1714913241978095,-0.17264298873363412,-0.6913292920900092,0.20250498038346348
Valle Del Cauca,2022,octubre,2022-10-01,Valle Del Cauca_2022_octubre,-3.685618287388107,1.2038897635850312,0.13251830903385464,3.038112325846052,0.41224595451503504,-0.19010249695230083,-0.4314438839306292
Vaupes,2022,octubre,2022-10-01,Vaupes_2022_octubre,8.646029288150325,-2.8808082166716296,-2.948705694792487,2.419568593633648,5.79811781317867,-2.608841332673113,1.7111018503592044
Vichada,2022,octubre,2022-10-01,Vichada_2022_octubre,11.398533180186085,-8.061020997569898,0.8719625458046649,4.421174645309794,-3.120057074672427,-1.9040785050964388,2.004052853779207
Amazonas,2022,noviembre,2022-11-01,Amazonas_2022_noviembre,1.2547874310857507,-7.117692749344676,0.7260768919943105,-2.4255583807752705,2.497298038276967,-1.6963015234150003,-3.1847211851052113
Antioquia,2022,noviembre,2022-11-01,Antioquia_2022_noviembre,-4.911246658271037,-0.8694532945284217,0.473731984190882,1.051173639819391,0.33015651475204427,-1.5871813401036439,0.6206769857222205
Arauca,2022,noviembre,2022-11-01,Arauca_2022_noviembre,3.800094174505386,1.3565193785165686,0.9569357423811002,-0.043005669040971826,-0.2918193823725688,0.1291909191641177,-0.9458203216411969
Atlantico,2022,noviembre,2022-11-01,Atlantico_2022_noviembre,0.44330101087065943,5.284372774070201,3.534879663453839,1.210202757035929,0.8243732820585434,-1.1190549887841017,0.1604825077983496
Bogotá,2022,noviembre,2022-11-01,Bogotá_2022_noviembre,-6.937221341045976,1.6993629675678976,0.3934498006447654,6.287115850427821,1.6458062607954822,0.5110007123448675,-0.8951495504192952
Bolivar,2022,noviembre,2022-11-01,Bolivar_2022_noviembre,1.5703361416392336,0.4051169048310256,2.208926782388226,-2.1080716315166423,-0.5283747391503111,-1.7724019086860154,0.5026222828405535
Boyaca,2022,noviembre,2022-11-01,Boyaca_2022_noviembre,-2.4526982166380997,0.40447939868507077,-4.3076346247827155,2.1973515756693307,-0.47270135777180716,0.5464471118189772,0.40385464364111134
Caldas,2022,noviembre,2022-11-01,Caldas_2022_noviembre,-6.785444538126892,-2.4302640040095596,0.4564196989410508,0.5713154755649171,0.28457145716242643,-0.7609214938688136,1.471343848739943
Caqueta,2022,noviembre,2022-11-01,Caqueta_2022_noviembre,0.4920383247557884,-0.15293528372755955,-1.545314804140821,-1.3827250713556203,-1.2540773234197335,0.9438277511385115,-0.5065453317526202
Casanare,2022,noviembre,2022-11-01,Casanare_2022_noviembre,-0.8249910371634961,1.4389852722428593,-0.8966641492320827,1.0317561924673064,-0.41198393985269544,-0.611625610273623,-1.182169104125874
Cauca,2022,noviembre,2022-11-01,Cauca_2022_noviembre,1.8564401363208662,-0.027727435335519225,-5.057117043468968,0.7002868510447453,-1.0168482164305734,1.1858771036023938,0.5681592945763564
Cesar,2022,noviembre,2022-11-01,Cesar_2022_noviembre,3.556533531030091,3.8186483137108778,1.329291354985242,1.2910513742272456,-0.7220955711329268,-1.336714734139096,-0.6314543918751945
Choco,2022,noviembre,2022-11-01,Choco_2022_noviembre,8.984896368407675,2.693247058202232,-2.9372546855644734,1.3209050197284196,0.9976600840629728,-2.1848860602069964,1.1623021663114779
Cundinamarca,2022,noviembre,2022-11-01,Cundinamarca_2022_noviembre,-1.954121169095161,3.4246913722758903,0.39285397886282175,4.747158632723614,1.624035670667727,1.3454883117225356,0.5124689297252679
Cordoba,2022,noviembre,2022-11-01,Cordoba_2022_noviembre,3.700960689417058,0.4396277630220456,-2.4143373698723773,-1.6607425558658342,-1.7295183347484098,-1.7284832134375498,0.9163723409839198
Guainia,2022,noviembre,2022-11-01,Guainia_2022_noviembre,5.892313083463613,-5.862520557361507,-0.26039855075538854,1.4734639610839562,1.4448959629555191,-0.19738045234680177,-1.859507861350871
Guaviare,2022,noviembre,2022-11-01,Guaviare_2022_noviembre,6.696134989328229,4.260971088730748,1.8871115962107885,1.789705676898439,3.390391113087183,3.903814438305052,0.07268973201978784
Huila,2022,noviembre,2022-11-01,Huila_2022_noviembre,0.13171233071138794,1.5433866826224725,-1.2528812518801444,0.01599014766864835,-0.3818582631127795,0.4409250170222315,0.9061768288012431
Guajira,2022,noviembre,2022-11-01,Guajira_2022_noviembre,7.064023757831776,-1.3272383239907095,-0.5821779491821731,1.2178255131213893,-3.470509419690206,-1.234852645928981,-1.8633442567499516
Magdalena,2022,noviembre,2022-11-01,Magdalena_2022_noviembre,5.003172659697306,3.9180711563757646,1.8723934989569604,-0.1517022306581176,-0.8241066407510722,-1.1583212305609834,0.2529310761183247
Meta,2022,noviembre,2022-11-01,Meta_2022_noviembre,-2.0189488882697075,0.41633000487941657,-0.08216940666786841,0.7911042240758293,0.21191087942589112,0.09443168757133227,-0.953672461699601
Narino,2022,noviembre,2022-11-01,Narino_2022_noviembre,5.223415161727891,4.413714644231019,-4.472921850440034,2.2829321745019584,0.052395229333946795,1.0855011935576186,-0.10705118807150284
Norte De Santander,2022,noviembre,2022-11-01,Norte De Santander_2022_noviembre,-2.0024061407361025,-0.8791704164577718,0.05454885594734913,0.2500244797865769,-1.4673193770790813,0.902352802728871,-1.1780940163126867
Putumayo,2022,noviembre,2022-11-01,Putumayo_2022_noviembre,2.7249430080687125,-0.4154762596566366,-5.178990172508399,1.2276361208259154,-0.5709184008600364,2.0017007393019317,-1.3688561244517863
Quindio,2022,noviembre,2022-11-01,Quindio_2022_noviembre,-5.936819564010914,-1.2551500992048914,-0.5517414074455921,1.0421688558900326,-0.26676999882416486,-0.34188253549196107,0.6267404793911147
Risaralda,2022,noviembre,2022-11-01,Risaralda_2022_noviembre,-6.743663536346345,-2.2248002503650675,0.5734256673473253,0.7007088579861611,0.15908492238395602,-0.08770945685461909,0.6108287044703508
Santander,2022,noviembre,2022-11-01,Santander_2022_noviembre,-3.665961429072367,-0.6311309284391864,-0.6720406258517045,0.7949409399247798,-0.5055275712966568,-0.7921667333856388,-0.08292753015981913
Sucre,2022,noviembre,2022-11-01,Sucre_2022_noviembre,6.499890368367198,5.22571452896535,2.1380592769546825,-1.9129761939334606,0.1582306678211459,-0.16022702160846838,0.4438800209360802
Tolima,2022,noviembre,2022-11-01,Tolima_2022_noviembre,-1.9620495509601,1.1153344339144895,-1.6118967605119632,1.0705718628762573,-0.43064083914832146,-0.38074625215154084,0.8076321340143329
Valle Del Cauca,2022,noviembre,2022-11-01,Valle Del Cauca_2022_noviembre,-3.831368621619805,1.401395973107679,0.23569514981743148,2.9374384810938543,0.3544273016678193,-0.23706619131672152,-0.11389147762626405
Vaupes,2022,noviembre,2022-11-01,Vaupes_2022_noviembre,8.478665910418066,-2.827453004829287,-2.762206206817113,2.4091696085570735,5.513429007716993,-2.3761454279299454,2.41460432310064
Vichada,2022,noviembre,2022-11-01,Vichada_2022_noviembre,11.229084222275448,-7.751370302716699,1.0747118587326363,4.332262238862626,-3.3567862480526665,-1.8040800384700726,2.239305817209055
Amazonas,2022,diciembre,2022-12-01,Amazonas_2022_diciembre,1.3654191328121468,-6.855121403837214,0.9398458411844598,-2.489621519815635,2.4432241101961454,-1.5166543741681762,-3.313563905274154
Antioquia,2022,diciembre,2022-12-01,Antioquia_2022_diciembre,-5.0120052789479015,-0.7278670954900041,0.7687680937998584,0.9654607756253812,-0.06842903482193331,-1.3960510137385755,0.7612926194980374
Arauca,2022,diciembre,2022-12-01,Arauca_2022_diciembre,3.946492087518535,1.4218460788472005,1.4036808795311193,0.10482125696710756,-0.5536877141645259,0.2919334660170303,-0.7726190831665785
Atlantico,2022,diciembre,2022-12-01,Atlantico_2022_diciembre,0.23052631180705915,5.48660127009452,3.7256420114563724,0.9729642491449589,0.5465797290528095,-1.2947617307799324,0.011152187522465884
Bogotá,2022,diciembre,2022-12-01,Bogotá_2022_diciembre,-6.830857986095,2.1752116801108348,0.8315811734885621,6.2193850091308605,1.5995058519645524,0.7390471783927502,-0.5923020216345877
Bolivar,2022,diciembre,2022-12-01,Bolivar_2022_diciembre,1.506042355852544,0.5978053209069556,2.6158825475521756,-2.2137279355104194,-0.9163649195046832,-1.6053061100193469,0.7899089988091719
Boyaca,2022,diciembre,2022-12-01,Boyaca_2022_diciembre,-2.598219899502475,0.5158502834424962,-4.128408313217957,2.0231335885112127,-0.8201844084541802,0.7987975222446931,0.6277402539214465
Caldas,2022,diciembre,2022-12-01,Caldas_2022_diciembre,-6.932096237924578,-2.4391043519749047,0.6522834336316414,0.48618801796805705,-0.04929681344009566,-0.7981208859068912,1.5014064494753907
Caqueta,2022,diciembre,2022-12-01,Caqueta_2022_diciembre,0.6020120888434733,0.036399834104287696,-1.1711113484039604,-1.4164799512573758,-1.3873146152980589,0.8895453261313044,-0.577063560740233
Casanare,2022,diciembre,2022-12-01,Casanare_2022_diciembre,-0.9599844323331819,1.3185054670464287,-0.6869562311396298,1.0196783748579972,-0.809879182865686,-0.7679183165377416,-1.289607426254719
Cauca,2022,diciembre,2022-12-01,Cauca_2022_diciembre,1.637264866600083,0.02355164754539201,-5.138829732321494,0.5424202388098394,-1.1329600666911126,1.1324610478859833,0.6864718785449874
Cesar,2022,diciembre,2022-12-01,Cesar_2022_diciembre,3.5551818537286763,4.100013876970624,1.7009921801504617,1.1365821394049267,-1.0477522869971505,-1.0077432711247387,-0.43963868758003755
Choco,2022,diciembre,2022-12-01,Choco_2022_diciembre,9.162934572981596,2.918499346302904,-2.507254179526861,1.3333709502963753,0.872535372691881,-1.9775992424577693,1.1848884602272483
Cundinamarca,2022,diciembre,2022-12-01,Cundinamarca_2022_diciembre,-1.96594781738463,3.8216571013720486,0.685336259124338,4.552179082517807,1.4497893423903185,1.7226679813237062,0.8079896665375609
Cordoba,2022,diciembre,2022-12-01,Cordoba_2022_diciembre,3.6527393091321225,0.5308610082767001,-2.1520543993676062,-1.7814253248307421,-1.9626129162308523,-1.6965225348558328,1.0261410628925085
Guainia,2022,diciembre,2022-12-01,Guainia_2022_diciembre,5.802527471861823,-5.8986821837594805,-0.11679667606813855,1.392279827516429,1.1452979269320163,-0.016884440090181137,-1.653307391266543
Guaviare,2022,diciembre,2022-12-01,Guaviare_2022_diciembre,6.57044544053907,4.460359988531196,2.1112798299210396,1.5966191316169163,3.1140736780503047,3.864052816038042,0.0875529356175263
Huila,2022,diciembre,2022-12-01,Huila_2022_diciembre,-0.06105705253588058,1.6161900347684663,-1.2120887161528886,-0.15828072015393282,-0.6081760948987855,0.649128089420963,1.2247573516054475
Guajira,2022,diciembre,2022-12-01,Guajira_2022_diciembre,7.052079474877998,-1.3883586548824083,-0.308168064551178,1.3582164521316626,-3.7175314830995942,-1.3109666559386044,-1.7658263714949596
Magdalena,2022,diciembre,2022-12-01,Magdalena_2022_diciembre,4.890478272013686,3.7967397032140653,2.1451369786583068,-0.18815902122437694,-1.3418244607127967,-1.0229106283786547,0.2931018111018996
Meta,2022,diciembre,2022-12-01,Meta_2022_diciembre,-2.298119218437067,0.3683339066774522,0.04880650946675461,0.605455368424048,-0.32189732984590114,0.1002127206491713,-1.0542747181238654
Narino,2022,diciembre,2022-12-01,Narino_2022_diciembre,5.076594874442231,4.3128949547951345,-4.578103167422472,2.0835467755589043,0.004226803353353709,1.432306080898802,0.4757228365730279
Norte De Santander,2022,diciembre,2022-12-01,Norte De Santander_2022_diciembre,-2.077082226492166,-0.4817294110681249,0.4619754850815935,0.1459937958307736,-1.7690194779733206,1.2051751466397518,-0.8054760718971262
Putumayo,2022,diciembre,2022-12-01,Putumayo_2022_diciembre,2.944392487349804,0.020525401163688912,-4.765601529802195,1.1455156609100843,-0.5548956700007891,2.1475393202130073,-1.371285738942714
Quindio,2022,diciembre,2022-12-01,Quindio_2022_diciembre,-6.112758283169547,-1.4306135896767949,-0.5511205758923711,1.0619705931143821,-0.5351466799206734,-0.46848429188100965,0.49323896088727665
Risaralda,2022,diciembre,2022-12-01,Risaralda_2022_diciembre,-6.637986435470903,-1.9919857444619207,0.9754788587209879,0.6630866423038335,-0.06253043135120555,0.025367124784464797,0.45616117270530937
Santander,2022,diciembre,2022-12-01,Santander_2022_diciembre,-3.612787304783435,-0.06291167206333757,-0.13966196912290965,0.6538227879564623,-0.7150683583141,-0.4682861113108634,0.22689567390935925
Sucre,2022,diciembre,2022-12-01,Sucre_2022_diciembre,6.439163234632976,5.35972599865435,2.414373112602584,-1.9920518923804724,-0.042741399897763335,-0.10803145102708227,0.7766482241734279
Tolima,2022,diciembre,2022-12-01,Tolima_2022_diciembre,-1.8934241462138177,1.3858285365651528,-1.2081756185633516,0.9405178663717566,-0.6198522620664222,0.019548083311259307,1.2480711759375738
Valle Del Cauca,2022,diciembre,2022-12-01,Valle Del Cauca_2022_diciembre,-3.917457789697251,1.3900567321384305,0.372972041963595,2.8594294146722787,0.05308400717599453,0.06383428892107632,0.10988928769699294
Vaupes,2022,diciembre,2022-12-01,Vaupes_2022_diciembre,8.420642806675653,-2.6878118349976914,-2.5575759591364364,2.338460246328471,5.308711963407162,-2.4386621708783043,2.315857949086154
Vichada,2022,diciembre,2022-12-01,Vichada_2022_diciembre,11.267714844507845,-7.692431283546669,1.4363924467877354,4.3219804719992245,-3.676186134895534,-1.6294492288994877,2.3065310781597628
Amazonas,2023,enero,2023-01-01,Amazonas_2023_enero,-0.21590502273757306,-5.5163715806797065,0.9691268630891716,-1.8439880442378913,3.003089361952964,-0.7803824006778878,-1.8519792989043817
Antioquia,2023,enero,2023-01-01,Antioquia_2023_enero,-5.628070461582592,-1.5495202489694313,2.491711205718404,-0.8158220356829141,0.26413286618950427,-0.6695858604869245,1.2664674377180365
Arauca,2023,enero,2023-01-01,Arauca_2023_enero,2.920221974695588,0.14818382984622372,0.476225400658818,0.3162375603903535,-0.5166742340540788,1.712806664499372,-1.3198403433168169
Atlantico,2023,enero,2023-01-01,Atlantico_2023_enero,-1.3879547616488759,3.378978127665241,3.769429710317267,0.36047469483989225,0.12024014935847954,-2.0909589420199106,-0.6410048374858379
Bogotá,2023,enero,2023-01-01,Bogotá_2023_enero,-8.090369203051596,0.39763556872731987,0.785382153837622,5.632220908832092,1.0010079584128715,-0.8288813231092264,0.018903154352691603
Bolivar,2023,enero,2023-01-01,Bolivar_2023_enero,1.2106928784525013,1.7462570604925314,1.0883641336608951,-1.2225762479123867,-1.0358777519851203,-1.0646275427193286,-0.1513248094217592
Boyaca,2023,enero,2023-01-01,Boyaca_2023_enero,-4.1651887632028,-1.022423245990338,-2.0748136093997336,-0.3250023199883902,-0.7043687951391223,0.5028772805788544,0.677543464225548
Caldas,2023,enero,2023-01-01,Caldas_2023_enero,-7.843468009251794,-3.0377015780253016,1.0176379054701958,-0.7058874871165532,0.5346235410289777,-0.3743562865453542,1.5665988833702857
Caqueta,2023,enero,2023-01-01,Caqueta_2023_enero,-1.6813163575785246,-2.5474426453527124,-3.504464117525153,-1.8746865310251375,-2.3013957583583773,-0.34579697732695835,-0.5941652787741162
Casanare,2023,enero,2023-01-01,Casanare_2023_enero,-0.5533448721070349,1.6037264197773393,1.1954045309561692,0.5452358027151797,-0.2920667083963608,0.2095284426072066,-1.6001876813813185
Cauca,2023,enero,2023-01-01,Cauca_2023_enero,2.8036147590950145,1.9209692652195332,-3.9150222865945308,0.23691529315148827,-1.006296393396666,0.6112410386613052,1.6778328456877827
Cesar,2023,enero,2023-01-01,Cesar_2023_enero,0.7490999121633627,1.475431525110956,2.0693694093824138,-1.3121687064596252,-1.3081630934870634,-1.9756208313017547,-0.2948443211115756
Choco,2023,enero,2023-01-01,Choco_2023_enero,4.913287670037299,-2.247978498929647,-6.531533950966943,-0.1367815334532445,-0.7214186571261798,-3.6788266366686253,1.1299241851231054
Cundinamarca,2023,enero,2023-01-01,Cundinamarca_2023_enero,-4.563713335719619,0.7935656841210805,0.5854033220590027,3.1239417344958453,0.6525168779313012,0.7175789688397596,-0.023423733269600015
Cordoba,2023,enero,2023-01-01,Cordoba_2023_enero,2.1314612272388094,1.320884150009843,-0.429454413631883,-3.4309691934456246,-1.0503093979552078,-0.37716997221332943,0.8288553971577993
Guainia,2023,enero,2023-01-01,Guainia_2023_enero,6.051270809244207,-5.369840123641022,-0.27725868480048516,0.019495843760744275,2.3717212261231366,0.1490779160698474,-1.4642967665934161
Guaviare,2023,enero,2023-01-01,Guaviare_2023_enero,3.3189358944007337,0.5572357565210799,1.3792257058469688,0.1476681114231408,1.865651372880033,2.608503340894129,-1.164496986438181
Huila,2023,enero,2023-01-01,Huila_2023_enero,-1.1158959228259366,0.8040151248529671,-1.9499866432694402,-0.41760094844577894,-1.2734917011267177,0.06443066654219691,0.32694016446421764
Guajira,2023,enero,2023-01-01,Guajira_2023_enero,9.172576417853481,1.873297700241468,4.240358010445318,1.5696272860951657,-0.440017277199593,-0.38429961998679507,0.09617257267608957
Magdalena,2023,enero,2023-01-01,Magdalena_2023_enero,2.6025600704923897,2.472170205599234,3.7316333784376754,-2.3665504305636564,-0.3726397501232613,-0.9591911931139013,-0.09488624069077352
Meta,2023,enero,2023-01-01,Meta_2023_enero,-2.856409061830445,0.43633324415188146,0.703769195844639,0.8090453159946622,0.48435779744139823,0.7938108945870082,-0.7890336619239534
Narino,2023,enero,2023-01-01,Narino_2023_enero,3.191893982693603,2.867023327432968,-5.725323596336639,0.9601320560989374,-0.2541590702375628,2.2811912195485076,0.038075411350752514
Norte De Santander,2023,enero,2023-01-01,Norte De Santander_2023_enero,-1.3714724730118708,0.08925171368647801,-0.9505898474484927,1.020795361564646,-1.9117402238789396,0.5302882179453506,-0.860306106834433
Putumayo,2023,enero,2023-01-01,Putumayo_2023_enero,-0.30591291384844577,-1.9073077636633506,-4.10544270633519,-1.8136786981682722,-0.857453377352131,0.9082277084385352,-1.0167635454475263
Quindio,2023,enero,2023-01-01,Quindio_2023_enero,-5.295697158660931,0.18528475166621794,0.8816478846899553,1.0133128489437404,0.5499340205714418,0.865532266628864,1.3786263562945171
Risaralda,2023,enero,2023-01-01,Risaralda_2023_enero,-7.411427713800015,-2.882717496661719,2.2859320357709705,-0.12402813625965178,0.23938925921349957,-0.07065281415718837,1.5014213215188175
Santander,2023,enero,2023-01-01,Santander_2023_enero,-4.918062401441355,-0.5949435508690977,1.4106306595631932,-0.4803582492733487,-0.13215195082299463,0.025415945714768,0.45935425354404114
Sucre,2023,enero,2023-01-01,Sucre_2023_enero,5.459588780158434,4.215952586615935,1.99192107314589,-1.1344829243948675,-0.28712817210569375,-1.261802870044579,0.8000495492118133
Tolima,2023,enero,2023-01-01,Tolima_2023_enero,-1.3714161592987668,1.9108630945304543,1.03228936814341,-0.13800307767907932,0.8299842993506933,1.5473972084955856,1.1038625848833388
Valle Del Cauca,2023,enero,2023-01-01,Valle Del Cauca_2023_enero,-4.7322107514491085,1.151841003462319,-0.0627646680565421,2.4263270221655966,0.28467514700003393,-0.24579933501964732,0.10582611787683364
Vaupes,2023,enero,2023-01-01,Vaupes_2023_enero,7.228747700324512,-4.8783287980326735,-0.20338693839930544,-0.9752434199132581,6.460060266905369,-2.9383599263356666,5.038004827323631
Vichada,2023,enero,2023-01-01,Vichada_2023_enero,14.390212619203204,-5.740029801460193,2.7562971459409913,6.407467449626887,-3.9518686124436773,1.921346542024593,0.8634075701761129
Amazonas,2023,febrero,2023-02-01,Amazonas_2023_febrero,-0.15990778678629863,-5.5569689628562635,1.0539000774195657,-1.737515078617125,2.9154053162279494,-0.9679122515263495,-2.3340710583232895
Antioquia,2023,febrero,2023-02-01,Antioquia_2023_febrero,-5.593490324142712,-1.5053550934911617,2.686524159113937,-0.875363378459444,0.11517776615998036,-0.7514808838896158,1.0619901486056327
Arauca,2023,febrero,2023-02-01,Arauca_2023_febrero,2.9996884553649292,0.12593657786035223,0.5937114046584714,0.28873067294367927,-0.5801117681412803,1.550537799497249,-1.6893120649826927
Atlantico,2023,febrero,2023-02-01,Atlantico_2023_febrero,-1.2964608342510928,3.3191748332738107,3.8563186818562936,0.42469927453246487,0.062126965669474295,-2.320171460138569,-1.1908889789969737
Bogotá,2023,febrero,2023-02-01,Bogotá_2023_febrero,-8.093704419037465,0.4449455522626753,0.913550055050786,5.510166221067499,0.8971588649730853,-0.7768301511859146,0.0763134148002
Bolivar,2023,febrero,2023-02-01,Bolivar_2023_febrero,1.2929431808948164,1.763576649623839,1.2908710656777913,-1.2964499737999935,-1.1574115500330975,-1.2313857882932242,-0.5079193214583155
Boyaca,2023,febrero,2023-02-01,Boyaca_2023_febrero,-4.159838774773249,-1.003836657269382,-2.0097977831941094,-0.42250751168696343,-0.7490303442070658,0.5404100850261778,0.721139974139913
Caldas,2023,febrero,2023-02-01,Caldas_2023_febrero,-7.844331023037127,-2.9738465623863237,1.1926239449161353,-0.7677563562839899,0.3844211248691784,-0.3825907426911496,1.51447541221306
Caqueta,2023,febrero,2023-02-01,Caqueta_2023_febrero,-1.662408029250754,-2.5035485034885148,-3.3497982336224448,-1.9032299078584507,-2.4241511782584224,-0.4088177548204112,-0.7390351289850595
Casanare,2023,febrero,2023-02-01,Casanare_2023_febrero,-0.4566467820409599,1.5844706667062483,1.3553678442120407,0.5261439289650549,-0.3845385042351893,-0.0036278738042654778,-2.0741742142898123
Cauca,2023,febrero,2023-02-01,Cauca_2023_febrero,2.7533876776457116,2.045828272298413,-3.7369623462706074,0.11685791178739655,-1.1562778652706265,0.7223918891095482,1.9440330110369124
Cesar,2023,febrero,2023-02-01,Cesar_2023_febrero,0.8687631779331751,1.4614564507936356,2.262500638459266,-1.3599606715434456,-1.4035499997794332,-2.2274433231557365,-0.8164918796213473
Choco,2023,febrero,2023-02-01,Choco_2023_febrero,4.915266769160316,-2.045492499966979,-6.02275153580307,-0.14615456771174715,-1.1554625860961387,-3.837627697611642,0.8200391786129
Cundinamarca,2023,febrero,2023-02-01,Cundinamarca_2023_febrero,-4.567048551705488,0.8408756676564361,0.7135712232721666,3.0018870467312535,0.548667784491515,0.7696301407630712,0.03398652717790842
Cordoba,2023,febrero,2023-02-01,Cordoba_2023_febrero,2.252344101536638,1.312890477926618,-0.2311708366946426,-3.4983521621472002,-1.1421700547307052,-0.6220393838036048,0.3361033835046474
Guainia,2023,febrero,2023-02-01,Guainia_2023_febrero,6.0334818789647855,-5.214292088734193,0.08029904942033411,-0.00017013551292249535,2.0564828350015882,0.08285701611525141,-1.5973296140737743
Guaviare,2023,febrero,2023-02-01,Guaviare_2023_febrero,3.338442636114622,0.6227752336764207,1.5729136227535876,0.07415796893132141,1.7217237414667366,2.559301527460659,-1.2647128621474522
Huila,2023,febrero,2023-02-01,Huila_2023_febrero,-1.1436291510706265,0.9274199061896508,-1.7467673282900793,-0.5619552123602233,-1.4242633731060803,0.1393246319330081,0.5359629899962312
Guajira,2023,febrero,2023-02-01,Guajira_2023_febrero,9.23846752577793,1.8300595076960835,4.290755190298605,1.626401245460312,-0.46787946031255273,-0.5550833186373193,-0.29113932143224297
Magdalena,2023,febrero,2023-02-01,Magdalena_2023_febrero,2.738622920021169,2.4364343717870667,3.9244734446582124,-2.397745141042046,-0.4702213675886748,-1.2481308985191648,-0.7246563770050973
Meta,2023,febrero,2023-02-01,Meta_2023_febrero,-2.7961325971496858,0.46916408391322006,0.9090940815890675,0.7288262805669015,0.3468725017057232,0.6726722862860915,-1.0626327843435124
Narino,2023,febrero,2023-02-01,Narino_2023_febrero,3.1291218815388575,3.0285584401157664,-5.468120458100587,0.8437772812930365,-0.48393360753925696,2.3904590287090386,0.28602270148232606
Norte De Santander,2023,febrero,2023-02-01,Norte De Santander_2023_febrero,-1.40714678378372,0.16049347652206813,-0.8485778731273946,0.8745764686664125,-1.9977931229971038,0.6624117598896098,-0.606864014244285
Putumayo,2023,febrero,2023-02-01,Putumayo_2023_febrero,-0.35075405399816284,-1.7718704422986506,-3.852580771772395,-1.850984542203689,-1.094168385553976,0.9370662957436133,-0.9576422503597015
Quindio,2023,febrero,2023-02-01,Quindio_2023_febrero,-5.236150161678721,0.1890021872205092,1.0686997826484803,1.0802437471496946,0.38733539860039184,0.6627711678842217,0.8833445780852531
Risaralda,2023,febrero,2023-02-01,Risaralda_2023_febrero,-7.408668278570781,-2.824907929670733,2.4477653981736207,-0.16569504418241746,0.10203486994934059,-0.096244710419072,1.4256375878937322
Santander,2023,febrero,2023-02-01,Santander_2023_febrero,-4.904370362582548,-0.567642501135414,1.51231827181563,-0.6280958456949324,-0.19736129345275916,0.06977239477813091,0.5081506955787807
Sucre,2023,febrero,2023-02-01,Sucre_2023_febrero,5.599707083760931,4.198868656642952,2.2034896554118424,-1.1765748450655549,-0.38275549739905435,-1.5641128088256877,0.19667511284911582
Tolima,2023,febrero,2023-02-01,Tolima_2023_febrero,-1.3369247547368612,1.980709625926762,1.2249794385196657,-0.22623083654435558,0.7132226168350477,1.4723358688974155,1.0102424333451032
Valle Del Cauca,2023,febrero,2023-02-01,Valle Del Cauca_2023_febrero,-4.738141701826328,1.193962193547219,0.04616452160735108,2.375450918913579,0.1879619974285281,-0.23155616885802136,0.10347687270422783
Vaupes,2023,febrero,2023-02-01,Vaupes_2023_febrero,7.2823136559293165,-4.909150038310243,-0.12597871281836343,-0.9327479483497765,6.396120485362682,-3.0810113244273927,4.6755641223719175
Vichada,2023,febrero,2023-02-01,Vichada_2023_febrero,14.49354872903103,-5.739899419843094,2.959491872916077,6.352015251212169,-4.066216345272551,1.7032118553696103,0.40019960092836937
Amazonas,2023,marzo,2023-03-01,Amazonas_2023_marzo,-0.1638364573356515,-5.634283568060552,0.8426701092234162,-1.86739228009595,3.1143958429394143,-0.8073285117986417,-2.024809737925887
Antioquia,2023,marzo,2023-03-01,Antioquia_2023_marzo,-5.5479557263150605,-1.6477897840912148,2.4967972470281468,-0.8154850810278309,0.26302196195850835,-0.8007619119733472,0.8440563929376218
Arauca,2023,marzo,2023-03-01,Arauca_2023_marzo,3.0351093594435548,0.08897853370536098,0.6022158409332953,0.2869920473235087,-0.5816805263501088,1.4898038738644463,-1.8663282239596088
Atlantico,2023,marzo,2023-03-01,Atlantico_2023_marzo,-1.2515707592956264,3.2737969270321385,3.854825244852303,0.48405178597582804,0.0698050040259608,-2.4384339735266107,-1.4612843967763076
Bogotá,2023,marzo,2023-03-01,Bogotá_2023_marzo,-8.048577133333426,0.30901378086532794,0.7549318012651418,5.596381941588147,1.008554779107359,-0.84994905901568,-0.20793321437662327
