departamento,año,mes,fecha,clave,PC1,PC2,PC3,PC4,PC5,PC6,PC7,FIES_moderado_grave,FIES_grave
Cordoba,2022,octubre,2022-10-01,Cordoba_2022_octubre,3.739858620790495,0.2998289039347867,-2.49500091934593,-1.5480893292628577,-1.5492254992385022,-2.146277662165266,0.6402630302940743,38.9,8.1
Guainia,2022,octubre,2022-10-01,Guainia_2022_octubre,5.939780912121347,-6.082658581197043,-0.4286517106583599,1.6201562407438972,1.5276478993814864,-0.74081317399686,-2.735909531839772,29.8,4.4
Guaviare,2022,octubre,2022-10-01,Guaviare_2022_octubre,6.731545022028523,4.080819628131728,1.6686089523639631,1.8362524246439256,3.541932037907894,3.70462830613972,-0.2835798449992442,30.4,6.2
Huila,2022,octubre,2022-10-01,Huila_2022_octubre,0.2862976632857765,1.1433864827018276,-1.5264142463045784,0.3096624493736186,-0.1903775604945341,-0.262146329181161,-0.4217751368345553,19.0,2.4
Guajira,2022,octubre,2022-10-01,Guajira_2022_octubre,7.180971256447927,-1.5995972187979632,-0.7190031583492879,1.4320280299396602,-3.216133429501289,-1.647008295115171,-2.0773743551809853,59.7,17.5
Magdalena,2022,octubre,2022-10-01,Magdalena_2022_octubre,5.018190583871886,3.7204787561798103,1.6420956103573632,-0.1599076953240946,-0.6680933501275234,-1.284967538417653,0.1040167380754951,45.3,10.4
Meta,2022,octubre,2022-10-01,Meta_2022_octubre,-1.9316773853939515,0.2667568254766052,-0.2253366602400579,0.8502788479889432,0.3509688355720949,0.0146563479324768,-1.1897158783683042,25.5,4.1
Narino,2022,octubre,2022-10-01,Narino_2022_octubre,5.344353082168426,4.320227098810681,-4.704504439316694,2.353031863202891,0.4309204559244122,0.9298790615725416,-0.2527825095914305,37.1,7.4
Norte De Santander,2022,octubre,2022-10-01,Norte De Santander_2022_octubre,-1.8930342674543716,-0.8328820311570347,-0.1377590207626192,0.2669043364274607,-1.0722009943654671,0.725737492709557,-1.2428655999026834,25.8,2.9
Putumayo,2022,octubre,2022-10-01,Putumayo_2022_octubre,3.026350034230116,-0.3607352136766754,-5.3637863696409145,1.3371090419161848,-0.0548533729411654,1.7267850996158758,-1.9902366802224996,24.4,3.0
Quindio,2022,octubre,2022-10-01,Quindio_2022_octubre,-5.841307715862492,-1.4346705913045092,-0.6167779065328665,1.2325003187998698,-0.2023698523576758,-0.6267370582149658,0.1765340633160814,17.3,2.2
Risaralda,2022,octubre,2022-10-01,Risaralda_2022_octubre,-6.4851736355222025,-2.170114555580934,0.649471359395446,0.8451956473024956,0.372215380144863,-0.2460461759907514,0.1069145523127012,17.5,2.5
Santander,2022,octubre,2022-10-01,Santander_2022_octubre,-3.565127138899461,-0.5752474106725104,-0.8783669952732432,0.754445199508031,-0.1191828500236935,-0.7876658109425295,-0.0002377631937789,20.5,2.5
Sucre,2022,octubre,2022-10-01,Sucre_2022_octubre,6.522046442568713,5.082564911288645,1.8316083522515536,-1.8946450069555492,0.4814774305354856,-0.1956270467272863,0.6835064030264812,47.9,10.4
Tolima,2022,octubre,2022-10-01,Tolima_2022_octubre,-1.7682296021478368,0.9279834565454668,-1.7455876512028792,1.1714913241978095,-0.1726429887336341,-0.6913292920900092,0.2025049803834634,27.4,3.3
Valle Del Cauca,2022,octubre,2022-10-01,Valle Del Cauca_2022_octubre,-3.685618287388107,1.2038897635850312,0.1325183090338546,3.038112325846052,0.412245954515035,-0.1901024969523008,-0.4314438839306292,28.0,4.5
Vaupes,2022,octubre,2022-10-01,Vaupes_2022_octubre,8.646029288150325,-2.8808082166716296,-2.948705694792487,2.419568593633648,5.79811781317867,-2.608841332673113,1.7111018503592044,36.5,8.7
Vichada,2022,octubre,2022-10-01,Vichada_2022_octubre,11.398533180186083,-8.061020997569898,0.8719625458046649,4.421174645309794,-3.120057074672427,-1.9040785050964388,2.004052853779207,30.7,9.2
Amazonas,2022,noviembre,2022-11-01,Amazonas_2022_noviembre,1.2547874310857507,-7.117692749344676,0.7260768919943105,-2.4255583807752705,2.497298038276967,-1.6963015234150003,-3.1847211851052117,18.6,3.4
Antioquia,2022,noviembre,2022-11-01,Antioquia_2022_noviembre,-4.911246658271037,-0.8694532945284217,0.473731984190882,1.051173639819391,0.3301565147520442,-1.587181340103644,0.6206769857222205,20.9,3.3
Arauca,2022,noviembre,2022-11-01,Arauca_2022_noviembre,3.800094174505386,1.3565193785165686,0.9569357423811002,-0.0430056690409718,-0.2918193823725688,0.1291909191641177,-0.9458203216411968,39.3,11.0
Atlantico,2022,noviembre,2022-11-01,Atlantico_2022_noviembre,0.4433010108706594,5.284372774070201,3.534879663453839,1.210202757035929,0.8243732820585434,-1.1190549887841017,0.1604825077983496,46.1,8.3
Bogotá,2022,noviembre,2022-11-01,Bogotá_2022_noviembre,-6.937221341045976,1.6993629675678976,0.3934498006447654,6.287115850427821,1.6458062607954822,0.5110007123448675,-0.8951495504192952,25.4,4.2
Bolivar,2022,noviembre,2022-11-01,Bolivar_2022_noviembre,1.5703361416392336,0.4051169048310256,2.208926782388226,-2.1080716315166423,-0.5283747391503111,-1.7724019086860154,0.5026222828405535,32.6,5.1
Boyaca,2022,noviembre,2022-11-01,Boyaca_2022_noviembre,-2.4526982166381,0.4044793986850707,-4.307634624782716,2.1973515756693307,-0.4727013577718071,0.5464471118189772,0.4038546436411113,20.7,2.1
Caldas,2022,noviembre,2022-11-01,Caldas_2022_noviembre,-6.785444538126892,-2.43026400400956,0.4564196989410508,0.5713154755649171,0.2845714571624264,-0.7609214938688136,1.471343848739943,14.6,2.5
Caqueta,2022,noviembre,2022-11-01,Caqueta_2022_noviembre,0.4920383247557884,-0.1529352837275595,-1.545314804140821,-1.3827250713556205,-1.2540773234197335,0.9438277511385116,-0.5065453317526202,27.2,3.2
Casanare,2022,noviembre,2022-11-01,Casanare_2022_noviembre,-0.8249910371634961,1.438985272242859,-0.8966641492320827,1.0317561924673064,-0.4119839398526954,-0.611625610273623,-1.182169104125874,28.2,4.3
Cauca,2022,noviembre,2022-11-01,Cauca_2022_noviembre,1.8564401363208665,-0.0277274353355192,-5.057117043468968,0.7002868510447453,-1.0168482164305734,1.1858771036023938,0.5681592945763564,22.3,2.8
Cesar,2022,noviembre,2022-11-01,Cesar_2022_noviembre,3.556533531030091,3.8186483137108778,1.329291354985242,1.2910513742272456,-0.7220955711329268,-1.336714734139096,-0.6314543918751945,41.1,9.4
Choco,2022,noviembre,2022-11-01,Choco_2022_noviembre,8.984896368407675,2.693247058202232,-2.937254685564473,1.3209050197284196,0.9976600840629728,-2.1848860602069964,1.162302166311478,43.2,10.4
Cundinamarca,2022,noviembre,2022-11-01,Cundinamarca_2022_noviembre,-1.954121169095161,3.4246913722758903,0.3928539788628217,4.747158632723614,1.624035670667727,1.3454883117225356,0.5124689297252679,23.0,3.7
Cordoba,2022,noviembre,2022-11-01,Cordoba_2022_noviembre,3.700960689417058,0.4396277630220456,-2.4143373698723773,-1.6607425558658342,-1.7295183347484098,-1.7284832134375498,0.9163723409839198,38.9,8.1
Guainia,2022,noviembre,2022-11-01,Guainia_2022_noviembre,5.892313083463613,-5.862520557361507,-0.2603985507553885,1.4734639610839562,1.4448959629555191,-0.1973804523468017,-1.859507861350871,29.8,4.4
Guaviare,2022,noviembre,2022-11-01,Guaviare_2022_noviembre,6.696134989328229,4.260971088730748,1.8871115962107885,1.789705676898439,3.390391113087183,3.903814438305052,0.0726897320197878,30.4,6.2
Huila,2022,noviembre,2022-11-01,Huila_2022_noviembre,0.1317123307113879,1.5433866826224725,-1.2528812518801444,0.0159901476686483,-0.3818582631127795,0.4409250170222315,0.9061768288012432,19.0,2.4
Guajira,2022,noviembre,2022-11-01,Guajira_2022_noviembre,7.064023757831776,-1.3272383239907095,-0.5821779491821731,1.217825513121389,-3.470509419690206,-1.234852645928981,-1.863344256749952,59.7,17.5
Magdalena,2022,noviembre,2022-11-01,Magdalena_2022_noviembre,5.003172659697306,3.9180711563757646,1.8723934989569604,-0.1517022306581176,-0.8241066407510722,-1.1583212305609834,0.2529310761183247,45.3,10.4
Meta,2022,noviembre,2022-11-01,Meta_2022_noviembre,-2.0189488882697075,0.4163300048794165,-0.0821694066678684,0.7911042240758293,0.2119108794258911,0.0944316875713322,-0.953672461699601,25.5,4.1
Narino,2022,noviembre,2022-11-01,Narino_2022_noviembre,5.223415161727891,4.413714644231019,-4.472921850440034,2.2829321745019584,0.0523952293339467,1.0855011935576186,-0.1070511880715028,37.1,7.4
Norte De Santander,2022,noviembre,2022-11-01,Norte De Santander_2022_noviembre,-2.0024061407361025,-0.8791704164577718,0.0545488559473491,0.2500244797865769,-1.467319377079081,0.902352802728871,-1.1780940163126867,25.8,2.9
Putumayo,2022,noviembre,2022-11-01,Putumayo_2022_noviembre,2.7249430080687125,-0.4154762596566366,-5.178990172508399,1.2276361208259154,-0.5709184008600364,2.001700739301932,-1.3688561244517865,24.4,3.0
Quindio,2022,noviembre,2022-11-01,Quindio_2022_noviembre,-5.936819564010914,-1.2551500992048914,-0.5517414074455921,1.0421688558900326,-0.2667699988241648,-0.341882535491961,0.6267404793911147,17.3,2.2
Risaralda,2022,noviembre,2022-11-01,Risaralda_2022_noviembre,-6.743663536346345,-2.2248002503650675,0.5734256673473253,0.7007088579861611,0.159084922383956,-0.087709456854619,0.6108287044703508,17.5,2.5
Santander,2022,noviembre,2022-11-01,Santander_2022_noviembre,-3.665961429072367,-0.6311309284391864,-0.6720406258517045,0.7949409399247798,-0.5055275712966568,-0.7921667333856388,-0.0829275301598191,20.5,2.5
Sucre,2022,noviembre,2022-11-01,Sucre_2022_noviembre,6.499890368367198,5.22571452896535,2.1380592769546825,-1.9129761939334609,0.1582306678211459,-0.1602270216084683,0.4438800209360802,47.9,10.4
Tolima,2022,noviembre,2022-11-01,Tolima_2022_noviembre,-1.9620495509601,1.1153344339144895,-1.6118967605119632,1.0705718628762573,-0.4306408391483214,-0.3807462521515408,0.8076321340143329,27.4,3.3
Valle Del Cauca,2022,noviembre,2022-11-01,Valle Del Cauca_2022_noviembre,-3.831368621619805,1.401395973107679,0.2356951498174314,2.9374384810938543,0.3544273016678193,-0.2370661913167215,-0.113891477626264,28.0,4.5
Vaupes,2022,noviembre,2022-11-01,Vaupes_2022_noviembre,8.478665910418066,-2.827453004829287,-2.762206206817113,2.409169608557073,5.513429007716993,-2.376145427929945,2.41460432310064,36.5,8.7
Vichada,2022,noviembre,2022-11-01,Vichada_2022_noviembre,11.229084222275448,-7.751370302716699,1.0747118587326363,4.332262238862626,-3.3567862480526665,-1.8040800384700728,2.239305817209055,30.7,9.2
Amazonas,2022,diciembre,2022-12-01,Amazonas_2022_diciembre,1.3654191328121468,-6.855121403837214,0.9398458411844598,-2.489621519815635,2.4432241101961454,-1.5166543741681762,-3.313563905274154,18.6,3.4
Antioquia,2022,diciembre,2022-12-01,Antioquia_2022_diciembre,-5.0120052789479015,-0.7278670954900041,0.7687680937998584,0.9654607756253812,-0.0684290348219333,-1.3960510137385755,0.7612926194980374,20.9,3.3
Arauca,2022,diciembre,2022-12-01,Arauca_2022_diciembre,3.946492087518535,1.4218460788472005,1.4036808795311193,0.1048212569671075,-0.5536877141645259,0.2919334660170303,-0.7726190831665785,39.3,11.0
Atlantico,2022,diciembre,2022-12-01,Atlantico_2022_diciembre,0.2305263118070591,5.48660127009452,3.725642011456373,0.9729642491449588,0.5465797290528095,-1.2947617307799324,0.0111521875224658,46.1,8.3
Bogotá,2022,diciembre,2022-12-01,Bogotá_2022_diciembre,-6.830857986095,2.1752116801108348,0.8315811734885621,6.2193850091308605,1.5995058519645524,0.7390471783927502,-0.5923020216345877,25.4,4.2
Bolivar,2022,diciembre,2022-12-01,Bolivar_2022_diciembre,1.506042355852544,0.5978053209069556,2.615882547552176,-2.21372793551042,-0.9163649195046832,-1.6053061100193469,0.7899089988091719,32.6,5.1
Boyaca,2022,diciembre,2022-12-01,Boyaca_2022_diciembre,-2.598219899502475,0.5158502834424962,-4.128408313217957,2.0231335885112127,-0.8201844084541802,0.7987975222446931,0.6277402539214465,20.7,2.1
Caldas,2022,diciembre,2022-12-01,Caldas_2022_diciembre,-6.932096237924578,-2.4391043519749047,0.6522834336316414,0.486188017968057,-0.0492968134400956,-0.7981208859068912,1.5014064494753907,14.6,2.5
Caqueta,2022,diciembre,2022-12-01,Caqueta_2022_diciembre,0.6020120888434733,0.0363998341042876,-1.1711113484039604,-1.4164799512573758,-1.3873146152980589,0.8895453261313044,-0.577063560740233,27.2,3.2
Casanare,2022,diciembre,2022-12-01,Casanare_2022_diciembre,-0.959984432333182,1.318505467046429,-0.6869562311396298,1.0196783748579972,-0.809879182865686,-0.7679183165377416,-1.289607426254719,28.2,4.3
Cauca,2022,diciembre,2022-12-01,Cauca_2022_diciembre,1.637264866600083,0.023551647545392,-5.138829732321494,0.5424202388098394,-1.1329600666911126,1.1324610478859831,0.6864718785449874,22.3,2.8
Cesar,2022,diciembre,2022-12-01,Cesar_2022_diciembre,3.5551818537286763,4.100013876970624,1.7009921801504615,1.1365821394049267,-1.0477522869971505,-1.0077432711247387,-0.4396386875800375,41.1,9.4
Choco,2022,diciembre,2022-12-01,Choco_2022_diciembre,9.162934572981596,2.918499346302904,-2.507254179526861,1.333370950296375,0.872535372691881,-1.9775992424577693,1.1848884602272485,43.2,10.4
Cundinamarca,2022,diciembre,2022-12-01,Cundinamarca_2022_diciembre,-1.96594781738463,3.8216571013720486,0.685336259124338,4.552179082517807,1.4497893423903183,1.7226679813237062,0.8079896665375609,23.0,3.7
Cordoba,2022,diciembre,2022-12-01,Cordoba_2022_diciembre,3.6527393091321225,0.5308610082767001,-2.1520543993676062,-1.781425324830742,-1.9626129162308523,-1.6965225348558328,1.0261410628925085,38.9,8.1
Guainia,2022,diciembre,2022-12-01,Guainia_2022_diciembre,5.802527471861823,-5.8986821837594805,-0.1167966760681385,1.392279827516429,1.1452979269320165,-0.0168844400901811,-1.653307391266543,29.8,4.4
Guaviare,2022,diciembre,2022-12-01,Guaviare_2022_diciembre,6.57044544053907,4.460359988531196,2.11127982992104,1.5966191316169165,3.1140736780503047,3.864052816038042,0.0875529356175263,30.4,6.2
Huila,2022,diciembre,2022-12-01,Huila_2022_diciembre,-0.0610570525358805,1.6161900347684663,-1.2120887161528886,-0.1582807201539328,-0.6081760948987855,0.649128089420963,1.2247573516054475,19.0,2.4
Guajira,2022,diciembre,2022-12-01,Guajira_2022_diciembre,7.052079474877998,-1.3883586548824085,-0.308168064551178,1.3582164521316626,-3.717531483099594,-1.3109666559386044,-1.7658263714949596,59.7,17.5
Magdalena,2022,diciembre,2022-12-01,Magdalena_2022_diciembre,4.890478272013686,3.796739703214065,2.1451369786583068,-0.1881590212243769,-1.3418244607127967,-1.0229106283786549,0.2931018111018996,45.3,10.4
Meta,2022,diciembre,2022-12-01,Meta_2022_diciembre,-2.298119218437067,0.3683339066774522,0.0488065094667546,0.605455368424048,-0.3218973298459011,0.1002127206491713,-1.0542747181238654,25.5,4.1
Narino,2022,diciembre,2022-12-01,Narino_2022_diciembre,5.076594874442231,4.312894954795135,-4.578103167422472,2.0835467755589043,0.0042268033533537,1.432306080898802,0.4757228365730279,37.1,7.4
Norte De Santander,2022,diciembre,2022-12-01,Norte De Santander_2022_diciembre,-2.077082226492166,-0.4817294110681249,0.4619754850815935,0.1459937958307736,-1.7690194779733206,1.2051751466397518,-0.8054760718971262,25.8,2.9
Putumayo,2022,diciembre,2022-12-01,Putumayo_2022_diciembre,2.944392487349804,0.0205254011636889,-4.765601529802195,1.1455156609100845,-0.5548956700007891,2.1475393202130078,-1.371285738942714,24.4,3.0
Quindio,2022,diciembre,2022-12-01,Quindio_2022_diciembre,-6.112758283169547,-1.4306135896767949,-0.5511205758923711,1.061970593114382,-0.5351466799206734,-0.4684842918810096,0.4932389608872766,17.3,2.2
Risaralda,2022,diciembre,2022-12-01,Risaralda_2022_diciembre,-6.637986435470903,-1.991985744461921,0.975478858720988,0.6630866423038335,-0.0625304313512055,0.0253671247844647,0.4561611727053093,17.5,2.5
Santander,2022,diciembre,2022-12-01,Santander_2022_diciembre,-3.612787304783435,-0.0629116720633375,-0.1396619691229096,0.6538227879564623,-0.7150683583141,-0.4682861113108634,0.2268956739093592,20.5,2.5
Sucre,2022,diciembre,2022-12-01,Sucre_2022_diciembre,6.439163234632976,5.35972599865435,2.414373112602584,-1.9920518923804724,-0.0427413998977633,-0.1080314510270822,0.7766482241734279,47.9,10.4
Tolima,2022,diciembre,2022-12-01,Tolima_2022_diciembre,-1.8934241462138175,1.3858285365651528,-1.2081756185633516,0.9405178663717566,-0.6198522620664222,0.0195480833112593,1.2480711759375738,27.4,3.3
Valle Del Cauca,2022,diciembre,2022-12-01,Valle Del Cauca_2022_diciembre,-3.917457789697251,1.3900567321384305,0.372972041963595,2.8594294146722787,0.0530840071759945,0.0638342889210763,0.1098892876969929,28.0,4.5
Vaupes,2022,diciembre,2022-12-01,Vaupes_2022_diciembre,8.420642806675653,-2.6878118349976914,-2.5575759591364364,2.338460246328471,5.308711963407162,-2.4386621708783043,2.315857949086154,36.5,8.7
Vichada,2022,diciembre,2022-12-01,Vichada_2022_diciembre,11.267714844507845,-7.692431283546669,1.4363924467877354,4.3219804719992245,-3.676186134895534,-1.6294492288994875,2.3065310781597628,30.7,9.2
Amazonas,2023,enero,2023-01-01,Amazonas_2023_enero,-0.215905022737573,-5.5163715806797065,0.9691268630891716,-1.8439880442378915,3.003089361952964,-0.7803824006778878,-1.8519792989043815,20.6,5.2
Antioquia,2023,enero,2023-01-01,Antioquia_2023_enero,-5.628070461582592,-1.5495202489694313,2.491711205718404,-0.8158220356829141,0.2641328661895042,-0.6695858604869245,1.2664674377180365,21.6,3.0
Arauca,2023,enero,2023-01-01,Arauca_2023_enero,2.920221974695588,0.1481838298462237,0.476225400658818,0.3162375603903535,-0.5166742340540788,1.712806664499372,-1.3198403433168169,31.7,9.9
Atlantico,2023,enero,2023-01-01,Atlantico_2023_enero,-1.387954761648876,3.378978127665241,3.769429710317267,0.3604746948398922,0.1202401493584795,-2.0909589420199106,-0.6410048374858379,35.8,8.5
Bogotá,2023,enero,2023-01-01,Bogotá_2023_enero,-8.090369203051596,0.3976355687273198,0.785382153837622,5.632220908832092,1.0010079584128715,-0.8288813231092264,0.0189031543526916,21.2,4.7
Bolivar,2023,enero,2023-01-01,Bolivar_2023_enero,1.2106928784525013,1.7462570604925314,1.0883641336608951,-1.2225762479123867,-1.0358777519851203,-1.0646275427193286,-0.1513248094217592,32.9,6.2
Boyaca,2023,enero,2023-01-01,Boyaca_2023_enero,-4.1651887632028,-1.022423245990338,-2.0748136093997336,-0.3250023199883902,-0.7043687951391223,0.5028772805788544,0.677543464225548,16.7,1.5
Caldas,2023,enero,2023-01-01,Caldas_2023_enero,-7.843468009251794,-3.0377015780253016,1.0176379054701958,-0.7058874871165532,0.5346235410289777,-0.3743562865453542,1.5665988833702855,14.8,1.9
Caqueta,2023,enero,2023-01-01,Caqueta_2023_enero,-1.6813163575785246,-2.5474426453527124,-3.504464117525153,-1.8746865310251373,-2.3013957583583773,-0.3457969773269583,-0.5941652787741162,13.7,1.2
Casanare,2023,enero,2023-01-01,Casanare_2023_enero,-0.5533448721070349,1.603726419777339,1.1954045309561692,0.5452358027151797,-0.2920667083963608,0.2095284426072066,-1.6001876813813185,32.9,6.0
Cauca,2023,enero,2023-01-01,Cauca_2023_enero,2.8036147590950145,1.9209692652195327,-3.9150222865945303,0.2369152931514882,-1.006296393396666,0.6112410386613052,1.677832845687783,29.0,5.5
Cesar,2023,enero,2023-01-01,Cesar_2023_enero,0.7490999121633627,1.475431525110956,2.0693694093824138,-1.3121687064596252,-1.3081630934870634,-1.9756208313017547,-0.2948443211115756,32.2,9.0
Choco,2023,enero,2023-01-01,Choco_2023_enero,4.913287670037299,-2.247978498929647,-6.531533950966943,-0.1367815334532445,-0.7214186571261798,-3.678826636668625,1.1299241851231054,18.9,2.9
Cundinamarca,2023,enero,2023-01-01,Cundinamarca_2023_enero,-4.563713335719619,0.7935656841210805,0.5854033220590027,3.1239417344958453,0.6525168779313012,0.7175789688397596,-0.0234237332696,27.2,4.1
Cordoba,2023,enero,2023-01-01,Cordoba_2023_enero,2.1314612272388094,1.320884150009843,-0.429454413631883,-3.430969193445625,-1.0503093979552078,-0.3771699722133294,0.8288553971577993,30.6,4.5
Guainia,2023,enero,2023-01-01,Guainia_2023_enero,6.051270809244207,-5.369840123641022,-0.2772586848004851,0.0194958437607442,2.3717212261231366,0.1490779160698474,-1.464296766593416,26.4,6.3
Guaviare,2023,enero,2023-01-01,Guaviare_2023_enero,3.3189358944007337,0.5572357565210799,1.3792257058469688,0.1476681114231408,1.865651372880033,2.608503340894129,-1.164496986438181,36.7,9.2
Huila,2023,enero,2023-01-01,Huila_2023_enero,-1.1158959228259366,0.8040151248529671,-1.94998664326944,-0.4176009484457789,-1.2734917011267175,0.0644306665421969,0.3269401644642176,22.7,2.8
Guajira,2023,enero,2023-01-01,Guajira_2023_enero,9.17257641785348,1.873297700241468,4.240358010445318,1.5696272860951657,-0.440017277199593,-0.384299619986795,0.0961725726760895,50.1,15.6
Magdalena,2023,enero,2023-01-01,Magdalena_2023_enero,2.6025600704923897,2.472170205599234,3.7316333784376754,-2.3665504305636564,-0.3726397501232613,-0.9591911931139012,-0.0948862406907735,39.0,8.7
Meta,2023,enero,2023-01-01,Meta_2023_enero,-2.856409061830445,0.4363332441518814,0.703769195844639,0.8090453159946622,0.4843577974413982,0.7938108945870082,-0.7890336619239534,25.9,4.7
Narino,2023,enero,2023-01-01,Narino_2023_enero,3.191893982693603,2.867023327432968,-5.725323596336639,0.9601320560989374,-0.2541590702375628,2.281191219548508,0.0380754113507525,29.7,3.8
Norte De Santander,2023,enero,2023-01-01,Norte De Santander_2023_enero,-1.3714724730118708,0.089251713686478,-0.9505898474484928,1.020795361564646,-1.91174022387894,0.5302882179453506,-0.860306106834433,23.9,3.6
Putumayo,2023,enero,2023-01-01,Putumayo_2023_enero,-0.3059129138484457,-1.9073077636633504,-4.10544270633519,-1.813678698168272,-0.857453377352131,0.9082277084385352,-1.0167635454475263,18.0,1.2
Quindio,2023,enero,2023-01-01,Quindio_2023_enero,-5.295697158660931,0.1852847516662179,0.8816478846899553,1.0133128489437404,0.5499340205714418,0.865532266628864,1.3786263562945171,24.5,3.6
Risaralda,2023,enero,2023-01-01,Risaralda_2023_enero,-7.411427713800015,-2.882717496661719,2.2859320357709705,-0.1240281362596517,0.2393892592134995,-0.0706528141571883,1.5014213215188177,17.1,3.9
Santander,2023,enero,2023-01-01,Santander_2023_enero,-4.918062401441355,-0.5949435508690977,1.4106306595631932,-0.4803582492733487,-0.1321519508229946,0.025415945714768,0.4593542535440411,23.2,3.0
Sucre,2023,enero,2023-01-01,Sucre_2023_enero,5.459588780158434,4.215952586615935,1.99192107314589,-1.1344829243948675,-0.2871281721056937,-1.261802870044579,0.8000495492118133,44.8,10.6
Tolima,2023,enero,2023-01-01,Tolima_2023_enero,-1.3714161592987668,1.9108630945304543,1.03228936814341,-0.1380030776790793,0.8299842993506933,1.5473972084955856,1.1038625848833388,32.6,5.5
Valle Del Cauca,2023,enero,2023-01-01,Valle Del Cauca_2023_enero,-4.7322107514491085,1.151841003462319,-0.0627646680565421,2.4263270221655966,0.2846751470000339,-0.2457993350196473,0.1058261178768336,26.1,4.3
Vaupes,2023,enero,2023-01-01,Vaupes_2023_enero,7.228747700324512,-4.8783287980326735,-0.2033869383993054,-0.975243419913258,6.460060266905369,-2.9383599263356666,5.038004827323631,34.4,4.7
Vichada,2023,enero,2023-01-01,Vichada_2023_enero,14.390212619203204,-5.740029801460193,2.7562971459409917,6.407467449626887,-3.951868612443677,1.921346542024593,0.8634075701761129,39.7,16.8
Amazonas,2023,febrero,2023-02-01,Amazonas_2023_febrero,-0.1599077867862986,-5.556968962856264,1.0539000774195657,-1.737515078617125,2.9154053162279494,-0.9679122515263496,-2.334071058323289,20.6,5.2
Antioquia,2023,febrero,2023-02-01,Antioquia_2023_febrero,-5.593490324142712,-1.5053550934911617,2.686524159113937,-0.875363378459444,0.1151777661599803,-0.7514808838896158,1.061990148605633,21.6,3.0
Arauca,2023,febrero,2023-02-01,Arauca_2023_febrero,2.999688455364929,0.1259365778603522,0.5937114046584714,0.2887306729436792,-0.5801117681412803,1.550537799497249,-1.6893120649826927,31.7,9.9
Atlantico,2023,febrero,2023-02-01,Atlantico_2023_febrero,-1.2964608342510928,3.3191748332738107,3.8563186818562936,0.4246992745324648,0.0621269656694742,-2.320171460138569,-1.1908889789969737,35.8,8.5
Bogotá,2023,febrero,2023-02-01,Bogotá_2023_febrero,-8.093704419037465,0.4449455522626753,0.913550055050786,5.510166221067499,0.8971588649730853,-0.7768301511859146,0.0763134148002,21.2,4.7
Bolivar,2023,febrero,2023-02-01,Bolivar_2023_febrero,1.2929431808948164,1.763576649623839,1.2908710656777913,-1.2964499737999935,-1.1574115500330977,-1.2313857882932242,-0.5079193214583155,32.9,6.2
Boyaca,2023,febrero,2023-02-01,Boyaca_2023_febrero,-4.159838774773249,-1.003836657269382,-2.0097977831941094,-0.4225075116869634,-0.7490303442070658,0.5404100850261778,0.721139974139913,16.7,1.5
Caldas,2023,febrero,2023-02-01,Caldas_2023_febrero,-7.844331023037127,-2.973846562386324,1.192623944916135,-0.7677563562839899,0.3844211248691784,-0.3825907426911496,1.51447541221306,14.8,1.9
Caqueta,2023,febrero,2023-02-01,Caqueta_2023_febrero,-1.662408029250754,-2.5035485034885148,-3.3497982336224448,-1.9032299078584507,-2.4241511782584224,-0.4088177548204112,-0.7390351289850595,13.7,1.2
Casanare,2023,febrero,2023-02-01,Casanare_2023_febrero,-0.4566467820409599,1.5844706667062485,1.3553678442120407,0.5261439289650549,-0.3845385042351893,-0.0036278738042654,-2.0741742142898123,32.9,6.0
Cauca,2023,febrero,2023-02-01,Cauca_2023_febrero,2.753387677645712,2.045828272298413,-3.736962346270608,0.1168579117873965,-1.1562778652706265,0.7223918891095482,1.9440330110369124,29.0,5.5
Cesar,2023,febrero,2023-02-01,Cesar_2023_febrero,0.8687631779331751,1.4614564507936356,2.262500638459266,-1.3599606715434456,-1.4035499997794332,-2.2274433231557365,-0.8164918796213473,32.2,9.0
Choco,2023,febrero,2023-02-01,Choco_2023_febrero,4.915266769160316,-2.045492499966979,-6.02275153580307,-0.1461545677117471,-1.1554625860961387,-3.837627697611642,0.8200391786129,18.9,2.9
Cundinamarca,2023,febrero,2023-02-01,Cundinamarca_2023_febrero,-4.567048551705488,0.8408756676564361,0.7135712232721666,3.001887046731253,0.548667784491515,0.7696301407630712,0.0339865271779084,27.2,4.1
Cordoba,2023,febrero,2023-02-01,Cordoba_2023_febrero,2.252344101536638,1.312890477926618,-0.2311708366946426,-3.4983521621472,-1.1421700547307052,-0.6220393838036048,0.3361033835046474,30.6,4.5
Guainia,2023,febrero,2023-02-01,Guainia_2023_febrero,6.0334818789647855,-5.214292088734193,0.0802990494203341,-0.0001701355129224,2.056482835001588,0.0828570161152514,-1.5973296140737745,26.4,6.3
Guaviare,2023,febrero,2023-02-01,Guaviare_2023_febrero,3.338442636114622,0.6227752336764207,1.5729136227535876,0.0741579689313214,1.7217237414667366,2.559301527460659,-1.2647128621474522,36.7,9.2
Huila,2023,febrero,2023-02-01,Huila_2023_febrero,-1.1436291510706265,0.9274199061896508,-1.7467673282900793,-0.5619552123602233,-1.4242633731060803,0.1393246319330081,0.5359629899962312,22.7,2.8
Guajira,2023,febrero,2023-02-01,Guajira_2023_febrero,9.23846752577793,1.8300595076960835,4.290755190298605,1.626401245460312,-0.4678794603125527,-0.5550833186373193,-0.2911393214322429,50.1,15.6
