departamento,año,mes,fecha,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal,IPM_Total,Vida_general,Salud,Seguridad,Trabajo_actividad,Tiempo_libre,Ingreso,Propia_totalmente_pagada,Propia_la_estan_pagando,En_arriendo_o_subarriendo,Con_permiso_sin_pago,Posesion_sin_titulo,Propiedad_colectiva,Deficit_cuantitativo,Deficit_cualitativo,Deficit_habitacional,No_alcanzan_gastos_minimos,Alcanzan_gastos_minimos,Cubren_mas_gastos_minimos,Pobreza_monetaria,No_pobres,Energia,Gas_natural,Acueducto,Alcantarillado,Recoleccion_basura,Telefono_fijo,Ningun_servicio,precipitacion_promedio,temperatura_promedio,ndvi_promedio,IPC_Total,FIES_preocupacion_alimentos,FIES_no_alimentos_saludables,FIES_poca_variedad_alimentos,FIES_saltar_comida,FIES_comio_menos,FIES_sin_alimentos,FIES_hambre_sin_comer,FIES_no_comio_dia_entero,FIES_leve_moderado,FIES_grave,FIES_moderada,FIES_inseguridad_alimentaria
Guaviare,2024,julio,2024-07-01,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2,21.3,8.3,7.9,7.9,7.3,7.4,6.1,41.3,4.0,31.5,19.6,2.6,0.9,44.8,17.5,62.4,52.2,42.1,5.7,56.9,43.1,96.8,24.0,54.2,48.5,61.1,0.1,4.5,9.26657247246624,24.43577993441795,0.5407425906785155,173.31,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9,33.6,7.0,26.6,severo
Huila,2024,julio,2024-07-01,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0,10.9,8.4,8.1,7.3,7.3,7.6,6.9,39.5,2.9,34.3,18.4,3.8,1.2,3.6,23.1,26.7,42.6,53.7,3.7,48.7,51.3,99.7,71.1,91.7,67.6,70.0,9.3,0.3,2.118061333025285,18.3536056894459,0.6090799923972317,194.8,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4,17.3,1.3,16.0,moderado
Guajira,2024,julio,2024-07-01,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6,39.3,7.9,7.9,7.2,6.6,7.3,6.3,20.5,0.2,24.1,13.5,20.7,21.0,6.2,44.1,50.2,66.0,32.2,1.8,72.3,27.7,70.6,44.2,52.8,47.3,53.9,1.3,29.9,1.803583645008542,28.93608553103901,0.5199747449199171,171.42,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3,52.4,15.7,36.7,severo
Magdalena,2024,julio,2024-07-01,14.0,45.3,2.3,12.8,2.3,28.8,4.2,86.7,19.2,8.0,8.1,7.6,7.5,7.9,7.0,38.4,0.9,28.2,21.7,5.7,5.1,7.7,48.9,56.6,48.1,47.1,4.8,63.5,36.5,99.1,70.4,88.3,57.0,73.6,5.3,0.2,3.85946970948095,27.63342179008882,0.7479151683083457,171.75,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8,32.1,5.8,26.3,moderado
Meta,2024,julio,2024-07-01,6.1,40.5,1.9,12.2,2.5,23.8,6.8,72.8,10.4,8.4,8.0,7.2,7.5,8.0,7.0,35.0,2.9,46.5,11.3,2.7,1.6,9.3,18.9,28.2,24.2,69.3,6.5,20.6,79.4,98.9,70.9,84.0,79.9,85.9,5.6,1.2,7.973552330908356,24.58003685411948,0.4861986183198755,183.45,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8,18.2,2.4,15.8,moderado
Narino,2024,julio,2024-07-01,14.7,60.5,6.5,12.2,1.6,22.4,4.0,88.8,18.1,7.4,6.9,6.6,6.2,6.8,5.6,37.4,1.9,23.0,28.6,8.9,0.2,19.5,23.5,43.0,55.4,41.3,3.2,66.9,33.1,99.9,13.6,76.0,41.8,54.5,3.9,2.0,2.700132000004055,19.24761487523485,0.642635023905187,176.48,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1,37.2,7.6,29.6,severo
Norte De Santander,2024,julio,2024-07-01,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8,15.2,8.3,8.0,7.5,7.2,8.2,6.7,40.0,4.0,36.3,13.9,5.0,0.8,9.2,21.4,30.6,32.6,59.9,7.5,44.8,55.2,99.8,59.4,87.6,83.4,85.5,8.2,0.4,4.283669999714941,21.92856781757516,0.7288888608730342,187.36,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7,24.8,5.6,19.2,moderado
Putumayo,2024,julio,2024-07-01,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5,11.8,8.1,8.1,8.1,7.0,7.4,6.2,24.6,0.4,43.2,18.9,11.1,1.8,39.2,22.7,62.0,32.5,65.4,2.1,69.5,30.5,91.1,15.2,56.0,51.9,60.6,0.3,5.2,10.11173403841776,22.97653534359685,0.5662811269073041,173.31,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0,28.0,2.4,25.6,moderado
Quindio,2024,julio,2024-07-01,5.0,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8.0,7.6,8.0,7.5,33.3,3.8,47.0,12.3,2.1,1.5,5.0,10.8,15.8,34.4,55.7,10.0,42.9,57.1,99.8,82.9,98.0,88.9,95.8,16.3,0.0,2.725695772990934,18.59971210089937,0.6566983279818842,184.0,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20.0,3.7,16.3,moderado
Risaralda,2024,julio,2024-07-01,6.2,42.0,6.0,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8.0,7.8,8.0,7.4,30.0,4.4,47.6,12.1,4.0,2.0,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86.0,90.5,27.4,0.3,4.15821497816242,19.03934955423809,0.7616947007612502,180.03,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6,20.5,3.8,16.7,moderado
Santander,2024,julio,2024-07-01,5.4,39.3,0.5,12.9,2.6,21.7,3.9,74.0,6.8,8.6,8.3,8.1,7.9,8.1,7.6,31.9,3.7,45.5,12.6,4.1,2.2,4.4,13.7,18.1,25.0,63.5,11.5,30.0,70.0,99.7,78.6,92.8,79.3,82.6,23.3,0.2,5.130730613970734,22.67606194185741,0.7729459099578189,187.55,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2,16.2,2.2,14.0,moderado
Sucre,2024,julio,2024-07-01,17.9,51.6,2.6,13.7,1.6,29.5,2.4,90.3,21.8,8.1,8.1,7.8,7.0,7.3,5.8,42.7,0.9,20.1,22.8,9.6,4.0,10.4,46.1,56.5,65.0,32.7,2.3,78.6,21.4,99.4,56.8,87.3,54.6,64.2,2.5,0.4,7.665391099995763,28.20034173767278,0.6967056960598026,170.71,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3,49.5,11.9,37.6,severo
Tolima,2024,julio,2024-07-01,7.4,49.3,6.1,15.0,2.2,19.6,4.7,78.0,12.6,8.1,7.9,7.7,7.5,7.7,6.5,38.3,4.4,35.2,18.9,2.2,1.0,5.4,18.9,24.3,37.4,51.7,10.9,49.1,50.9,99.6,79.2,90.4,75.3,77.4,8.5,0.2,1.729126793128153,20.98280581704538,0.6928655513271391,183.96,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4,25.6,3.1,22.5,moderado
Valle Del Cauca,2024,julio,2024-07-01,4.5,33.2,1.2,14.6,1.7,20.6,6.6,67.0,6.2,8.5,8.3,7.8,7.7,8.0,7.3,32.4,2.1,49.0,13.0,2.1,1.4,3.3,11.3,14.7,32.2,58.7,9.1,36.2,63.8,99.7,83.7,97.5,91.1,96.1,16.7,0.3,2.500489700215366,19.18009839867299,0.6951841593558878,190.52,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9,20.7,4.4,16.3,moderado
Vaupes,2024,julio,2024-07-01,9.8,58.6,7.6,7.7,4.4,38.5,1.1,88.0,37.4,7.9,8.2,8.1,6.9,7.9,5.5,18.8,0.2,7.0,3.7,28.4,41.9,84.6,6.1,90.7,70.1,29.3,0.6,85.5,14.5,89.9,0.0,27.7,24.6,28.4,0.0,11.2,12.6943447325241,24.61880249951429,0.6278143041118998,173.31,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5,46.1,6.8,39.3,moderado
Vichada,2024,julio,2024-07-01,35.1,82.7,2.6,18.7,27.1,35.0,17.1,94.7,70.2,8.2,8.3,8.2,7.5,7.9,7.3,11.9,0.4,11.1,5.8,53.2,17.5,24.2,68.7,92.9,59.1,40.1,0.9,75.6,24.4,43.4,0.0,48.0,0.3,23.7,0.3,63.6,11.54756207635705,25.55858287230176,0.5397899493976326,173.31,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0,42.5,2.7,39.8,moderado
Amazonas,2024,agosto,2024-08-01,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6,15.6,8.3,8.4,8.1,7.7,8.0,7.2,37.6,0.2,16.4,8.5,13.5,23.8,62.4,23.1,85.5,31.1,61.9,7.1,40.6,59.4,95.7,0.0,45.3,30.6,52.4,0.5,8.3,7.277583185992229,26.43196730631434,0.5370079686759623,172.89,35.0,21.8,27.4,13.8,17.8,10.2,5.5,2.7,19.1,2.7,16.4,moderado
Antioquia,2024,agosto,2024-08-01,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6,10.9,8.6,8.3,8.4,7.8,8.0,7.0,36.4,3.5,44.9,12.3,1.9,1.0,4.8,18.1,22.9,35.5,55.8,8.7,32.6,67.4,99.9,68.3,92.4,81.6,92.3,21.5,0.1,7.375567396853381,22.99856489819095,0.7533197192865113,178.6,41.3,39.2,36.5,18.3,25.4,11.7,13.2,14.2,27.9,4.7,23.2,moderado
Arauca,2024,agosto,2024-08-01,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8,17.7,7.9,7.9,7.5,7.2,7.7,7.1,29.6,1.3,38.5,17.8,11.4,1.5,27.0,21.8,48.9,27.1,69.0,3.9,56.9,43.1,97.9,22.5,65.2,52.1,67.1,0.6,1.4,8.370746106883155,27.17890769265071,0.6729894534394375,172.89,33.4,25.8,30.7,16.2,20.9,8.7,16.9,4.2,21.8,2.8,19.0,moderado
Atlantico,2024,agosto,2024-08-01,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5,9.5,8.1,7.9,6.5,7.2,7.7,6.5,42.9,3.0,30.9,18.7,3.6,0.8,3.2,25.7,28.9,49.8,45.0,5.2,49.9,50.1,99.9,90.7,97.8,85.4,96.7,21.1,0.0,4.755449370165628,28.64424348944484,0.7379178276406076,170.69,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7,40.0,9.3,30.7,severo
Bogotá,2024,agosto,2024-08-01,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3,5.4,8.0,8.0,7.3,7.4,7.7,7.3,34.5,6.7,50.5,6.5,0.6,1.2,0.6,6.6,7.2,16.6,69.8,13.7,17.0,83.0,99.9,95.1,99.9,99.3,99.8,34.8,0.0,3.844085141894531,18.65720272585905,0.717567032932333,181.27,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2,13.9,2.8,11.1,leve
Bolivar,2024,agosto,2024-08-01,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6,15.6,8.1,8.4,7.2,7.2,7.9,6.8,41.8,0.9,28.4,20.3,7.7,1.0,9.7,45.1,54.8,38.5,55.8,5.8,53.8,46.2,99.0,67.8,85.5,52.1,75.1,11.6,0.6,6.503315959036002,27.12843374925709,0.7201384442751827,173.64,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6,35.8,6.3,29.5,moderado
Boyaca,2024,agosto,2024-08-01,6.1,45.2,3.1,15.1,1.3,22.2,3.1,74.3,6.9,8.0,7.8,8.0,7.7,7.6,7.2,43.8,2.6,37.4,13.6,1.5,1.0,2.4,19.2,21.6,32.4,63.1,4.5,31.1,68.9,99.6,64.3,93.7,65.0,69.3,2.4,0.1,4.909638283950644,16.91333091483507,0.7008746111309192,181.72,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6,18.6,2.3,16.3,moderado
Caldas,2024,agosto,2024-08-01,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1,9.2,8.2,7.9,8.0,7.5,7.6,7.1,38.6,4.2,43.8,9.2,0.7,3.5,2.5,17.2,19.6,28.2,61.6,10.2,29.7,70.3,100.0,72.3,92.8,81.6,89.3,14.4,0.1,5.031323175142426,19.7689381704657,0.78458017170641,180.72,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7,12.8,2.4,10.4,leve
Caqueta,2024,agosto,2024-08-01,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4,13.9,8.6,8.4,8.2,7.5,8.1,6.7,26.4,0.8,41.5,23.5,6.4,1.4,28.8,14.5,43.3,44.5,50.6,4.9,70.2,29.8,98.6,57.4,76.0,68.9,73.5,1.6,1.3,9.28491161386267,24.67452843279933,0.7550155472573268,182.77,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5,17.8,0.9,16.9,moderado
Casanare,2024,agosto,2024-08-01,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1,11.3,8.6,8.1,7.6,7.6,7.8,6.7,35.2,2.0,44.5,12.2,5.1,0.9,6.9,25.0,31.9,45.8,49.9,4.3,51.7,48.3,98.3,85.7,84.7,70.3,80.7,1.8,1.4,10.30328188179839,27.00362825856408,0.6561177447736896,172.89,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3,34.4,6.2,28.2,moderado
Cauca,2024,agosto,2024-08-01,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3,14.0,7.8,7.8,7.1,6.7,7.1,5.9,43.6,1.6,19.6,19.9,5.8,9.6,11.7,28.0,39.7,41.8,54.8,3.3,57.2,42.8,99.4,27.4,84.8,42.5,43.7,2.8,0.9,2.483883432698837,18.49234212950257,0.6875342843718553,190.09,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7,27.8,3.8,24.0,moderado
Cesar,2024,agosto,2024-08-01,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5,13.4,8.3,8.2,7.1,7.0,7.8,6.7,35.4,1.6,35.9,19.5,5.2,2.4,6.9,35.7,42.5,45.6,50.8,3.5,60.3,39.7,99.6,73.9,90.9,77.0,82.1,5.2,1.8,4.312376585935045,26.67426641182547,0.7471340323824509,169.13,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3,30.3,5.4,24.9,moderado
Choco,2024,agosto,2024-08-01,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1,33.9,7.1,7.1,6.5,6.3,6.9,6.1,64.5,0.2,14.4,11.1,7.6,2.1,44.4,42.8,87.2,56.5,42.2,1.3,87.0,13.0,96.6,0.0,41.6,16.7,55.0,0.6,4.4,17.23586956588235,25.38223452766395,0.646453836461608,172.89,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6,36.3,6.4,29.9,moderado
Cundinamarca,2024,agosto,2024-08-01,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5,7.4,8.0,7.7,7.5,7.1,7.6,6.8,28.3,7.2,52.9,8.9,1.0,1.7,1.6,13.8,15.5,34.3,57.9,7.9,31.2,68.8,99.7,79.8,97.1,81.5,88.1,11.4,0.0,3.844085141894531,18.65720272585905,0.717567032932333,181.27,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6,22.6,7.3,15.3,severo
Cordoba,2024,agosto,2024-08-01,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7,25.7,7.9,7.9,8.2,6.8,7.6,6.1,43.9,0.8,20.6,25.1,8.0,1.5,23.0,36.5,59.5,64.5,33.7,1.8,73.4,26.6,99.6,49.8,72.0,43.3,60.4,1.9,0.3,8.382576843661786,27.36315246270774,0.7422518008813033,175.3,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8,47.6,9.4,38.2,severo
Guainia,2024,agosto,2024-08-01,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6,49.0,7.6,7.6,7.0,7.0,7.1,6.6,10.5,0.4,14.1,5.2,8.5,61.2,53.7,30.2,83.9,49.5,47.4,3.1,72.0,28.0,80.1,0.0,21.7,21.9,28.1,0.2,15.6,11.32402930943367,26.4438492733828,0.682560498305551,172.89,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9,37.5,6.6,30.9,moderado
Guaviare,2024,agosto,2024-08-01,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2,21.3,8.3,7.9,7.9,7.3,7.4,6.1,41.3,4.0,31.5,19.6,2.6,0.9,44.8,17.5,62.4,52.2,42.1,5.7,56.9,43.1,96.8,24.0,54.2,48.5,61.1,0.1,4.5,9.806007186826896,25.66329301245848,0.7715987646768159,172.89,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9,33.6,7.0,26.6,severo
Huila,2024,agosto,2024-08-01,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0,10.9,8.4,8.1,7.3,7.3,7.6,6.9,39.5,2.9,34.3,18.4,3.8,1.2,3.6,23.1,26.7,42.6,53.7,3.7,48.7,51.3,99.7,71.1,91.7,67.6,70.0,9.3,0.3,2.202789906197577,19.33248303992564,0.6885970368107045,190.89,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4,17.3,1.3,16.0,moderado
Guajira,2024,agosto,2024-08-01,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6,39.3,7.9,7.9,7.2,6.6,7.3,6.3,20.5,0.2,24.1,13.5,20.7,21.0,6.2,44.1,50.2,66.0,32.2,1.8,72.3,27.7,70.6,44.2,52.8,47.3,53.9,1.3,29.9,2.102385494993176,29.24843345362399,0.5432540948886706,170.61,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3,52.4,15.7,36.7,severo
Magdalena,2024,agosto,2024-08-01,14.0,45.3,2.3,12.8,2.3,28.8,4.2,86.7,19.2,8.0,8.1,7.6,7.5,7.9,7.0,38.4,0.9,28.2,21.7,5.7,5.1,7.7,48.9,56.6,48.1,47.1,4.8,63.5,36.5,99.1,70.4,88.3,57.0,73.6,5.3,0.2,4.406535533068173,27.53127902629173,0.7515064393064868,170.85,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8,32.1,5.8,26.3,moderado
Meta,2024,agosto,2024-08-01,6.1,40.5,1.9,12.2,2.5,23.8,6.8,72.8,10.4,8.4,8.0,7.2,7.5,8.0,7.0,35.0,2.9,46.5,11.3,2.7,1.6,9.3,18.9,28.2,24.2,69.3,6.5,20.6,79.4,98.9,70.9,84.0,79.9,85.9,5.6,1.2,8.447149886689163,25.96322329868432,0.6962064675417083,180.15,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8,18.2,2.4,15.8,moderado
Narino,2024,agosto,2024-08-01,14.7,60.5,6.5,12.2,1.6,22.4,4.0,88.8,18.1,7.4,6.9,6.6,6.2,6.8,5.6,37.4,1.9,23.0,28.6,8.9,0.2,19.5,23.5,43.0,55.4,41.3,3.2,66.9,33.1,99.9,13.6,76.0,41.8,54.5,3.9,2.0,3.06639500822554,19.37060928460129,0.6564960395989827,177.09,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1,37.2,7.6,29.6,severo
Norte De Santander,2024,agosto,2024-08-01,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8,15.2,8.3,8.0,7.5,7.2,8.2,6.7,40.0,4.0,36.3,13.9,5.0,0.8,9.2,21.4,30.6,32.6,59.9,7.5,44.8,55.2,99.8,59.4,87.6,83.4,85.5,8.2,0.4,4.142219304965749,22.27502458266133,0.729996273360398,186.14,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7,24.8,5.6,19.2,moderado
Putumayo,2024,agosto,2024-08-01,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5,11.8,8.1,8.1,8.1,7.0,7.4,6.2,24.6,0.4,43.2,18.9,11.1,1.8,39.2,22.7,62.0,32.5,65.4,2.1,69.5,30.5,91.1,15.2,56.0,51.9,60.6,0.3,5.2,10.72380074934354,24.2226001647383,0.792354878674393,172.89,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0,28.0,2.4,25.6,moderado
Quindio,2024,agosto,2024-08-01,5.0,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8.0,7.6,8.0,7.5,33.3,3.8,47.0,12.3,2.1,1.5,5.0,10.8,15.8,34.4,55.7,10.0,42.9,57.1,99.8,82.9,98.0,88.9,95.8,16.3,0.0,2.896229147264417,18.40254306472035,0.7615215687091981,183.26,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20.0,3.7,16.3,moderado
Risaralda,2024,agosto,2024-08-01,6.2,42.0,6.0,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8.0,7.8,8.0,7.4,30.0,4.4,47.6,12.1,4.0,2.0,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86.0,90.5,27.4,0.3,4.251976445838631,18.8027939781676,0.7751856519849121,179.37,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6,20.5,3.8,16.7,moderado
Santander,2024,agosto,2024-08-01,5.4,39.3,0.5,12.9,2.6,21.7,3.9,74.0,6.8,8.6,8.3,8.1,7.9,8.1,7.6,31.9,3.7,45.5,12.6,4.1,2.2,4.4,13.7,18.1,25.0,63.5,11.5,30.0,70.0,99.7,78.6,92.8,79.3,82.6,23.3,0.2,5.094916680099677,22.70052416984675,0.772921320903041,186.44,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2,16.2,2.2,14.0,moderado
Sucre,2024,agosto,2024-08-01,17.9,51.6,2.6,13.7,1.6,29.5,2.4,90.3,21.8,8.1,8.1,7.8,7.0,7.3,5.8,42.7,0.9,20.1,22.8,9.6,4.0,10.4,46.1,56.5,65.0,32.7,2.3,78.6,21.4,99.4,56.8,87.3,54.6,64.2,2.5,0.4,7.630107204250013,27.93969100107453,0.6998612396931698,170.07,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3,49.5,11.9,37.6,severo
Tolima,2024,agosto,2024-08-01,7.4,49.3,6.1,15.0,2.2,19.6,4.7,78.0,12.6,8.1,7.9,7.7,7.5,7.7,6.5,38.3,4.4,35.2,18.9,2.2,1.0,5.4,18.9,24.3,37.4,51.7,10.9,49.1,50.9,99.6,79.2,90.4,75.3,77.4,8.5,0.2,1.983510439443003,22.35830665797674,0.6763321455377296,181.59,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4,25.6,3.1,22.5,moderado
Valle Del Cauca,2024,agosto,2024-08-01,4.5,33.2,1.2,14.6,1.7,20.6,6.6,67.0,6.2,8.5,8.3,7.8,7.7,8.0,7.3,32.4,2.1,49.0,13.0,2.1,1.4,3.3,11.3,14.7,32.2,58.7,9.1,36.2,63.8,99.7,83.7,97.5,91.1,96.1,16.7,0.3,2.590100972325477,18.96490946551653,0.7000348887527599,189.47,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9,20.7,4.4,16.3,moderado
Vaupes,2024,agosto,2024-08-01,9.8,58.6,7.6,7.7,4.4,38.5,1.1,88.0,37.4,7.9,8.2,8.1,6.9,7.9,5.5,18.8,0.2,7.0,3.7,28.4,41.9,84.6,6.1,90.7,70.1,29.3,0.6,85.5,14.5,89.9,0.0,27.7,24.6,28.4,0.0,11.2,11.56416780614112,25.66262392234175,0.7566001324609735,172.89,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5,46.1,6.8,39.3,moderado
Vichada,2024,agosto,2024-08-01,35.1,82.7,2.6,18.7,27.1,35.0,17.1,94.7,70.2,8.2,8.3,8.2,7.5,7.9,7.3,11.9,0.4,11.1,5.8,53.2,17.5,24.2,68.7,92.9,59.1,40.1,0.9,75.6,24.4,43.4,0.0,48.0,0.3,23.7,0.3,63.6,11.39208250642205,27.3744443059047,0.6228696983885064,172.89,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0,42.5,2.7,39.8,moderado
Amazonas,2024,septiembre,2024-09-01,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6,15.6,8.3,8.4,8.1,7.7,8.0,7.2,37.6,0.2,16.4,8.5,13.5,23.8,62.4,23.1,85.5,31.1,61.9,7.1,40.6,59.4,95.7,0.0,45.3,30.6,52.4,0.5,8.3,6.204788680337857,28.04689603676925,0.5292234892528005,173.23,35.0,21.8,27.4,13.8,17.8,10.2,5.5,2.7,19.1,2.7,16.4,moderado
Antioquia,2024,septiembre,2024-09-01,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6,10.9,8.6,8.3,8.4,7.8,8.0,7.0,36.4,3.5,44.9,12.3,1.9,1.0,4.8,18.1,22.9,35.5,55.8,8.7,32.6,67.4,99.9,68.3,92.4,81.6,92.3,21.5,0.1,7.453194007338769,23.26546476275578,0.7201959989305704,179.33,41.3,39.2,36.5,18.3,25.4,11.7,13.2,14.2,27.9,4.7,23.2,moderado
Arauca,2024,septiembre,2024-09-01,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8,17.7,7.9,7.9,7.5,7.2,7.7,7.1,29.6,1.3,38.5,17.8,11.4,1.5,27.0,21.8,48.9,27.1,69.0,3.9,56.9,43.1,97.9,22.5,65.2,52.1,67.1,0.6,1.4,9.082858210027087,27.92577980049684,0.6766692279459968,173.23,33.4,25.8,30.7,16.2,20.9,8.7,16.9,4.2,21.8,2.8,19.0,moderado
Atlantico,2024,septiembre,2024-09-01,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5,9.5,8.1,7.9,6.5,7.2,7.7,6.5,42.9,3.0,30.9,18.7,3.6,0.8,3.2,25.7,28.9,49.8,45.0,5.2,49.9,50.1,99.9,90.7,97.8,85.4,96.7,21.1,0.0,5.491371314672519,28.56189065614353,0.7314923418492097,169.19,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7,40.0,9.3,30.7,severo
Bogotá,2024,septiembre,2024-09-01,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3,5.4,8.0,8.0,7.3,7.4,7.7,7.3,34.5,6.7,50.5,6.5,0.6,1.2,0.6,6.6,7.2,16.6,69.8,13.7,17.0,83.0,99.9,95.1,99.9,99.3,99.8,34.8,0.0,3.95382899003738,19.74344577698051,0.6740656650509758,181.3,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2,13.9,2.8,11.1,leve
Bolivar,2024,septiembre,2024-09-01,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6,15.6,8.1,8.4,7.2,7.2,7.9,6.8,41.8,0.9,28.4,20.3,7.7,1.0,9.7,45.1,54.8,38.5,55.8,5.8,53.8,46.2,99.0,67.8,85.5,52.1,75.1,11.6,0.6,7.002321067712284,27.06129422277863,0.7068642332403521,172.58,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6,35.8,6.3,29.5,moderado
Boyaca,2024,septiembre,2024-09-01,6.1,45.2,3.1,15.1,1.3,22.2,3.1,74.3,6.9,8.0,7.8,8.0,7.7,7.6,7.2,43.8,2.6,37.4,13.6,1.5,1.0,2.4,19.2,21.6,32.4,63.1,4.5,31.1,68.9,99.6,64.3,93.7,65.0,69.3,2.4,0.1,4.813833446011825,17.6576817780326,0.6889410436113788,181.43,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6,18.6,2.3,16.3,moderado
